acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_sketchpad,count_sketchpad_1,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_sketchpad,response_sketchpad_1,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_sketchpad,response_time_sketchpad_1,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_sketchpad,time_sketchpad_1,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
94.28571429,94.28571429,444.7714286,444.7714286,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,34,0,34,0,34,0,0,0,34,34,34,34,NA,NA,34,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,34,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,350,NA,230006,NA,NA,350,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,290770,2984,NA,NA,289669,290873,291223,290767,NA,NA,290873,Week4submit,33,15567,35,yes,1024
94.44444444,94.44444444,445.6944444,445.6944444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,35,0,35,0,35,0,0,0,35,35,35,35,NA,NA,35,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,35,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,478,NA,230006,NA,NA,478,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,279229,2980,NA,NA,292330,2984,NA,NA,291229,292433,292911,292327,NA,NA,292433,Week4submit,34,16045,36,yes,1024
94.59459459,94.59459459,443.9459459,443.9459459,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,36,0,36,0,36,0,0,0,36,36,36,36,NA,NA,36,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,381,NA,230006,NA,NA,381,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,294027,2984,NA,NA,292917,294130,294511,294024,NA,NA,294130,Week4submit,35,16426,37,yes,1024
94.73684211,94.73684211,442.1842105,442.1842105,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,37,0,37,0,37,0,0,0,37,37,37,37,NA,NA,37,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,377,NA,230006,NA,NA,377,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,279229,2980,NA,NA,295622,2984,NA,NA,294517,295725,296103,295620,NA,NA,295725,Week4submit,36,16803,38,yes,1024
94.87179487,94.87179487,441.5641026,441.5641026,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,38,0,38,0,38,0,0,0,38,38,38,38,NA,NA,38,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,418,NA,230006,NA,NA,418,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,297213,2984,NA,NA,296108,297316,297735,297210,NA,NA,297316,Week4submit,37,17221,39,yes,1024
95,95,442.35,442.35,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,39,0,39,0,39,0,0,0,39,39,39,39,NA,NA,39,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,473,NA,230006,NA,NA,473,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,279229,2980,NA,NA,298838,2984,NA,NA,297740,298941,299415,298835,NA,NA,298941,Week4submit,38,17694,40,yes,1024
95.12195122,95.12195122,441.6341463,441.6341463,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,40,0,40,0,40,0,0,0,40,40,40,40,NA,NA,40,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,413,NA,230006,NA,NA,413,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,300522,2984,NA,NA,299420,300625,301039,300519,NA,NA,300625,Week4submit,39,18107,41,yes,1024
95.23809524,95.23809524,443.7857143,443.7857143,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,41,0,41,0,41,0,0,0,41,41,41,41,NA,NA,41,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,532,NA,230006,NA,NA,532,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,279229,2980,NA,NA,302155,2984,NA,NA,301044,302258,302791,302152,NA,NA,302258,Week4submit,40,18639,42,yes,1024
95.34883721,95.34883721,443.7674419,443.7674419,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,42,0,42,0,42,0,0,0,42,42,42,42,NA,NA,42,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,443,NA,230006,NA,NA,443,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,279229,2980,NA,NA,303901,2984,NA,NA,302796,304003,304447,303898,NA,NA,304003,Week4submit,41,19082,43,yes,1024
93.18181818,93.18181818,443.9772727,443.9772727,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,0,0,0,43,0,43,0,43,0,0,0,43,43,43,43,NA,NA,43,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,453,NA,230006,NA,NA,453,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,279229,2980,NA,NA,305554,2984,NA,NA,304452,305657,306111,305551,NA,NA,305657,Week4submit,41,19535,44,yes,1024
93.33333333,93.33333333,445.8666667,445.8666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,44,0,44,0,44,0,0,0,44,44,44,44,NA,NA,44,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,529,NA,230006,NA,NA,529,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,306116,2980,NA,NA,307718,2984,NA,NA,306619,307821,308351,307715,NA,NA,307821,Week4submit,42,20064,45,yes,1024
93.47826087,93.47826087,445.8695652,445.8695652,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,45,0,45,0,45,0,0,0,45,45,45,45,NA,NA,45,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,446,NA,230006,NA,NA,446,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,306116,2980,NA,NA,309457,2984,NA,NA,308356,309560,310007,309454,NA,NA,309560,Week4submit,43,20510,46,yes,1024
93.61702128,93.61702128,448.3829787,448.3829787,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,46,0,46,0,46,0,0,0,46,46,46,46,NA,NA,46,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,564,NA,230006,NA,NA,564,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,306116,2980,NA,NA,311115,2984,NA,NA,310012,311218,311783,311112,NA,NA,311218,Week4submit,44,21074,47,yes,1024
91.66666667,91.66666667,446.9791667,446.9791667,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,47,0,47,0,47,0,0,0,47,47,47,47,NA,NA,47,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,381,NA,230006,NA,NA,381,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,306116,2980,NA,NA,312898,2984,NA,NA,311788,313001,313383,312896,NA,NA,313001,Week4submit,44,21455,48,yes,1024
91.83673469,91.83673469,448.9795918,448.9795918,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,48,0,48,0,48,0,0,0,48,48,48,48,NA,NA,48,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,545,NA,230006,NA,NA,545,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,313388,2980,NA,NA,314998,2984,NA,NA,313892,315101,315647,314995,NA,NA,315101,Week4submit,45,22000,49,yes,1024
92,92,448.38,448.38,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,49,0,49,0,49,0,0,0,49,49,49,49,NA,NA,49,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,419,NA,230006,NA,NA,419,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,313388,2980,NA,NA,316764,2984,NA,NA,315653,316867,317287,316762,NA,NA,316867,Week4submit,46,22419,50,yes,1024
92.15686275,92.15686275,448.372549,448.372549,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,50,0,50,0,50,0,0,0,50,50,50,50,NA,NA,50,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,448,NA,230006,NA,NA,448,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,313388,2980,NA,NA,318399,2984,NA,NA,317293,318502,318951,318396,NA,NA,318502,Week4submit,47,22867,51,yes,1024
92.30769231,92.30769231,448.6153846,448.6153846,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,51,0,51,0,51,0,0,0,51,51,51,51,NA,NA,51,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,461,NA,230006,NA,NA,461,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,313388,2980,NA,NA,320065,2984,NA,NA,318956,320169,320631,320063,NA,NA,320169,Week4submit,48,23328,52,yes,1024
92.45283019,92.45283019,449.3018868,449.3018868,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,52,0,52,0,52,0,0,0,52,52,52,52,NA,NA,52,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,485,NA,230006,NA,NA,485,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,313388,2980,NA,NA,321746,2984,NA,NA,320636,321849,322335,321743,NA,NA,321849,Week4submit,49,23813,53,yes,1024
92.59259259,92.59259259,449.9074074,449.9074074,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,53,0,53,0,53,0,0,0,53,53,53,53,NA,NA,53,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,482,NA,230006,NA,NA,482,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,323437,2984,NA,NA,322340,323540,324023,323434,NA,NA,323540,Week4submit,50,24295,54,yes,1024
92.72727273,92.72727273,450.2727273,450.2727273,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,54,0,54,0,54,0,0,0,54,54,54,54,NA,NA,54,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,470,NA,230006,NA,NA,470,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,232992,NA,NA,313388,2980,NA,NA,325137,2984,NA,NA,324028,325240,325711,325134,NA,NA,325240,Week4submit,51,24765,55,yes,1024
92.85714286,92.85714286,451.9642857,451.9642857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,55,0,55,0,55,0,0,0,55,55,55,55,NA,NA,55,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,545,NA,230006,NA,NA,545,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,313388,2980,NA,NA,326822,2984,NA,NA,325716,326925,327471,326819,NA,NA,326925,Week4submit,52,25310,56,yes,1024
92.98245614,92.98245614,451.8070175,451.8070175,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,56,0,56,0,56,0,0,0,56,56,56,56,NA,NA,56,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,443,NA,230006,NA,NA,443,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,328588,2984,NA,NA,327476,328691,329135,328585,NA,NA,328691,Week4submit,53,25753,57,yes,1024
93.10344828,93.10344828,450.7068966,450.7068966,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,57,0,57,0,57,0,0,0,57,57,57,57,NA,NA,57,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,388,NA,230006,NA,NA,388,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,330244,2984,NA,NA,329140,330346,330735,330241,NA,NA,330346,Week4submit,54,26141,58,yes,1024
93.22033898,93.22033898,450.0847458,450.0847458,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,58,0,58,0,58,0,0,0,58,58,58,58,NA,NA,58,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,414,NA,230006,NA,NA,414,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,331841,2984,NA,NA,330740,331944,332359,331838,NA,NA,331944,Week4submit,55,26555,59,yes,1024
93.33333333,93.33333333,451.4666667,451.4666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,59,0,59,0,59,0,0,0,59,59,59,59,NA,NA,59,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,533,NA,230006,NA,NA,533,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,313388,2980,NA,NA,333474,2984,NA,NA,332364,333577,334111,333471,NA,NA,333577,Week4submit,56,27088,60,yes,1024
93.44262295,93.44262295,450.5245902,450.5245902,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,60,0,60,0,60,0,0,0,60,60,60,60,NA,NA,60,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,394,NA,230006,NA,NA,394,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,313388,2980,NA,NA,335221,2984,NA,NA,334116,335324,335719,335218,NA,NA,335324,Week4submit,57,27482,61,yes,1024
93.5483871,93.5483871,450.4354839,450.4354839,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,61,0,61,0,61,0,0,0,61,61,61,61,NA,NA,61,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,445,NA,230006,NA,NA,445,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,313388,2980,NA,NA,336834,2984,NA,NA,335724,336937,337383,336831,NA,NA,336937,Week4submit,58,27927,62,yes,1024
93.65079365,93.65079365,451.015873,451.015873,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,62,0,62,0,62,0,0,0,62,62,62,62,NA,NA,62,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,487,NA,230006,NA,NA,487,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,338496,2984,NA,NA,337389,338599,339087,338493,NA,NA,338599,Week4submit,59,28414,63,yes,1024
93.75,93.75,453.484375,453.484375,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,63,0,63,0,63,0,0,0,63,63,63,63,NA,NA,63,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,609,NA,230006,NA,NA,609,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,313388,2980,NA,NA,340191,2984,NA,NA,339093,340294,340904,340188,NA,NA,340294,Week4submit,60,29023,64,yes,1024
93.84615385,93.84615385,453.3846154,453.3846154,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,64,0,64,0,64,0,0,0,64,64,64,64,NA,NA,64,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,447,NA,230006,NA,NA,447,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,232992,NA,NA,313388,2980,NA,NA,342009,2984,NA,NA,340909,342112,342560,342006,NA,NA,342112,Week4submit,61,29470,65,yes,1024
93.93939394,93.93939394,454.5606061,454.5606061,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,65,0,65,0,65,0,0,0,65,65,65,65,NA,NA,65,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,531,NA,230006,NA,NA,531,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,343676,2984,NA,NA,342565,343779,344311,343673,NA,NA,343779,Week4submit,62,30001,66,yes,1024
94.02985075,94.02985075,455.4328358,455.4328358,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,66,0,66,0,66,0,0,0,66,66,66,66,NA,NA,66,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,NA,513,NA,230006,NA,NA,513,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,232992,NA,NA,313388,2980,NA,NA,345414,2984,NA,NA,344318,345517,346031,345411,NA,NA,345517,Week4submit,63,30514,67,yes,1024
94.11764706,94.11764706,455.3088235,455.3088235,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,67,0,67,0,67,0,0,0,67,67,67,67,NA,NA,67,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,447,NA,230006,NA,NA,447,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,347137,2984,NA,NA,346036,347240,347688,347134,NA,NA,347240,Week4submit,64,30961,68,yes,1024
94.20289855,94.20289855,455.6086957,455.6086957,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,68,0,68,0,68,0,0,0,68,68,68,68,NA,NA,68,9/25/19 17:00,1500,The main experiment item,yes,Week4submit.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,68,C:/Users/DLGoupil/Desktop/subject-2.1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,NA,476,NA,230006,NA,NA,476,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,232992,NA,NA,313388,2980,NA,NA,348804,2984,NA,NA,347693,348907,349384,348801,NA,NA,348907,Week4submit,65,31437,69,yes,1024
