acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instruction1,correct_Keyboard_Response,correct_response,count_Block1,count_Block2,count_Block3,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instruction1,count_Instruction2,count_Instruction3,count_Keyboard_Response,count_Logger,count_Sequence,count_Stimulus,count_experiment,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instruction1,response_Instruction2,response_Instruction3,response_Keyboard_Response,response_time,response_time_Finish,response_time_Instruction1,response_time_Instruction2,response_time_Instruction3,response_time_Keyboard_Response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instruction1,time_Instruction2,time_Instruction3,time_Keyboard_Response,time_Logger,time_Sequence,time_Stimulus,time_experiment,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
86.48648649,86.48648649,593.2702703,593.2702703,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,36,36,0,36,36,0,0,0,36,36,36,36,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,632,NA,91740,NA,NA,632,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,164989,NA,NA,173096,171838,5866,NA,NA,173225,173862,173070,173225,5833,Flanker Test,32,21951,37,yes,1024
86.84210526,86.84210526,600.7105263,600.7105263,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,37,37,0,37,37,0,0,0,37,37,37,37,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,876,NA,91740,NA,NA,876,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,164989,NA,NA,175150,173894,5866,NA,NA,175278,176158,175123,175277,5833,Flanker Test,33,22827,38,yes,1024
87.17948718,87.17948718,604.5641026,604.5641026,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,38,38,0,38,38,0,0,0,38,38,38,38,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,751,NA,91740,NA,NA,751,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,164989,NA,NA,177450,176190,5866,NA,NA,177576,178331,177423,177576,5833,Flanker Test,34,23578,39,yes,1024
87.5,87.5,604.35,604.35,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,39,39,0,39,39,0,0,0,39,39,39,39,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,596,NA,91740,NA,NA,596,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,164989,NA,NA,179623,178363,5866,NA,NA,179749,180349,179596,179749,5833,Flanker Test,35,24174,40,yes,1024
87.80487805,87.80487805,604.7073171,604.7073171,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,40,40,0,40,40,0,0,0,40,40,40,40,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,619,NA,91740,NA,NA,619,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,164989,NA,NA,181639,180381,5866,NA,NA,181765,182388,181613,181765,5833,Flanker Test,36,24793,41,yes,1024
88.0952381,88.0952381,603.7857143,603.7857143,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,41,41,0,41,41,0,0,0,41,41,41,41,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,566,NA,91740,NA,NA,566,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,164989,NA,NA,183679,182421,5866,NA,NA,183806,184376,183652,183805,5833,Flanker Test,37,25359,42,yes,1024
88.37209302,88.37209302,601.9069767,601.9069767,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,42,42,0,42,42,0,0,0,42,42,42,42,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,523,NA,91740,NA,NA,523,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,164989,NA,NA,185666,184408,5866,NA,NA,185792,186319,185639,185792,5833,Flanker Test,38,25882,43,yes,1024
88.63636364,88.63636364,599.9318182,599.9318182,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,43,43,0,43,43,0,0,0,43,43,43,43,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,515,NA,91740,NA,NA,515,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,164989,NA,NA,187610,186351,5866,NA,NA,187738,188257,187584,187738,5833,Flanker Test,39,26397,44,yes,1024
88.88888889,88.88888889,596.9777778,596.9777778,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,44,44,0,44,44,0,0,0,44,44,44,44,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,467,NA,91740,NA,NA,467,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,164989,NA,NA,189551,188289,5866,NA,NA,189678,190149,189525,189677,5833,Flanker Test,40,26864,45,yes,1024
89.13043478,89.13043478,596.2173913,596.2173913,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,45,45,0,45,45,0,0,0,45,45,45,45,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,562,NA,91740,NA,NA,562,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,164989,NA,NA,191444,190182,5866,NA,NA,191572,192138,191418,191571,5833,Flanker Test,41,27426,46,yes,1024
89.36170213,89.36170213,594.5744681,594.5744681,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,46,46,0,46,46,0,0,0,46,46,46,46,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,519,NA,91740,NA,NA,519,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,164989,NA,NA,193429,192170,5866,NA,NA,193556,194079,193403,193555,5833,Flanker Test,42,27945,47,yes,1024
89.58333333,89.58333333,592.6875,592.6875,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,47,47,0,47,47,0,0,0,47,47,47,47,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,504,NA,91740,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,164989,NA,NA,195372,194111,5866,NA,NA,195499,196008,195344,195498,5833,Flanker Test,43,28449,48,yes,1024
89.79591837,89.79591837,590.8571429,590.8571429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,48,48,0,48,48,0,0,0,48,48,48,48,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,503,NA,91740,NA,NA,503,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,164989,NA,NA,197304,196039,5866,NA,NA,197430,197938,197276,197430,5833,Flanker Test,44,28952,49,yes,1024
90,90,587.08,587.08,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,49,49,0,49,49,0,0,0,49,49,49,49,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,402,NA,91740,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,164989,NA,NA,199230,197970,5866,NA,NA,199357,199764,199203,199356,5833,Flanker Test,45,29354,50,yes,1024
90.19607843,90.19607843,584.4901961,584.4901961,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,50,50,0,50,50,0,0,0,50,50,50,50,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,455,NA,91740,NA,NA,455,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,164989,NA,NA,201052,199796,5866,NA,NA,201179,201639,201025,201178,5833,Flanker Test,46,29809,51,yes,1024
90.38461538,90.38461538,582.4615385,582.4615385,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,51,51,0,51,51,0,0,0,51,51,51,51,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,479,NA,91740,NA,NA,479,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,164989,NA,NA,202927,201671,5866,NA,NA,203055,203539,202901,203054,5833,Flanker Test,47,30288,52,yes,1024
88.67924528,88.67924528,579.6226415,579.6226415,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,52,52,0,52,52,0,0,0,52,52,52,52,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,432,NA,91740,NA,NA,432,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,164989,NA,NA,204828,203571,5866,NA,NA,204955,205392,204801,204954,5833,Flanker Test,47,30720,53,yes,1024
88.88888889,88.88888889,585.5,585.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,53,53,0,53,53,0,0,0,53,53,53,53,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,897,NA,91740,NA,NA,897,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,205424,NA,NA,207212,205951,5866,NA,NA,207339,208241,207185,207338,5833,Flanker Test,48,31617,54,yes,1024
89.09090909,89.09090909,594.4181818,594.4181818,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,54,54,0,54,54,0,0,0,54,54,54,54,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,1076,NA,91740,NA,NA,1076,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,205424,NA,NA,209534,208273,5866,NA,NA,209661,210742,209507,209661,5833,Flanker Test,49,32693,55,yes,1024
89.28571429,89.28571429,595.2857143,595.2857143,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,55,55,0,55,55,0,0,0,55,55,55,55,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,643,NA,91740,NA,NA,643,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,205424,NA,NA,212031,210773,5866,NA,NA,212158,212806,212004,212157,5833,Flanker Test,50,33336,56,yes,1024
89.47368421,89.47368421,595.5263158,595.5263158,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,56,56,0,56,56,0,0,0,56,56,56,56,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,609,NA,91740,NA,NA,609,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,205424,NA,NA,214095,212838,5866,NA,NA,214223,214837,214069,214223,5833,Flanker Test,51,33945,57,yes,1024
89.65517241,89.65517241,593.7586207,593.7586207,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,57,57,0,57,57,0,0,0,57,57,57,57,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,493,NA,91740,NA,NA,493,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,205424,NA,NA,216127,214870,5866,NA,NA,216254,216752,216100,216254,5833,Flanker Test,52,34438,58,yes,1024
89.83050847,89.83050847,594.4237288,594.4237288,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,58,58,0,58,58,0,0,0,58,58,58,58,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,633,NA,91740,NA,NA,633,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,205424,NA,NA,218041,216784,5866,NA,NA,218168,218806,218014,218167,5833,Flanker Test,53,35071,59,yes,1024
90,90,594.0833333,594.0833333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,59,59,0,59,59,0,0,0,59,59,59,59,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,574,NA,91740,NA,NA,574,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,205424,NA,NA,220095,218838,5866,NA,NA,220223,220803,220068,220222,5833,Flanker Test,54,35645,60,yes,1024
90.16393443,90.16393443,595.0491803,595.0491803,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,60,60,0,60,60,0,0,0,60,60,60,60,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,653,NA,91740,NA,NA,653,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,205424,NA,NA,222096,220834,5866,NA,NA,222224,222882,222069,222223,5833,Flanker Test,55,36298,61,yes,1024
90.32258065,90.32258065,593.9677419,593.9677419,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,61,61,0,61,61,0,0,0,61,61,61,61,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,528,NA,91740,NA,NA,528,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,205424,NA,NA,224173,222913,5866,NA,NA,224299,224832,224146,224299,5833,Flanker Test,56,36826,62,yes,1024
90.47619048,90.47619048,591.952381,591.952381,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,62,62,0,62,62,0,0,0,62,62,62,62,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,467,NA,91740,NA,NA,467,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,205424,NA,NA,226121,224863,5866,NA,NA,226247,226719,226094,226247,5833,Flanker Test,57,37293,63,yes,1024
90.625,90.625,591.078125,591.078125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,63,63,0,63,63,0,0,0,63,63,63,63,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,536,NA,91740,NA,NA,536,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,205424,NA,NA,228009,226750,5866,NA,NA,228137,228678,227983,228136,5833,Flanker Test,58,37829,64,yes,1024
90.76923077,90.76923077,589.3076923,589.3076923,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,64,64,0,64,64,0,0,0,64,64,64,64,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,476,NA,91740,NA,NA,476,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,205424,NA,NA,229972,228710,5866,NA,NA,230098,230579,229946,230098,5833,Flanker Test,59,38305,65,yes,1024
90.90909091,90.90909091,589.3484848,589.3484848,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,65,65,0,65,65,0,0,0,65,65,65,65,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,592,NA,91740,NA,NA,592,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,205424,NA,NA,231872,230610,5866,NA,NA,231999,232596,231845,231998,5833,Flanker Test,60,38897,66,yes,1024
89.55223881,89.55223881,587.7910448,587.7910448,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,0,0,0,66,66,0,66,66,0,0,0,66,66,66,66,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,485,NA,91740,NA,NA,485,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,205424,NA,NA,233887,232628,5866,NA,NA,234012,234503,233860,234012,5833,Flanker Test,60,39382,67,yes,1024
89.70588235,89.70588235,587.6470588,587.6470588,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,67,67,0,67,67,0,0,0,67,67,67,67,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,578,NA,91740,NA,NA,578,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,234535,NA,NA,236324,235062,5866,NA,NA,236450,237033,236298,236450,5833,Flanker Test,61,39960,68,yes,1024
89.85507246,89.85507246,587.4927536,587.4927536,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,68,68,0,68,68,0,0,0,68,68,68,68,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,68,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,577,NA,91740,NA,NA,577,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,234535,NA,NA,238325,237064,5866,NA,NA,238453,239036,238298,238453,5833,Flanker Test,62,40537,69,yes,1024
90,90,586.2,586.2,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,69,69,0,69,69,0,0,0,69,69,69,69,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,69,69,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,497,NA,91740,NA,NA,497,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,97625,NA,NA,234535,NA,NA,240327,239067,5866,NA,NA,240454,240957,240301,240453,5833,Flanker Test,63,41034,70,yes,1024
90.14084507,90.14084507,592.6760563,592.6760563,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,70,70,0,70,70,0,0,0,70,70,70,70,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,70,70,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,1046,NA,91740,NA,NA,1046,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,97625,NA,NA,234535,NA,NA,242247,240988,5866,NA,NA,242373,243425,242219,242373,5833,Flanker Test,64,42080,71,yes,1024
90.27777778,90.27777778,600.1111111,600.1111111,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,71,71,0,71,71,0,0,0,71,71,71,71,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,71,71,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,1128,NA,91740,NA,NA,1128,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,97625,NA,NA,234535,NA,NA,244716,243457,5866,NA,NA,244842,245976,244690,244842,5833,Flanker Test,65,43208,72,yes,1024
90.4109589,90.4109589,607.1643836,607.1643836,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,72,72,0,72,72,0,0,0,72,72,72,72,0,Sun Sep 29 16:38:08 2019,1500,The main experiment item,yes,FlankerTest.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,72,72,/Users/Linzi/Desktop/LM-subject-4f20.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,1115,NA,91740,NA,NA,1115,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,97625,NA,NA,234535,NA,NA,247266,246007,5866,NA,NA,247393,248514,247240,247393,5833,Flanker Test,66,44323,73,yes,1024
