acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction3,count_instructions1,count_instructions2,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction3,response_instructions1,response_instructions2,response_keyboard_response,response_time,response_time_finish,response_time_instruction3,response_time_instructions1,response_time_instructions2,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction3,time_instructions1,time_instructions2,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
72.72727273,72.72727273,1103.272727,1103.272727,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,10,0,0,0,10,0,10,0,10,0,0,0,10,10,10,10,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,664,NA,NA,95168,NA,664,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,127476,100514,NA,NA,118060,5323,118567,NA,128754,NA,5342,NA,128860,129526,128745,128859,Flanker task,8,12136,11,yes,1024
75,75,1062.583333,1062.583333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,11,0,0,0,11,0,11,0,11,0,0,0,11,11,11,11,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,615,NA,NA,95168,NA,615,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,129588,100514,NA,NA,118060,5323,118567,NA,130853,NA,5342,NA,130959,131575,130844,130958,Flanker task,9,12751,12,yes,1024
76.92307692,76.92307692,1038,1038,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,12,0,0,0,12,0,12,0,12,0,0,0,12,12,12,12,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,743,NA,NA,95168,NA,743,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,131625,100514,NA,NA,118060,5323,118567,NA,132879,NA,5342,NA,132986,133730,132871,132985,Flanker task,10,13494,13,yes,1024
71.42857143,71.42857143,1071,1071,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,13,0,0,0,13,0,13,0,13,0,0,0,13,13,13,13,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,None,NA,NA,h,NA,None,1500,NA,NA,95168,NA,1500,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,133793,100514,NA,NA,118060,5323,118567,NA,135037,NA,5342,NA,135143,136644,135030,135142,Flanker task,10,14994,14,yes,1024
73.33333333,73.33333333,1052.4,1052.4,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,14,0,0,0,14,0,14,0,14,0,0,0,14,14,14,14,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,792,NA,NA,95168,NA,792,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,137184,100514,NA,NA,136678,5323,118567,NA,138457,NA,5342,NA,138563,139356,138449,138562,Flanker task,11,15786,15,yes,1024
75,75,1021.375,1021.375,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,15,0,0,0,15,0,15,0,15,0,0,0,15,15,15,15,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,556,NA,NA,95168,NA,556,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,139403,100514,NA,NA,136678,5323,118567,NA,140677,NA,5342,NA,140783,141341,140669,140782,Flanker task,12,16342,16,yes,1024
76.47058824,76.47058824,994.6470588,994.6470588,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,16,0,0,0,16,0,16,0,16,0,0,0,16,16,16,16,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,567,NA,NA,95168,NA,567,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,141403,100514,NA,NA,136678,5323,118567,NA,142731,NA,5342,NA,142838,143408,142723,142837,Flanker task,13,16909,17,yes,1024
77.77777778,77.77777778,970,970,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,17,0,0,0,17,0,17,0,17,0,0,0,17,17,17,17,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,551,NA,NA,95168,NA,551,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,143454,100514,NA,NA,136678,5323,118567,NA,144754,NA,5342,NA,144860,145413,144744,144859,Flanker task,14,17460,18,yes,1024
78.94736842,78.94736842,949.0526316,949.0526316,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,18,0,0,0,18,0,18,0,18,0,0,0,18,18,18,18,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,572,NA,NA,95168,NA,572,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,145464,100514,NA,NA,136678,5323,118567,NA,146781,NA,5342,NA,146889,147469,146773,146888,Flanker task,15,18032,19,yes,1024
80,80,933.85,933.85,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,19,0,0,0,19,0,19,0,19,0,0,0,19,19,19,19,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,645,NA,NA,95168,NA,645,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,147507,100514,NA,NA,136678,5323,118567,NA,148763,NA,5342,NA,148871,149519,148754,148870,Flanker task,16,18677,20,yes,1024
80.95238095,80.95238095,915,915,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,20,0,0,0,20,0,20,0,20,0,0,0,20,20,20,20,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,538,NA,NA,95168,NA,538,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,149586,100514,NA,NA,136678,5323,118567,NA,150880,NA,5342,NA,150987,151526,150870,150986,Flanker task,17,19215,21,yes,1024
81.81818182,81.81818182,897.0454545,897.0454545,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,21,0,0,0,21,0,21,0,21,0,0,0,21,21,21,21,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,520,NA,NA,95168,NA,520,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,151568,100514,NA,NA,136678,5323,118567,NA,152909,NA,5342,NA,153016,153538,152898,153015,Flanker task,18,19735,22,yes,1024
82.60869565,82.60869565,906.173913,906.173913,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,22,0,0,0,22,0,22,0,22,0,0,0,22,22,22,22,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,1107,NA,NA,95168,NA,1107,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,153596,100514,NA,NA,136678,5323,118567,NA,154886,NA,5342,NA,154992,156101,154875,154991,Flanker task,19,20842,23,yes,1024
83.33333333,83.33333333,894.75,894.75,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,23,0,0,0,23,0,23,0,23,0,0,0,23,23,23,23,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,632,NA,NA,95168,NA,632,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,156389,100514,NA,NA,136678,5323,118567,NA,157658,NA,5342,NA,157772,158406,157650,157772,Flanker task,20,21474,24,yes,1024
84,84,880.36,880.36,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,24,0,0,0,24,0,24,0,24,0,0,0,24,24,24,24,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,535,NA,NA,95168,NA,535,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,158455,100514,NA,NA,136678,5323,118567,NA,159751,NA,5342,NA,159861,160399,159743,159857,Flanker task,21,22009,25,yes,1024
84.61538462,84.61538462,868.6923077,868.6923077,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,25,0,0,0,25,0,25,0,25,0,0,0,25,25,25,25,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,577,NA,NA,95168,NA,577,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,160813,100514,NA,NA,136678,5323,118567,NA,162105,NA,5342,NA,162212,162796,162095,162212,Flanker task,22,22586,26,yes,1024
85.18518519,85.18518519,862.6666667,862.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,26,0,0,0,26,0,26,0,26,0,0,0,26,26,26,26,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,706,NA,NA,95168,NA,706,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,162860,100514,NA,NA,136678,5323,118567,NA,164180,NA,5342,NA,164287,164995,164167,164286,Flanker task,23,23292,27,yes,1024
85.71428571,85.71428571,851.7142857,851.7142857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,27,0,0,0,27,0,27,0,27,0,0,0,27,27,27,27,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,556,NA,NA,95168,NA,556,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,165054,100514,NA,NA,136678,5323,118567,NA,166340,NA,5342,NA,166448,167009,166331,166447,Flanker task,24,23848,28,yes,1024
86.20689655,86.20689655,842.0344828,842.0344828,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,28,0,0,0,28,0,28,0,28,0,0,0,28,28,28,28,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,571,NA,NA,95168,NA,571,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,167077,100514,NA,NA,136678,5323,118567,NA,168357,NA,5342,NA,168463,169037,168348,168462,Flanker task,25,24419,29,yes,1024
86.66666667,86.66666667,834.3333333,834.3333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,29,0,0,0,29,0,29,0,29,0,0,0,29,29,29,29,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,611,NA,NA,95168,NA,611,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,169096,100514,NA,NA,136678,5323,118567,NA,170369,NA,5342,NA,170476,171090,170359,170475,Flanker task,26,25030,30,yes,1024
87.09677419,87.09677419,825.6451613,825.6451613,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,30,0,0,0,30,0,30,0,30,0,0,0,30,30,30,30,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,h,NA,h,565,NA,NA,95168,NA,565,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,171149,100514,NA,NA,136678,5323,118567,NA,172456,NA,5342,NA,172562,173129,172447,172561,Flanker task,27,25595,31,yes,1024
87.5,87.5,813.9375,813.9375,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,31,0,0,0,31,0,31,0,31,0,0,0,31,31,31,31,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,451,NA,NA,95168,NA,451,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,173189,100514,NA,NA,136678,5323,118567,NA,174455,NA,5342,NA,174563,175018,174447,174562,Flanker task,28,26046,32,yes,1024
87.87878788,87.87878788,808.0606061,808.0606061,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,32,0,0,0,32,0,32,0,32,0,0,0,32,32,32,32,9/28/19 17:57,1500,The main experiment item,yes,Flankertask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 2-1,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 2-2/KR-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,h,NA,s,620,NA,NA,95168,NA,620,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,175064,100514,NA,NA,136678,5323,118567,NA,176333,NA,5342,NA,176440,177063,176325,176439,Flanker task,29,26666,33,yes,1024
