acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Faster,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Stimulus,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_finish,count_fixation,count_keyboard_response,count_new_logger,count_sequence,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions1,response_Instructions2,response_Instructions3,response_finish,response_keyboard_response,response_time,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_finish,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Faster,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Stimulus,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_finish,time_fixation,time_keyboard_response,time_new_logger,time_sequence,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,517.1818182,517.1818182,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,10,10,0,0,0,10,0,0,0,10,0,0,10,10,10,10,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,452,3013,NA,NA,NA,452,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,NA,22386,2304,NA,NA,23585,5318,NA,NA,9681,2296,NA,23481,23585,24037,23478,Flanker Task,9,5689,11,yes,1024
83.33333333,83.33333333,511.1666667,511.1666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,11,11,0,0,0,11,0,0,0,11,0,0,11,11,11,11,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,445,3013,NA,NA,NA,445,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,NA,24574,2304,NA,NA,25792,5318,NA,NA,24068,2296,NA,25687,25792,26238,25684,Flanker Task,10,6134,12,yes,1024
84.61538462,84.61538462,505.4615385,505.4615385,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,12,12,0,0,0,12,0,0,0,12,0,0,12,12,12,12,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,437,3013,NA,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,NA,26261,2304,NA,NA,27472,5318,NA,NA,24068,2296,NA,27367,27472,27910,27364,Flanker Task,11,6571,13,yes,1024
85.71428571,85.71428571,505.8571429,505.8571429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,13,13,0,0,0,13,0,0,0,13,0,0,13,13,13,13,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,511,3013,NA,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,27934,2304,NA,NA,29133,5318,NA,NA,24068,2296,NA,29027,29133,29645,29025,Flanker Task,12,7082,14,yes,1024
86.66666667,86.66666667,502.6666667,502.6666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,14,14,0,0,0,14,0,0,0,14,0,0,14,14,14,14,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,458,3013,NA,NA,NA,458,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,NA,29669,2304,NA,NA,30867,5318,NA,NA,24068,2296,NA,30762,30867,31326,30761,Flanker Task,13,7540,15,yes,1024
87.5,87.5,502.6875,502.6875,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,15,15,0,0,0,15,0,0,0,15,0,0,15,15,15,15,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,503,3013,NA,NA,NA,503,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,31345,2304,NA,NA,32550,5318,NA,NA,24068,2296,NA,32445,32550,33053,32442,Flanker Task,14,8043,16,yes,1024
88.23529412,88.23529412,504.7058824,504.7058824,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,16,16,0,0,0,16,0,0,0,16,0,0,16,16,16,16,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,537,3013,NA,NA,NA,537,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,NA,33078,2304,NA,NA,34284,5318,NA,NA,24068,2296,NA,34178,34284,34822,34176,Flanker Task,15,8580,17,yes,1024
88.88888889,88.88888889,497.6111111,497.6111111,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,17,17,0,0,0,17,0,0,0,17,0,0,17,17,17,17,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,377,3013,NA,NA,NA,377,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,NA,34846,2304,NA,NA,36059,5318,NA,NA,24068,2296,NA,35954,36059,36437,35951,Flanker Task,16,8957,18,yes,1024
84.21052632,84.21052632,490.2105263,490.2105263,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,18,18,0,0,0,18,0,0,0,18,0,0,18,18,18,18,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,357,3013,NA,NA,NA,357,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,36459,2304,NA,NA,37663,5318,NA,NA,24068,2296,NA,37558,37663,38021,37556,Flanker Task,16,9314,19,yes,1024
85,85,491,491,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,19,19,0,0,0,19,0,0,0,19,0,0,19,19,19,19,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,506,3013,NA,NA,NA,506,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,NA,38550,2304,NA,NA,39771,5318,NA,NA,38045,2296,NA,39666,39771,40277,39663,Flanker Task,17,9820,20,yes,1024
85.71428571,85.71428571,492.7142857,492.7142857,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,20,20,0,0,0,20,0,0,0,20,0,0,20,20,20,20,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,527,3013,NA,NA,NA,527,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,NA,40296,2304,NA,NA,41494,5318,NA,NA,38045,2296,NA,41389,41494,42021,41386,Flanker Task,18,10347,21,yes,1024
86.36363636,86.36363636,491.0909091,491.0909091,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,21,21,0,0,0,21,0,0,0,21,0,0,21,21,21,21,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,457,3013,NA,NA,NA,457,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,NA,42043,2304,NA,NA,43252,5318,NA,NA,38045,2296,NA,43147,43252,43709,43144,Flanker Task,19,10804,22,yes,1024
86.95652174,86.95652174,488.7391304,488.7391304,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,22,22,0,0,0,22,0,0,0,22,0,0,22,22,22,22,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,437,3013,NA,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,43730,2304,NA,NA,44936,5318,NA,NA,38045,2296,NA,44831,44936,45374,44829,Flanker Task,20,11241,23,yes,1024
87.5,87.5,490.125,490.125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,23,23,0,0,0,23,0,0,0,23,0,0,23,23,23,23,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,522,3013,NA,NA,NA,522,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,NA,45397,2304,NA,NA,46602,5318,NA,NA,38045,2296,NA,46497,46602,47125,46495,Flanker Task,21,11763,24,yes,1024
88,88,492.08,492.08,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,24,24,0,0,0,24,0,0,0,24,0,0,24,24,24,24,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,539,3013,NA,NA,NA,539,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,NA,47146,2304,NA,NA,48361,5318,NA,NA,38045,2296,NA,48255,48361,48901,48252,Flanker Task,22,12302,25,yes,1024
88.46153846,88.46153846,493.0384615,493.0384615,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,25,25,0,0,0,25,0,0,0,25,0,0,25,25,25,25,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,517,3013,NA,NA,NA,517,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,48922,2304,NA,NA,50127,5318,NA,NA,38045,2296,NA,50022,50127,50645,50019,Flanker Task,23,12819,26,yes,1024
85.18518519,85.18518519,488.2222222,488.2222222,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,26,26,0,0,0,26,0,0,0,26,0,0,26,26,26,26,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,363,3013,NA,NA,NA,363,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,NA,50663,2304,NA,NA,51850,5318,NA,NA,38045,2296,NA,51745,51850,52213,51742,Flanker Task,23,13182,27,yes,1024
85.71428571,85.71428571,487.8214286,487.8214286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,27,27,0,0,0,27,0,0,0,27,0,0,27,27,27,27,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,477,3013,NA,NA,NA,477,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,NA,52741,2304,NA,NA,53944,5318,NA,NA,52236,2296,NA,53839,53944,54421,53836,Flanker Task,24,13659,28,yes,1024
86.20689655,86.20689655,490.0689655,490.0689655,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,28,28,0,0,0,28,0,0,0,28,0,0,28,28,28,28,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,553,3013,NA,NA,NA,553,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,NA,54447,2304,NA,NA,55651,5318,NA,NA,52236,2296,NA,55545,55652,56205,55542,Flanker Task,25,14212,29,yes,1024
86.66666667,86.66666667,489.8333333,489.8333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,29,29,0,0,0,29,0,0,0,29,0,0,29,29,29,29,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,483,3013,NA,NA,NA,483,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,NA,56231,2304,NA,NA,57441,5318,NA,NA,52236,2296,NA,57336,57441,57925,57333,Flanker Task,26,14695,30,yes,1024
87.09677419,87.09677419,486.9354839,486.9354839,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,30,30,0,0,0,30,0,0,0,30,0,0,30,30,30,30,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,400,3013,NA,NA,NA,400,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,57968,2304,NA,NA,59148,5318,NA,NA,52236,2296,NA,59043,59148,59549,59040,Flanker Task,27,15095,31,yes,1024
87.5,87.5,486.34375,486.34375,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,31,31,0,0,0,31,0,0,0,31,0,0,31,31,31,31,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,31,31,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,h,NA,NA,NA,h,468,3013,NA,NA,NA,468,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,NA,59578,2304,NA,NA,60777,5318,NA,NA,52236,2296,NA,60672,60777,61245,60669,Flanker Task,28,15563,32,yes,1024
87.87878788,87.87878788,483.3636364,483.3636364,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,32,32,0,0,0,32,0,0,0,32,0,0,32,32,32,32,9/20/19 10:00,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,32,32,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,h,NA,NA,NA,s,388,3013,NA,NA,NA,388,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,NA,61265,2304,NA,NA,62480,5318,NA,NA,52236,2296,NA,62375,62480,62869,62372,Flanker Task,29,15951,33,yes,1024
