acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_new_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_new_keyboard_response,count_new_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_new_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_new_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_new_keyboard_response,time_new_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,483.8181818,483.8181818,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,10,0,0,0,10,0,10,0,10,0,0,0,10,10,10,10,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,482,NA,150628,NA,NA,482,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,170377,154286,NA,NA,NA,3622,NA,NA,171469,3647,NA,NA,171582,172065,171456,171582,FlankerTask,11,5322,11,yes,1024
100,100,477.9166667,477.9166667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,11,0,0,0,11,0,11,0,11,0,0,0,11,11,11,11,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,413,NA,150628,NA,NA,413,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,172080,154286,NA,NA,NA,3622,NA,NA,173174,3647,NA,NA,173286,173700,173162,173286,FlankerTask,12,5735,12,yes,1024
100,100,474.4615385,474.4615385,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,12,0,0,0,12,0,12,0,12,0,0,0,12,12,12,12,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,433,NA,150628,NA,NA,433,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,173717,154286,NA,NA,NA,3622,NA,NA,174809,3647,NA,NA,174923,175357,174797,174923,FlankerTask,13,6168,13,yes,1024
100,100,467.9285714,467.9285714,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,13,0,0,0,13,0,13,0,13,0,0,0,13,13,13,13,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,383,NA,150628,NA,NA,383,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,175371,154286,NA,NA,NA,3622,NA,NA,176462,3647,NA,NA,176576,176960,176450,176575,FlankerTask,14,6551,14,yes,1024
100,100,460.1333333,460.1333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,14,0,0,0,14,0,14,0,14,0,0,0,14,14,14,14,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,14,14,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,351,NA,150628,NA,NA,351,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,176975,154286,NA,NA,NA,3622,NA,NA,178066,3647,NA,NA,178179,178531,178054,178179,FlankerTask,15,6902,15,yes,1024
100,100,452.6875,452.6875,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,15,0,0,0,15,0,15,0,15,0,0,0,15,15,15,15,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,15,15,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,341,NA,150628,NA,NA,341,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,178546,154286,NA,NA,NA,3622,NA,NA,179638,3647,NA,NA,179752,180094,179626,179752,FlankerTask,16,7243,16,yes,1024
100,100,448.2352941,448.2352941,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,16,0,0,0,16,0,16,0,16,0,0,0,16,16,16,16,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,16,16,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,377,NA,150628,NA,NA,377,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,180109,154286,NA,NA,NA,3622,NA,NA,181205,3647,NA,NA,181317,181695,181191,181317,FlankerTask,17,7620,17,yes,1024
94.44444444,94.44444444,441.7222222,441.7222222,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,17,0,0,0,17,0,17,0,17,0,0,0,17,17,17,17,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,17,17,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,331,NA,150628,NA,NA,331,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,181709,154286,NA,NA,NA,3622,NA,NA,182803,3647,NA,NA,182916,183249,182791,182916,FlankerTask,17,7951,18,yes,1024
94.73684211,94.73684211,441.2105263,441.2105263,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,18,0,0,0,18,0,18,0,18,0,0,0,18,18,18,18,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,18,18,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,432,NA,150628,NA,NA,432,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,183776,154286,NA,NA,183264,3622,NA,NA,184870,3647,NA,NA,184983,185417,184858,184982,FlankerTask,18,8383,19,yes,1024
95,95,441.15,441.15,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,19,0,0,0,19,0,19,0,19,0,0,0,19,19,19,19,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,19,19,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,440,NA,150628,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,185433,154286,NA,NA,183264,3622,NA,NA,186525,3647,NA,NA,186638,187080,186513,186637,FlankerTask,19,8823,20,yes,1024
95.23809524,95.23809524,443.3809524,443.3809524,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,20,0,0,0,20,0,20,0,20,0,0,0,20,20,20,20,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,488,NA,150628,NA,NA,488,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,187095,154286,NA,NA,183264,3622,NA,NA,188189,3647,NA,NA,188301,188791,188176,188301,FlankerTask,20,9311,21,yes,1024
95.45454545,95.45454545,443.9545455,443.9545455,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,21,0,0,0,21,0,21,0,21,0,0,0,21,21,21,21,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,456,NA,150628,NA,NA,456,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,188805,154286,NA,NA,183264,3622,NA,NA,189899,3647,NA,NA,190010,190468,189887,190010,FlankerTask,21,9767,22,yes,1024
95.65217391,95.65217391,443.6521739,443.6521739,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,22,0,0,0,22,0,22,0,22,0,0,0,22,22,22,22,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,437,NA,150628,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,190483,154286,NA,NA,183264,3622,NA,NA,191576,3647,NA,NA,191689,192128,191563,191689,FlankerTask,22,10204,23,yes,1024
95.83333333,95.83333333,445.3333333,445.3333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,23,0,0,0,23,0,23,0,23,0,0,0,23,23,23,23,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,484,NA,150628,NA,NA,484,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,192143,154286,NA,NA,183264,3622,NA,NA,193237,3647,NA,NA,193350,193836,193225,193350,FlankerTask,23,10688,24,yes,1024
96,96,444.32,444.32,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,24,0,0,0,24,0,24,0,24,0,0,0,24,24,24,24,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,420,NA,150628,NA,NA,420,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,193851,154286,NA,NA,183264,3622,NA,NA,194943,3647,NA,NA,195056,195478,194931,195056,FlankerTask,24,11108,25,yes,1024
96.15384615,96.15384615,445.1538462,445.1538462,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,25,0,0,0,25,0,25,0,25,0,0,0,25,25,25,25,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,466,NA,150628,NA,NA,466,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,195492,154286,NA,NA,183264,3622,NA,NA,196584,3647,NA,NA,196696,197164,196572,196696,FlankerTask,25,11574,26,yes,1024
96.2962963,96.2962963,441.037037,441.037037,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,26,0,0,0,26,0,26,0,26,0,0,0,26,26,26,26,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,334,NA,150628,NA,NA,334,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,197178,154286,NA,NA,183264,3622,NA,NA,198271,3647,NA,NA,198384,198720,198259,198383,FlankerTask,26,11908,27,yes,1024
96.42857143,96.42857143,441.5714286,441.5714286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,27,0,0,0,27,0,27,0,27,0,0,0,27,27,27,27,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,456,NA,150628,NA,NA,456,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,198734,154286,NA,NA,183264,3622,NA,NA,199828,3647,NA,NA,199941,200399,199816,199941,FlankerTask,27,12364,28,yes,1024
96.55172414,96.55172414,437.9655172,437.9655172,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,28,0,0,0,28,0,28,0,28,0,0,0,28,28,28,28,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,337,NA,150628,NA,NA,337,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,200413,154286,NA,NA,183264,3622,NA,NA,201505,3647,NA,NA,201617,201956,201493,201617,FlankerTask,28,12701,29,yes,1024
96.66666667,96.66666667,436.5,436.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,29,0,0,0,29,0,29,0,29,0,0,0,29,29,29,29,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,394,NA,150628,NA,NA,394,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,201970,154286,NA,NA,183264,3622,NA,NA,203062,3647,NA,NA,203175,203571,203049,203174,FlankerTask,29,13095,30,yes,1024
96.77419355,96.77419355,433.9032258,433.9032258,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,30,0,0,0,30,0,30,0,30,0,0,0,30,30,30,30,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,30,30,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,356,NA,150628,NA,NA,356,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,203587,154286,NA,NA,183264,3622,NA,NA,204679,3647,NA,NA,204792,205149,204667,204792,FlankerTask,30,13451,31,yes,1024
96.875,96.875,433.40625,433.40625,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,31,0,0,0,31,0,31,0,31,0,0,0,31,31,31,31,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,31,31,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,418,NA,150628,NA,NA,418,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,205165,154286,NA,NA,183264,3622,NA,NA,206260,3647,NA,NA,206374,206793,206247,206374,FlankerTask,31,13869,32,yes,1024
96.96969697,96.96969697,433.0909091,433.0909091,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,32,0,0,0,32,0,32,0,32,0,0,0,32,32,32,32,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,32,32,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,423,NA,150628,NA,NA,423,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,206808,154286,NA,NA,183264,3622,NA,NA,207899,3647,NA,NA,208011,208435,207887,208011,FlankerTask,32,14292,33,yes,1024
97.05882353,97.05882353,431.4705882,431.4705882,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,33,0,0,0,33,0,33,0,33,0,0,0,33,33,33,33,Wed Sep 25 09:40:22 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 2,no,mono,no,18,no,white,no,yes,768,legacy,33,33,/Users/kaylicolpitts/Desktop/adv quant/lab 2/Kc-subject-4.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,378,NA,150628,NA,NA,378,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,208450,154286,NA,NA,183264,3622,NA,NA,209543,3647,NA,NA,209656,210035,209531,209655,FlankerTask,33,14670,34,yes,1024
