"correct","format","problem","response","response_time","size","subject_nr","truth"
"1","word","eight + five = seventeen","l","1046","large","3","F"
"0","digit","9 + 5 = 16","a","1466","large","3","F"
"1","digit","7 + 3 = 12","l","869","small","3","F"
"0","word","nine + six = fifteen","l","1066","large","3","T"
"0","digit","9 + 8 = 15","a","852","large","3","F"
"0","digit","8 + 6 = 18","a","820","large","3","F"
"1","word","six + five = ten","l","1468","large","3","F"
"1","word","nine + five = eleven","l","2448","large","3","F"
"1","word","six + three = nine","a","1509","small","3","T"
"1","digit","2 + 9 = 11","a","865","small","3","T"
"0","word","eight + nine = sixteen","a","1408","large","3","F"
"1","digit","2 + 3 = 5","a","817","small","3","T"
"0","word","five + three = eight","l","1216","small","3","T"
"1","word","seven + three = fourteen","l","1437","small","3","F"
"1","word","eight + two = ten","a","1340","small","3","T"
"1","digit","9 + 6 = 11","l","857","large","3","F"
"1","word","two + four = six","a","1055","small","3","T"
"1","digit","5 + 8 = 13","a","836","large","3","T"
"1","digit","6 + 5 = 14","l","2036","large","3","F"
"1","digit","4 + 2 = 6","a","744","small","3","T"
"1","digit","6 + 7 = 13","a","1072","large","3","T"
"1","digit","3 + 8 = 10","l","943","small","3","F"
"0","word","four + nine = thirteen","l","1396","large","3","T"
"1","digit","7 + 9 = 16","a","2051","large","3","T"
"1","word","five + five = eight","l","1080","small","3","F"
"1","digit","5 + 3 = 4","l","1073","small","3","F"
"1","digit","2 + 5 = 11","l","856","small","3","F"
"1","word","eight + eight = eighteen","l","1149","large","3","F"
"1","digit","3 + 4 = 7","a","806","small","3","T"
"1","word","six + six = nine","l","1084","large","3","F"
"1","digit","4 + 9 = 13","a","977","large","3","T"
"0","word","seven + six = thirteen","l","1892","large","3","T"
"1","word","nine + nine = fifteen","l","1061","large","3","F"
"1","word","three + nine = twelve","a","1525","large","3","T"
"1","word","six + four = nine","l","2131","small","3","F"
"0","word","seven + five = fourteen","a","840","large","3","F"
"1","word","seven + seven = fourteen","a","1163","large","3","T"
"1","word","three + two = seven","l","1348","small","3","F"
"1","digit","5 + 4 = 9","a","781","small","3","T"
"1","digit","2 + 2 = 6","l","928","small","3","F"
"1","digit","5 + 5 = 8","l","734","small","3","F"
"1","word","four + eight = twelve","a","2150","large","3","T"
"1","digit","6 + 6 = 12","a","569","large","3","T"
"1","word","two + two = four","a","752","small","3","T"
"1","word","two + six = five","l","1340","small","3","F"
"0","word","seven + four = twelve","a","1244","large","3","F"
"1","word","five + two = four","l","1760","small","3","F"
"0","digit","7 + 4 = 13","a","760","large","3","F"
"1","word","three + four = six","l","1302","small","3","F"
"0","word","seven + nine = sixteen","l","1400","large","3","T"
"1","digit","9 + 9 = 17","l","930","large","3","F"
"1","word","seven + two = nine","a","1345","small","3","T"
"1","digit","2 + 8 = 10","a","581","small","3","T"
"0","word","two + nine = eleven","l","1364","small","3","T"
"1","word","four + four = eight","a","829","small","3","T"
"1","digit","8 + 8 = 13","l","929","large","3","F"
"1","digit","5 + 7 = 12","a","1015","large","3","T"
"1","digit","3 + 9 = 12","a","786","large","3","T"
"1","digit","4 + 4 = 9","l","807","small","3","F"
"1","word","three + eight = twelve","l","1646","small","3","F"
"1","word","four + five = thirteen","l","1187","small","3","F"
"1","digit","3 + 3 = 6","a","642","small","3","T"
"1","digit","6 + 4 = 10","a","911","small","3","T"
"1","digit","7 + 8 = 15","a","1033","large","3","T"
"1","word","six + eight = fourteen","a","833","large","3","T"
"1","digit","4 + 8 = 11","l","1184","large","3","F"
"1","word","eight + seven = fifteen","a","981","large","3","T"
"1","word","three + three = six","a","770","small","3","T"
"1","digit","2 + 7 = 9","a","718","small","3","T"
"1","digit","6 + 2 = 5","l","1010","small","3","F"
"1","digit","3 + 6 = 7","l","2086","small","3","F"
"1","digit","7 + 7 = 14","a","850","large","3","T"
"1","digit","3 + 2 = 4","l","902","small","3","F"
"1","word","six + nine = fourteen","l","1217","large","3","F"
"0","word","two + nine = ten","a","2210","small","3","F"
"1","digit","5 + 4 = 11","l","3090","small","3","F"
"1","digit","7 + 4 = 11","a","696","large","3","T"
"1","digit","8 + 4 = 12","a","843","large","3","T"
"1","word","nine + nine = eighteen","a","885","large","3","T"
