correct,format,problem,response,response_time,size,subject_nr,truth
1,word,three + eight = twelve,l,3213,small,1,F
1,digit,2 + 9 = 11,a,1450,small,1,T
1,word,six + five = ten,l,2397,large,1,F
1,word,three + four = six,l,2080,small,1,F
1,word,seven + nine = sixteen,a,3249,large,1,T
1,word,two + nine = eleven,a,1490,small,1,T
1,digit,8 + 6 = 18,l,2416,large,1,F
1,digit,9 + 5 = 16,l,1477,large,1,F
1,word,two + two = four,a,1418,small,1,T
0,digit,4 + 9 = 13,l,1140,large,1,T
1,word,four + four = eight,a,1245,small,1,T
1,word,three + nine = twelve,a,2075,large,1,T
1,digit,5 + 4 = 9,a,1114,small,1,T
1,digit,9 + 6 = 11,l,1351,large,1,F
1,digit,6 + 4 = 10,a,1023,small,1,T
1,word,eight + two = ten,a,1574,small,1,T
1,word,eight + eight = eighteen,l,3327,large,1,F
0,digit,7 + 4 = 13,a,2673,large,1,F
1,digit,9 + 8 = 15,l,1949,large,1,F
1,word,six + eight = fourteen,a,2021,large,1,T
1,word,seven + five = fourteen,l,2339,large,1,F
1,digit,7 + 3 = 12,l,3018,small,1,F
1,word,seven + six = thirteen,a,3315,large,1,T
1,word,five + two = four,l,1887,small,1,F
1,digit,7 + 7 = 14,a,1131,large,1,T
1,digit,2 + 7 = 9,a,1105,small,1,T
1,digit,8 + 8 = 13,l,1232,large,1,F
1,digit,3 + 9 = 12,a,1825,large,1,T
1,word,four + five = thirteen,l,1865,small,1,F
1,word,nine + five = eleven,l,1464,large,1,F
1,digit,2 + 8 = 10,a,1046,small,1,T
1,word,two + six = five,l,1595,small,1,F
1,word,seven + three = fourteen,l,1709,small,1,F
1,digit,3 + 8 = 10,l,1505,small,1,F
1,word,two + four = six,a,1227,small,1,T
1,digit,3 + 6 = 7,l,1325,small,1,F
0,word,eight + seven = fifteen,l,3794,large,1,T
1,word,five + three = eight,a,1755,small,1,T
1,word,three + three = six,a,1474,small,1,T
1,word,four + eight = twelve,a,1832,large,1,T
1,word,nine + nine = fifteen,l,1489,large,1,F
1,word,six + four = nine,l,1819,small,1,F
1,word,eight + five = seventeen,l,1806,large,1,F
1,digit,5 + 3 = 4,l,1452,small,1,F
1,digit,2 + 2 = 6,l,1190,small,1,F
1,word,nine + six = fifteen,a,1482,large,1,T
1,digit,3 + 3 = 6,a,966,small,1,T
1,digit,6 + 2 = 5,l,1097,small,1,F
1,digit,2 + 3 = 5,a,1047,small,1,T
1,word,seven + two = nine,a,1761,small,1,T
0,word,five + five = eight,a,2009,small,1,F
1,digit,6 + 6 = 12,a,1065,large,1,T
1,digit,7 + 8 = 15,a,2412,large,1,T
1,digit,6 + 5 = 14,l,3311,large,1,F
1,word,six + six = nine,l,1403,large,1,F
1,digit,4 + 4 = 9,l,1190,small,1,F
1,word,seven + four = twelve,l,5021,large,1,F
1,digit,4 + 8 = 11,l,1552,large,1,F
1,digit,9 + 9 = 17,l,921,large,1,F
1,digit,6 + 7 = 13,a,1389,large,1,T
1,digit,2 + 5 = 11,l,1097,small,1,F
1,word,eight + nine = sixteen,l,1925,large,1,F
1,digit,4 + 2 = 6,a,941,small,1,T
0,word,four + nine = thirteen,l,1434,large,1,T
1,digit,5 + 5 = 8,l,1141,small,1,F
1,word,three + two = seven,l,1773,small,1,F
1,word,six + three = nine,a,2245,small,1,T
0,digit,5 + 7 = 12,l,1501,large,1,T
1,word,seven + seven = fourteen,a,1353,large,1,T
1,digit,5 + 8 = 13,a,1751,large,1,T
1,digit,7 + 9 = 16,a,1586,large,1,T
1,digit,3 + 4 = 7,a,1054,small,1,T
1,digit,4 + 2 = 5,l,3372,small,1,F
1,digit,7 + 4 = 11,a,1725,large,1,T
1,digit,7 + 9 = 13,l,2223,large,1,F
1,word,five + four = nine,a,2133,small,1,T
1,word,eight + three = eleven,a,2515,small,1,T
0,digit,9 + 9 = 18,l,1103,large,1,T
1,word,three + nine = eleven,l,4579,large,1,F
1,digit,2 + 9 = 8,l,1590,small,1,F
1,digit,5 + 4 = 11,l,2678,small,1,F
1,digit,4 + 3 = 9,l,1324,small,1,F
1,word,six + two = eight,a,1120,small,1,T
0,word,seven + seven = fifteen,a,1035,large,1,F
1,digit,9 + 8 = 17,a,1535,large,1,T
1,word,seven + nine = eighteen,l,2691,large,1,F
1,word,six + nine = fourteen,l,4090,large,1,F
1,digit,5 + 5 = 10,a,908,small,1,T
1,digit,8 + 7 = 12,l,2079,large,1,F
1,word,four + three = seven,a,1955,small,1,T
1,word,eight + six = seventeen,l,2647,large,1,F
1,word,seven + six = twelve,l,2192,large,1,F
1,word,five + five = ten,a,1612,small,1,T
1,word,seven + four = eleven,a,2010,large,1,T
1,digit,2 + 8 = 7,l,1163,small,1,F
1,word,seven + eight = thirteen,l,2060,large,1,F
1,word,three + three = four,l,1516,small,1,F
1,digit,4 + 9 = 16,l,1275,large,1,F
1,word,six + four = ten,a,1640,small,1,T
1,digit,6 + 9 = 15,a,1027,large,1,T
0,word,three + six = seven,a,1552,small,1,F
1,word,two + eight = eleven,l,1661,small,1,F
1,digit,3 + 3 = 7,l,1294,small,1,F
1,digit,8 + 6 = 14,a,1949,large,1,T
1,digit,5 + 8 = 17,l,1223,large,1,F
1,word,two + four = nine,l,1344,small,1,F
1,digit,6 + 2 = 8,a,934,small,1,T
1,word,three + two = five,a,1528,small,1,T
1,digit,8 + 8 = 16,a,977,large,1,T
1,word,four + eight = nine,l,1591,large,1,F
0,word,five + seven = twelve,l,1974,large,1,T
1,digit,3 + 9 = 10,l,1258,large,1,F
1,digit,6 + 5 = 11,a,2196,large,1,T
1,word,four + nine = sixteen,l,1479,large,1,F
1,digit,5 + 7 = 11,l,2471,large,1,F
1,digit,4 + 4 = 8,a,884,small,1,T
0,word,nine + five = fourteen,l,1441,large,1,T
1,word,six + six = twelve,a,955,large,1,T
1,word,eight + nine = seventeen,a,1823,large,1,T
1,word,eight + eight = sixteen,a,1360,large,1,T
1,digit,7 + 7 = 18,l,1161,large,1,F
1,word,three + seven = ten,a,2280,small,1,T
1,digit,6 + 6 = 15,l,2221,large,1,F
1,digit,8 + 3 = 11,a,1919,small,1,T
1,word,four + four = six,l,1623,small,1,F
1,digit,5 + 2 = 7,a,1071,small,1,T
1,digit,3 + 2 = 4,l,1591,small,1,F
1,word,two + five = seven,a,1390,small,1,T
0,word,two + nine = ten,a,1532,small,1,F
1,word,three + five = twelve,l,1845,small,1,F
1,digit,7 + 2 = 6,l,1464,small,1,F
1,word,six + five = eleven,a,2245,large,1,T
1,word,nine + nine = eighteen,a,1008,large,1,T
1,digit,3 + 6 = 9,a,897,small,1,T
0,digit,6 + 7 = 14,a,1176,large,1,F
0,word,five + eight = thirteen,l,2768,large,1,T
1,digit,3 + 5 = 8,a,1087,small,1,T
1,word,two + two = five,l,1210,small,1,F
1,digit,4 + 6 = 13,l,1140,small,1,F
1,digit,8 + 4 = 12,a,1157,large,1,T
1,digit,3 + 7 = 10,a,846,small,1,T
1,digit,2 + 2 = 4,a,816,small,1,T
1,word,two + seven = eight,l,1567,small,1,F
1,digit,9 + 5 = 14,a,1545,large,1,T
1,digit,6 + 6 = 12,a,1101,large,1,T
1,digit,6 + 7 = 13,a,1119,large,1,T
1,word,seven + seven = fourteen,a,1029,large,1,T
1,digit,6 + 9 = 12,l,1162,large,1,F
1,digit,5 + 4 = 9,a,985,small,1,T
1,digit,5 + 8 = 13,a,3217,large,1,T
1,word,eight + four = twelve,a,1607,large,1,T
1,digit,2 + 7 = 9,a,859,small,1,T
1,word,two + eight = ten,a,1350,small,1,T
1,digit,3 + 8 = 9,l,1516,small,1,F
1,word,five + eight = fifteen,l,1824,large,1,F
1,word,three + seven = twelve,l,1774,small,1,F
1,digit,5 + 6 = 13,l,1345,large,1,F
1,digit,3 + 3 = 6,a,1060,small,1,T
1,word,three + four = five,l,1795,small,1,F
1,word,two + five = six,l,1364,small,1,F
1,word,seven + eight = fifteen,a,2125,large,1,T
1,word,six + three = nine,a,1819,small,1,T
1,word,three + nine = twelve,a,1965,large,1,T
1,digit,2 + 2 = 5,l,1324,small,1,F
1,digit,8 + 8 = 15,l,1523,large,1,F
1,word,nine + eight = eighteen,l,1810,large,1,F
1,digit,9 + 2 = 11,a,1357,small,1,T
1,digit,7 + 3 = 6,l,1020,small,1,F
1,digit,7 + 7 = 14,a,895,large,1,T
1,word,eight + three = seven,l,2538,small,1,F
1,word,eight + eight = thirteen,l,1589,large,1,F
1,digit,8 + 7 = 15,a,1201,large,1,T
1,word,two + two = four,a,876,small,1,T
1,digit,9 + 5 = 18,l,1062,large,1,F
1,digit,4 + 2 = 6,a,883,small,1,T
1,word,nine + four = thirteen,a,1598,large,1,T
1,word,two + nine = eleven,a,1415,small,1,T
1,digit,4 + 9 = 13,a,879,large,1,T
1,digit,9 + 8 = 14,l,949,large,1,F
1,word,six + eight = fourteen,a,1923,large,1,T
0,digit,7 + 9 = 16,l,1488,large,1,T
1,word,five + seven = sixteen,l,2134,large,1,F
1,word,six + nine = fifteen,a,1404,large,1,T
1,word,three + three = six,a,1710,small,1,T
1,word,two + three = four,l,1590,small,1,F
1,word,six + five = fourteen,l,1422,large,1,F
1,word,six + four = eight,l,1302,small,1,F
1,digit,2 + 5 = 4,l,1002,small,1,F
0,digit,7 + 4 = 12,a,1732,large,1,F
1,word,two + seven = nine,a,1396,small,1,T
1,digit,4 + 6 = 10,a,799,small,1,T
1,word,nine + nine = seventeen,l,1421,large,1,F
1,digit,3 + 6 = 8,l,953,small,1,F
1,digit,9 + 9 = 16,l,1325,large,1,F
