correct,format,problem,response,response_time,size,subject_nr,truth
1,word,seven + two = nine,a,1926,small,2,T
1,digit,5 + 8 = 13,a,1067,large,2,T
1,word,six + six = nine,l,1200,large,2,F
1,digit,2 + 9 = 11,a,901,small,2,T
1,word,seven + three = fourteen,l,1347,small,2,F
1,digit,7 + 4 = 13,l,1170,large,2,F
1,digit,7 + 9 = 16,a,1301,large,2,T
1,word,four + four = eight,a,954,small,2,T
1,word,three + four = six,l,1597,small,2,F
1,digit,2 + 8 = 10,a,719,small,2,T
1,word,two + six = five,l,1578,small,2,F
1,digit,3 + 6 = 7,l,959,small,2,F
1,digit,4 + 2 = 6,a,707,small,2,T
1,word,six + five = ten,l,1756,large,2,F
1,word,six + three = nine,a,1010,small,2,T
1,digit,3 + 9 = 12,a,850,large,2,T
1,word,six + four = nine,l,1308,small,2,F
1,word,eight + two = ten,a,1277,small,2,T
1,digit,2 + 5 = 11,l,751,small,2,F
1,digit,6 + 4 = 10,a,813,small,2,T
1,digit,8 + 6 = 18,l,759,large,2,F
1,word,two + two = four,a,1237,small,2,T
1,digit,7 + 7 = 14,a,776,large,2,T
1,digit,5 + 3 = 4,l,766,small,2,F
1,word,three + two = seven,l,1178,small,2,F
1,digit,5 + 7 = 12,a,761,large,2,T
1,digit,4 + 4 = 9,l,711,small,2,F
0,word,nine + six = fifteen,l,1247,large,2,T
1,digit,6 + 7 = 13,a,968,large,2,T
1,word,four + nine = thirteen,a,1538,large,2,T
1,word,two + four = six,a,1416,small,2,T
0,word,eight + nine = sixteen,a,1309,large,2,F
1,word,three + three = six,a,1482,small,2,T
0,word,seven + nine = sixteen,l,1619,large,2,T
1,digit,4 + 8 = 11,l,990,large,2,F
1,word,seven + six = thirteen,a,1566,large,2,T
1,digit,9 + 8 = 15,l,968,large,2,F
1,word,seven + seven = fourteen,a,1026,large,2,T
1,word,three + nine = twelve,a,1484,large,2,T
1,word,three + eight = twelve,l,2018,small,2,F
1,digit,9 + 6 = 11,l,1090,large,2,F
1,digit,6 + 6 = 12,a,631,large,2,T
1,digit,3 + 3 = 6,a,590,small,2,T
1,word,four + eight = twelve,a,1263,large,2,T
1,digit,5 + 4 = 9,a,640,small,2,T
0,word,six + eight = fourteen,l,1665,large,2,T
1,digit,7 + 8 = 15,a,1083,large,2,T
1,word,nine + nine = fifteen,l,1179,large,2,F
1,word,four + five = thirteen,l,1696,small,2,F
1,digit,9 + 9 = 17,l,762,large,2,F
1,word,seven + five = fourteen,l,1372,large,2,F
1,digit,6 + 5 = 14,l,894,large,2,F
1,digit,5 + 5 = 8,l,960,small,2,F
1,digit,8 + 8 = 13,l,713,large,2,F
1,digit,2 + 3 = 5,a,969,small,2,T
1,digit,3 + 8 = 10,l,1012,small,2,F
1,word,seven + four = twelve,l,1705,large,2,F
1,word,five + five = eight,l,1158,small,2,F
1,digit,2 + 2 = 6,l,756,small,2,F
1,digit,6 + 2 = 5,l,839,small,2,F
0,word,eight + seven = fifteen,l,1397,large,2,T
1,digit,7 + 3 = 12,l,954,small,2,F
0,digit,3 + 4 = 7,l,978,small,2,T
1,digit,2 + 7 = 9,a,895,small,2,T
1,word,two + nine = eleven,a,1505,small,2,T
1,word,five + two = four,l,1692,small,2,F
1,word,eight + five = seventeen,l,1751,large,2,F
1,digit,9 + 5 = 16,l,1211,large,2,F
1,word,nine + five = eleven,l,1544,large,2,F
1,word,five + three = eight,a,1337,small,2,T
1,digit,4 + 9 = 13,a,1317,large,2,T
1,word,eight + eight = eighteen,l,1450,large,2,F
1,digit,5 + 7 = 11,l,918,large,2,F
1,digit,8 + 6 = 14,a,958,large,2,T
1,word,four + three = seven,a,1168,small,2,T
0,word,six + four = ten,l,1495,small,2,T
1,word,six + two = eight,a,1299,small,2,T
1,digit,6 + 6 = 15,l,798,large,2,F
1,word,nine + nine = eighteen,a,1085,large,2,T
1,word,two + five = seven,a,1344,small,2,T
