acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboardresponse,correct_response,count_Block1,count_Block2,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_block3,count_errorFeedback,count_experiment,count_faster,count_getting_started,count_keyboardresponse,count_logger,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboardresponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboardresponse,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_block3,time_errorFeedback,time_experiment,time_faster,time_getting_started,time_keyboardresponse,time_logger,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
96.55172414,96.55172414,744.2758621,744.2758621,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,28,28,0,0,0,28,28,0,28,0,28,NA,28,28,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,28,28,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,512,NA,26649,NA,NA,512,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,85621,84518,2544,NA,NA,85619,85725,NA,35474,2541,NA,NA,85725,86238,NA,Lab 2.1 Test Flanker Task,28,21584,29,yes,1024
96.66666667,96.66666667,741.7666667,741.7666667,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,29,29,0,0,0,29,29,0,29,0,29,NA,29,29,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,29,29,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,669,NA,26649,NA,NA,669,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,87392,86288,2544,NA,NA,87390,87496,NA,35474,2541,NA,NA,87496,88166,NA,Lab 2.1 Test Flanker Task,29,22253,30,yes,1024
93.5483871,93.5483871,742.2580645,742.2580645,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,30,30,0,0,0,30,30,0,30,0,30,NA,30,30,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,30,30,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,757,NA,26649,NA,NA,757,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,89312,88217,2544,NA,NA,89310,89417,NA,35474,2541,NA,NA,89417,90175,NA,Lab 2.1 Test Flanker Task,29,23010,31,yes,1024
93.75,93.75,750.46875,750.46875,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,31,31,0,0,0,31,31,0,31,0,31,NA,31,31,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,31,31,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,1005,NA,26649,NA,NA,1005,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,91861,90762,2544,NA,NA,91859,91965,NA,90255,2541,NA,NA,91965,92971,NA,Lab 2.1 Test Flanker Task,30,24015,32,yes,1024
93.93939394,93.93939394,744.4242424,744.4242424,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,32,32,0,0,0,32,32,0,32,0,32,NA,32,32,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,32,32,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,551,NA,26649,NA,NA,551,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,94113,93018,2544,NA,NA,94111,94217,NA,90255,2541,NA,NA,94218,94770,NA,Lab 2.1 Test Flanker Task,31,24566,33,yes,1024
94.11764706,94.11764706,736.7647059,736.7647059,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,33,33,0,0,0,33,33,0,33,0,33,NA,33,33,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,33,33,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,484,NA,26649,NA,NA,484,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,95917,94818,2544,NA,NA,95915,96023,NA,90255,2541,NA,NA,96023,96508,NA,Lab 2.1 Test Flanker Task,32,25050,34,yes,1024
94.28571429,94.28571429,736.2285714,736.2285714,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,34,34,0,0,0,34,34,0,34,0,34,NA,34,34,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,34,34,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,718,NA,26649,NA,NA,718,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,97637,96551,2544,NA,NA,97635,97742,NA,90255,2541,NA,NA,97742,98461,NA,Lab 2.1 Test Flanker Task,33,25768,35,yes,1024
94.44444444,94.44444444,741.3333333,741.3333333,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,35,35,0,0,0,35,35,0,35,0,35,NA,35,35,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,35,35,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,920,NA,26649,NA,NA,920,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,99591,98506,2544,NA,NA,99589,99696,NA,90255,2541,NA,NA,99696,100616,NA,Lab 2.1 Test Flanker Task,34,26688,36,yes,1024
94.59459459,94.59459459,743.8108108,743.8108108,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,36,36,0,0,0,36,36,0,36,0,36,NA,36,36,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,36,36,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,833,NA,26649,NA,NA,833,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,101766,100662,2544,NA,NA,101764,101871,NA,90255,2541,NA,NA,101871,102704,NA,Lab 2.1 Test Flanker Task,35,27521,37,yes,1024
94.73684211,94.73684211,739.2368421,739.2368421,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,37,37,0,0,0,37,37,0,37,0,37,NA,37,37,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,37,37,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,570,NA,26649,NA,NA,570,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,103867,102756,2544,NA,NA,103865,103972,NA,90255,2541,NA,NA,103972,104543,NA,Lab 2.1 Test Flanker Task,36,28091,38,yes,1024
94.87179487,94.87179487,741.4615385,741.4615385,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,38,38,0,0,0,38,38,0,38,0,38,NA,38,38,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,38,38,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,826,NA,26649,NA,NA,826,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,105670,104573,2544,NA,NA,105667,105775,NA,90255,2541,NA,NA,105775,106601,NA,Lab 2.1 Test Flanker Task,37,28917,39,yes,1024
95,95,734.775,734.775,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,39,39,0,0,0,39,39,0,39,0,39,NA,39,39,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,39,39,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,474,NA,26649,NA,NA,474,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,107759,106654,2544,NA,NA,107757,107863,NA,90255,2541,NA,NA,107863,108338,NA,Lab 2.1 Test Flanker Task,38,29391,40,yes,1024
95.12195122,95.12195122,730.804878,730.804878,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,40,40,0,0,0,40,40,0,40,0,40,NA,40,40,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,40,40,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,572,NA,26649,NA,NA,572,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,109477,108385,2544,NA,NA,109475,109582,NA,90255,2541,NA,NA,109583,110156,NA,Lab 2.1 Test Flanker Task,39,29963,41,yes,1024
95.23809524,95.23809524,739.4285714,739.4285714,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,41,41,0,0,0,41,41,0,41,0,41,NA,41,41,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,41,41,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,1093,NA,26649,NA,NA,1093,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,111305,110207,2544,NA,NA,111303,111409,NA,90255,2541,NA,NA,111409,112503,NA,Lab 2.1 Test Flanker Task,40,31056,42,yes,1024
95.34883721,95.34883721,736.8604651,736.8604651,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,42,42,0,0,0,42,42,0,42,0,42,NA,42,42,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,42,42,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,629,NA,26649,NA,NA,629,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,113645,112552,2544,NA,NA,113643,113750,NA,90255,2541,NA,NA,113750,114380,NA,Lab 2.1 Test Flanker Task,41,31685,43,yes,1024
95.45454545,95.45454545,732.6363636,732.6363636,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,43,43,0,0,0,43,43,0,43,0,43,NA,43,43,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,43,43,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,551,NA,26649,NA,NA,551,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,115547,114455,2544,NA,NA,115544,115651,NA,90255,2541,NA,NA,115651,116203,NA,Lab 2.1 Test Flanker Task,42,32236,44,yes,1024
95.55555556,95.55555556,734.4222222,734.4222222,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,44,44,0,0,0,44,44,0,44,0,44,NA,44,44,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,44,44,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,813,NA,26649,NA,NA,813,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,117342,116256,2544,NA,NA,117340,117446,NA,90255,2541,NA,NA,117446,118259,NA,Lab 2.1 Test Flanker Task,43,33049,45,yes,1024
95.65217391,95.65217391,732.0869565,732.0869565,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,45,45,0,0,0,45,45,0,45,0,45,NA,45,45,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,45,45,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,627,NA,26649,NA,NA,627,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,119404,118308,2544,NA,NA,119402,119508,NA,90255,2541,NA,NA,119508,120136,NA,Lab 2.1 Test Flanker Task,44,33676,46,yes,1024
95.74468085,95.74468085,735.3404255,735.3404255,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,46,46,0,0,0,46,46,0,46,0,46,NA,46,46,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,46,46,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,885,NA,26649,NA,NA,885,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,121245,120152,2544,NA,NA,121242,121349,NA,90255,2541,NA,NA,121349,122234,NA,Lab 2.1 Test Flanker Task,45,34561,47,yes,1024
95.83333333,95.83333333,740.75,740.75,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,47,47,0,0,0,47,47,0,47,0,47,NA,47,47,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,47,47,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,995,NA,26649,NA,NA,995,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,123378,122289,2544,NA,NA,123376,123483,NA,90255,2541,NA,NA,123483,124478,NA,Lab 2.1 Test Flanker Task,46,35556,48,yes,1024
95.91836735,95.91836735,738.4693878,738.4693878,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,48,48,0,0,0,48,48,0,48,0,48,NA,48,48,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,48,48,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,629,NA,26649,NA,NA,629,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,125642,124536,2544,NA,NA,125640,125747,NA,90255,2541,NA,NA,125748,126377,NA,Lab 2.1 Test Flanker Task,47,36185,49,yes,1024
96,96,736.98,736.98,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,49,49,0,0,0,49,49,0,49,0,49,NA,49,49,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,49,49,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,664,NA,26649,NA,NA,664,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,127533,126434,2544,NA,NA,127530,127637,NA,90255,2541,NA,NA,127637,128302,NA,Lab 2.1 Test Flanker Task,48,36849,50,yes,1024
96.07843137,96.07843137,733.6470588,733.6470588,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,50,50,0,0,0,50,50,0,50,0,50,NA,50,50,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,50,50,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,567,NA,26649,NA,NA,567,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,129452,128352,2544,NA,NA,129450,129556,NA,90255,2541,NA,NA,129556,130124,NA,Lab 2.1 Test Flanker Task,49,37416,51,yes,1024
96.15384615,96.15384615,729.0384615,729.0384615,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,51,51,0,0,0,51,51,0,51,0,51,NA,51,51,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,51,51,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,494,NA,26649,NA,NA,494,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,131263,130175,2544,NA,NA,131261,131367,NA,90255,2541,NA,NA,131368,131863,NA,Lab 2.1 Test Flanker Task,50,37910,52,yes,1024
96.22641509,96.22641509,730.8113208,730.8113208,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,52,52,0,0,0,52,52,0,52,0,52,NA,52,52,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,52,52,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,823,NA,26649,NA,NA,823,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,132989,131886,2544,NA,NA,132987,133091,NA,90255,2541,NA,NA,133091,133914,NA,Lab 2.1 Test Flanker Task,51,38733,53,yes,1024
96.2962963,96.2962963,731.9074074,731.9074074,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,53,53,0,0,0,53,53,0,53,0,53,NA,53,53,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,53,53,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,790,NA,26649,NA,NA,790,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,135064,133968,2544,NA,NA,135062,135168,NA,90255,2541,NA,NA,135168,135959,NA,Lab 2.1 Test Flanker Task,52,39523,54,yes,1024
96.36363636,96.36363636,729.8909091,729.8909091,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,54,54,0,0,0,54,54,0,54,0,54,NA,54,54,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,54,54,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,621,NA,26649,NA,NA,621,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,29194,NA,NA,137087,136000,2544,NA,NA,137085,137192,NA,90255,2541,NA,NA,137192,137814,NA,Lab 2.1 Test Flanker Task,53,40144,55,yes,1024
96.42857143,96.42857143,727.875,727.875,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,55,55,0,0,0,55,55,0,55,0,55,NA,55,55,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,55,55,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,617,NA,26649,NA,NA,617,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,29194,NA,NA,138935,137842,2544,NA,NA,138933,139039,NA,90255,2541,NA,NA,139040,139658,NA,Lab 2.1 Test Flanker Task,54,40761,56,yes,1024
96.49122807,96.49122807,725.0877193,725.0877193,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,56,56,0,0,0,56,56,0,56,0,56,NA,56,56,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,56,56,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,569,NA,26649,NA,NA,569,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,29194,NA,NA,140800,139711,2544,NA,NA,140798,140904,NA,90255,2541,NA,NA,140904,141473,NA,Lab 2.1 Test Flanker Task,55,41330,57,yes,1024
96.55172414,96.55172414,723.0344828,723.0344828,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,57,57,0,0,0,57,57,0,57,0,57,NA,57,57,NA,9/25/2021 19:37,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,57,57,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-2.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,606,NA,26649,NA,NA,606,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,29194,NA,NA,142622,141523,2544,NA,NA,142620,142725,NA,90255,2541,NA,NA,142725,143332,NA,Lab 2.1 Test Flanker Task,56,41936,58,yes,1024
