"Stimulus","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","new_column_1","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"NA","80.95238095238095","80.95238095238095","505.0952380952381","505.0952380952381","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","20","20","0","20","0","20","0","0","0","20","20","20","20","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","394","NA","30023","NA","NA","394","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","33777","NA","NA","70056","52194","3748","NA","NA","71176","3753","NA","NA","71281","71675","71173","71280","Flanker Task","17","10607","21","yes","1024"
"NA","81.81818181818181","81.81818181818181","500.45454545454544","500.45454545454544","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","21","21","0","21","0","21","0","0","0","21","21","21","21","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","403","NA","30023","NA","NA","403","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","33777","NA","NA","71681","52194","3748","NA","NA","72807","3753","NA","NA","72911","73314","72805","72911","Flanker Task","18","11010","22","yes","1024"
"NA","82.6086956521739","82.6086956521739","497.4347826086956","497.4347826086956","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","22","22","0","22","0","22","0","0","0","22","22","22","22","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","431","NA","30023","NA","NA","431","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","33777","NA","NA","73320","52194","3748","NA","NA","74473","3753","NA","NA","74577","75008","74470","74577","Flanker Task","19","11441","23","yes","1024"
"NA","83.33333333333333","83.33333333333333","498.2916666666667","498.2916666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","23","23","0","23","0","23","0","0","0","23","23","23","23","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","518","NA","30023","NA","NA","518","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","33777","NA","NA","75015","52194","3748","NA","NA","76174","3753","NA","NA","76278","76796","76170","76278","Flanker Task","20","11959","24","yes","1024"
"NA","84","84","495.72","495.72","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","24","24","0","24","0","24","0","0","0","24","24","24","24","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","434","NA","30023","NA","NA","434","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","33777","NA","NA","76803","52194","3748","NA","NA","77938","3753","NA","NA","78042","78477","77935","78042","Flanker Task","21","12393","25","yes","1024"
"NA","84.61538461538461","84.61538461538461","491.11538461538464","491.11538461538464","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","25","25","0","25","0","25","0","0","0","25","25","25","25","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","376","NA","30023","NA","NA","376","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","33777","NA","NA","78483","52194","3748","NA","NA","79617","3753","NA","NA","79722","80099","79615","79721","Flanker Task","22","12769","26","yes","1024"
"NA","85.18518518518519","85.18518518518519","487.037037037037","487.037037037037","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","26","26","0","26","0","26","0","0","0","26","26","26","26","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","381","NA","30023","NA","NA","381","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","33777","NA","NA","80103","52194","3748","NA","NA","81227","3753","NA","NA","81332","81713","81225","81332","Flanker Task","23","13150","27","yes","1024"
"NA","85.71428571428571","85.71428571428571","486.82142857142856","486.82142857142856","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","27","27","0","27","0","27","0","0","0","27","27","27","27","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","481","NA","30023","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","33777","NA","NA","81720","52194","3748","NA","NA","82878","3753","NA","NA","82983","83465","82875","82982","Flanker Task","24","13631","28","yes","1024"
"NA","86.20689655172414","86.20689655172414","483.55172413793105","483.55172413793105","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","28","28","0","28","0","28","0","0","0","28","28","28","28","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","392","NA","30023","NA","NA","392","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","33777","NA","NA","83471","52194","3748","NA","NA","84618","3753","NA","NA","84723","85116","84616","84722","Flanker Task","25","14023","29","yes","1024"
"NA","83.33333333333333","83.33333333333333","478.96666666666664","478.96666666666664","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","29","29","0","29","0","29","0","0","0","29","29","29","29","Sat Sep 25 19:36:51 2021","1500","Flanker Task","yes","Flanker Task.osexp","C:\Users\rayra\Documents","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/rayra/Documents/subject-3.csv","legacy","NA","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","346","NA","30023","NA","NA","346","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","33777","NA","NA","85124","52194","3748","NA","NA","86276","3753","NA","NA","86380","86727","86274","86380","Flanker Task","25","14369","30","yes","1024"
