condition,deadline,Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_errorFeedback,count_experiment,count_faster,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_errorFeedback,time_experiment,time_faster,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
Congruent,1500,SSSSS,97.2972973,97.2972973,570.0810811,570.0810811,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,36,36,0,0,0,36,36,36,0,36,36,36,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,36,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,580,NA,33139,NA,NA,580,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,101123,100059,4652,NA,NA,101120,101225,59011,4613,NA,101225,101805,Flanker Task,36,21093,37,yes,1024
Congruent,1500,HHHHH,97.36842105,97.36842105,566.5,566.5,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,37,37,0,0,0,37,37,37,0,37,37,37,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,37,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,434,NA,33139,NA,NA,434,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,102875,101810,4652,NA,NA,102872,102977,59011,4613,NA,102977,103411,Flanker Task,37,21527,38,yes,1024
Congruent,1500,HHHHH,97.43589744,97.43589744,561.4615385,561.4615385,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,38,38,0,0,0,38,38,38,0,38,38,38,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,38,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,370,NA,33139,NA,NA,370,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,104479,103416,4652,NA,NA,104477,104582,59011,4613,NA,104582,104953,Flanker Task,38,21897,39,yes,1024
Incongruent,1500,HHSHH,97.5,97.5,564.375,564.375,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,39,39,0,0,0,39,39,39,0,39,39,39,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,39,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,678,NA,33139,NA,NA,678,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,106021,104958,4652,NA,NA,106018,106123,59011,4613,NA,106123,106801,Flanker Task,39,22575,40,yes,1024
Incongruent,1500,SSHSS,97.56097561,97.56097561,563.4146341,563.4146341,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,40,40,0,0,0,40,40,40,0,40,40,40,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,40,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,525,NA,33139,NA,NA,525,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,107870,106806,4652,NA,NA,107867,107972,59011,4613,NA,107972,108498,Flanker Task,40,23100,41,yes,1024
Incongruent,1500,HHSHH,97.61904762,97.61904762,561.0952381,561.0952381,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,41,41,0,0,0,41,41,41,0,41,41,41,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,41,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,466,NA,33139,NA,NA,466,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,109568,108503,4652,NA,NA,109565,109670,59011,4613,NA,109671,110138,Flanker Task,41,23566,42,yes,1024
Congruent,1500,HHHHH,97.6744186,97.6744186,556.6976744,556.6976744,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,42,42,0,0,0,42,42,42,0,42,42,42,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,42,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,372,NA,33139,NA,NA,372,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,111207,110143,4652,NA,NA,111205,111309,59011,4613,NA,111309,111682,Flanker Task,42,23938,43,yes,1024
Congruent,1500,HHHHH,97.72727273,97.72727273,553.9545455,553.9545455,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,43,43,0,0,0,43,43,43,0,43,43,43,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,43,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,436,NA,33139,NA,NA,436,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,112752,111687,4652,NA,NA,112749,112854,59011,4613,NA,112854,113291,Flanker Task,43,24374,44,yes,1024
Congruent,1500,HHHHH,97.77777778,97.77777778,553.0444444,553.0444444,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,44,44,0,0,0,44,44,44,0,44,44,44,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,44,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,513,NA,33139,NA,NA,513,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,114360,113295,4652,NA,NA,114357,114462,59011,4613,NA,114463,114977,Flanker Task,44,24887,45,yes,1024
Incongruent,1500,SSHSS,97.82608696,97.82608696,553.0217391,553.0217391,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,45,45,0,0,0,45,45,45,0,45,45,45,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,45,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,552,NA,33139,NA,NA,552,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,116046,114981,4652,NA,NA,116043,116148,59011,4613,NA,116148,116701,Flanker Task,45,25439,46,yes,1024
Congruent,1500,HHHHH,97.87234043,97.87234043,556.7234043,556.7234043,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,46,46,0,0,0,46,46,46,0,46,46,46,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,46,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,727,NA,33139,NA,NA,727,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,117770,116705,4652,NA,NA,117767,117873,59011,4613,NA,117873,118601,Flanker Task,46,26166,47,yes,1024
Incongruent,1500,HHSHH,95.83333333,95.83333333,558.6458333,558.6458333,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,0,47,47,0,0,0,47,47,47,0,47,47,47,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,47,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,649,NA,33139,NA,NA,649,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,119670,118605,4652,NA,NA,119667,119772,59011,4613,NA,119772,120421,Flanker Task,46,26815,48,yes,1024
Congruent,1500,SSSSS,95.91836735,95.91836735,557.3469388,557.3469388,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,48,48,0,0,0,48,48,48,0,48,48,48,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,48,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,495,NA,33139,NA,NA,495,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,121994,120930,4652,NA,NA,121992,122097,120426,4613,NA,122097,122592,Flanker Task,47,27310,49,yes,1024
Incongruent,1500,HHSHH,96,96,557.12,557.12,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,49,49,0,0,0,49,49,49,0,49,49,49,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,49,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,546,NA,33139,NA,NA,546,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,123662,122597,4652,NA,NA,123659,123765,120426,4613,NA,123765,124311,Flanker Task,48,27856,50,yes,1024
Incongruent,1500,SSHSS,96.07843137,96.07843137,559.0196078,559.0196078,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,50,50,0,0,0,50,50,50,0,50,50,50,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,50,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,654,NA,33139,NA,NA,654,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,125382,124316,4652,NA,NA,125378,125485,120426,4613,NA,125485,126139,Flanker Task,49,28510,51,yes,1024
Incongruent,1500,HHSHH,96.15384615,96.15384615,559.9423077,559.9423077,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,51,51,0,0,0,51,51,51,0,51,51,51,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,51,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,607,NA,33139,NA,NA,607,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,127212,126144,4652,NA,NA,127209,127314,120426,4613,NA,127315,127923,Flanker Task,50,29117,52,yes,1024
Congruent,1500,SSSSS,96.22641509,96.22641509,557.4716981,557.4716981,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,52,52,0,0,0,52,52,52,0,52,52,52,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,52,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,429,NA,33139,NA,NA,429,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,128992,127928,4652,NA,NA,128989,129094,120426,4613,NA,129094,129524,Flanker Task,51,29546,53,yes,1024
Incongruent,1500,SSHSS,96.2962963,96.2962963,556.5,556.5,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,53,53,0,0,0,53,53,53,0,53,53,53,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,53,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,505,NA,33139,NA,NA,505,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,130595,129529,4652,NA,NA,130591,130697,120426,4613,NA,130697,131203,Flanker Task,52,30051,54,yes,1024
Incongruent,1500,HHSHH,96.36363636,96.36363636,554.5272727,554.5272727,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,54,54,0,0,0,54,54,54,0,54,54,54,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,54,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,448,NA,33139,NA,NA,448,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,132274,131208,4652,NA,NA,132270,132376,120426,4613,NA,132376,132825,Flanker Task,53,30499,55,yes,1024
Incongruent,1500,HHSHH,96.42857143,96.42857143,555.8928571,555.8928571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,55,55,0,0,0,55,55,55,0,55,55,55,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,55,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,631,NA,33139,NA,NA,631,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,133895,132830,4652,NA,NA,133892,133997,120426,4613,NA,133998,134630,Flanker Task,54,31130,56,yes,1024
Incongruent,1500,SSHSS,96.49122807,96.49122807,554.4912281,554.4912281,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,56,56,0,0,0,56,56,56,0,56,56,56,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,56,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,476,NA,33139,NA,NA,476,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,135699,134634,4652,NA,NA,135695,135801,120426,4613,NA,135801,136278,Flanker Task,55,31606,57,yes,1024
Congruent,1500,SSSSS,96.55172414,96.55172414,552.9482759,552.9482759,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,57,57,0,0,0,57,57,57,0,57,57,57,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,57,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,465,NA,33139,NA,NA,465,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,137346,136282,4652,NA,NA,137343,137450,120426,4613,NA,137450,137916,Flanker Task,56,32071,58,yes,1024
Congruent,1500,SSSSS,94.91525424,94.91525424,549.0338983,549.0338983,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,0,58,58,0,0,0,58,58,58,0,58,58,58,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,58,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,322,NA,33139,NA,NA,322,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,138985,137920,4652,NA,NA,138983,139088,120426,4613,NA,139088,139411,Flanker Task,56,32393,59,yes,1024
Congruent,1500,SSSSS,95,95,548.2,548.2,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,59,59,0,0,0,59,59,59,0,59,59,59,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,59,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,499,NA,33139,NA,NA,499,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,140984,139919,4652,NA,NA,140980,141086,139416,4613,NA,141086,141586,Flanker Task,57,32892,60,yes,1024
Congruent,1500,HHHHH,95.08196721,95.08196721,547.5901639,547.5901639,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,60,60,0,0,0,60,60,60,0,60,60,60,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,60,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,511,NA,33139,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,142655,141590,4652,NA,NA,142651,142757,139416,4613,NA,142758,143270,Flanker Task,58,33403,61,yes,1024
Incongruent,1500,HHSHH,95.16129032,95.16129032,546.016129,546.016129,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,61,61,0,0,0,61,61,61,0,61,61,61,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,61,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,450,NA,33139,NA,NA,450,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,144341,143275,4652,NA,NA,144337,144444,139416,4613,NA,144444,144895,Flanker Task,59,33853,62,yes,1024
Congruent,1500,HHHHH,95.23809524,95.23809524,544.031746,544.031746,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,62,62,0,0,0,62,62,62,0,62,62,62,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,62,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,421,NA,33139,NA,NA,421,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,145963,144899,4652,NA,NA,145961,146066,139416,4613,NA,146066,146487,Flanker Task,60,34274,63,yes,1024
Incongruent,1500,HHSHH,95.3125,95.3125,543.796875,543.796875,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,63,63,0,0,0,63,63,63,0,63,63,63,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,63,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,529,NA,33139,NA,NA,529,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,147558,146492,4652,NA,NA,147554,147660,139416,4613,NA,147661,148191,Flanker Task,61,34803,64,yes,1024
Incongruent,1500,SSHSS,95.38461538,95.38461538,543.6153846,543.6153846,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,64,64,0,0,0,64,64,64,0,64,64,64,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,64,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,532,NA,33139,NA,NA,532,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,149261,148196,4652,NA,NA,149257,149364,139416,4613,NA,149364,149897,Flanker Task,62,35335,65,yes,1024
Congruent,1500,SSSSS,95.45454545,95.45454545,542.3333333,542.3333333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,65,65,0,0,0,65,65,65,0,65,65,65,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,65,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,459,NA,33139,NA,NA,459,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,150965,149901,4652,NA,NA,150962,151067,139416,4613,NA,151067,151526,Flanker Task,63,35794,66,yes,1024
Congruent,1500,HHHHH,95.52238806,95.52238806,544.1641791,544.1641791,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,66,66,0,0,0,66,66,66,0,66,66,66,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,66,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,665,NA,33139,NA,NA,665,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,152596,151531,4652,NA,NA,152593,152698,139416,4613,NA,152698,153363,Flanker Task,64,36459,67,yes,1024
Congruent,1500,SSSSS,94.11764706,94.11764706,540.2647059,540.2647059,black,legacy,legacy,legacy,0,uniform,0,undefined,0,s,0,0,0,0,67,67,0,0,0,67,67,67,0,67,67,67,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,67,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,279,NA,33139,NA,NA,279,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,154432,153368,4652,NA,NA,154429,154534,139416,4613,NA,154534,154813,Flanker Task,64,36738,68,yes,1024
Congruent,1500,HHHHH,94.20289855,94.20289855,540.2463768,540.2463768,black,legacy,legacy,legacy,0,uniform,1,undefined,1,h,0,0,0,0,68,68,0,0,0,68,68,68,0,68,68,68,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,68,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,539,NA,33139,NA,NA,539,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,156386,155321,4652,NA,NA,156384,156488,154818,4613,NA,156488,157027,Flanker Task,65,37277,69,yes,1024
Incongruent,1500,HHSHH,94.28571429,94.28571429,540.1428571,540.1428571,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,69,69,0,0,0,69,69,69,0,69,69,69,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,69,69,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,533,NA,33139,NA,NA,533,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,158096,157032,4652,NA,NA,158093,158198,154818,4613,NA,158198,158733,Flanker Task,66,37810,70,yes,1024
Congruent,1500,SSSSS,94.36619718,94.36619718,545.056338,545.056338,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,70,70,0,0,0,70,70,70,0,70,70,70,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,70,70,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,889,NA,33139,NA,NA,889,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,159803,158737,4652,NA,NA,159800,159906,154818,4613,NA,159907,160796,Flanker Task,67,38699,71,yes,1024
Congruent,1500,SSSSS,94.44444444,94.44444444,550.2083333,550.2083333,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,71,71,0,0,0,71,71,71,0,71,71,71,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,71,71,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,916,NA,33139,NA,NA,916,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,161866,160800,4652,NA,NA,161863,161968,154818,4613,NA,161968,162885,Flanker Task,68,39615,72,yes,1024
Congruent,1500,SSSSS,94.52054795,94.52054795,553.9726027,553.9726027,black,legacy,legacy,legacy,0,uniform,1,undefined,1,s,0,0,0,0,72,72,0,0,0,72,72,72,0,72,72,72,Sun Sep 19 11:58:36 2021,The main experiment item,yes,FlankerTask.osexp,/Users/samonemarks/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,72,72,/Users/samonemarks/Desktop/SM-subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,825,NA,33139,NA,NA,825,2,legacy,1024,2,48000,-16,experiment,1,odd,37803,NA,NA,NA,163955,162890,4652,NA,NA,163952,164057,154818,4613,NA,164057,164883,Flanker Task,69,40440,73,yes,1024
