"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Closing","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_error_feedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Closing","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Closing","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Closing","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_error_feedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","917","917","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","917","NA","37481","NA","NA","917","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","39787","NA","NA","NA","NA","2305","NA","NA","NA","2294","NA","39852","39957","40874","39850","39956","Flanker Task","1","917","1","yes","1024"
"100","100","711.5","711.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","506","NA","37481","NA","NA","506","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","39787","NA","NA","NA","40884","2305","NA","NA","NA","2294","NA","41944","42048","42555","41942","42048","Flanker Task","2","1423","2","yes","1024"
"100","100","646.3333333333334","646.3333333333334","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","2","0","0","0","2","0","2","2","2","2","2","2","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","516","NA","37481","NA","NA","516","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","39787","NA","NA","NA","42560","2305","NA","NA","NA","2294","NA","43618","43719","44236","43616","43719","Flanker Task","3","1939","3","yes","1024"
"100","100","600.5","600.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","3","0","0","0","3","0","3","3","3","3","3","3","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","463","NA","37481","NA","NA","463","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","39787","NA","NA","NA","44241","2305","NA","NA","NA","2294","NA","45307","45408","45871","45305","45408","Flanker Task","4","2402","4","yes","1024"
"100","100","568.2","568.2","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","4","0","0","0","4","0","4","4","4","4","4","4","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","439","NA","37481","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","39787","NA","NA","NA","45875","2305","NA","NA","NA","2294","NA","46935","47036","47476","46932","47036","Flanker Task","5","2841","5","yes","1024"
"100","100","591.3333333333334","591.3333333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","5","0","0","0","5","0","5","5","5","5","5","5","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","707","NA","37481","NA","NA","707","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","39787","NA","NA","NA","47481","2305","NA","NA","NA","2294","NA","48540","48644","49351","48538","48644","Flanker Task","6","3548","6","yes","1024"
"100","100","591","591","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","6","0","0","0","6","0","6","6","6","6","6","6","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","589","NA","37481","NA","NA","589","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","39787","NA","NA","NA","49356","2305","NA","NA","NA","2294","NA","50416","50517","51106","50414","50517","Flanker Task","7","4137","7","yes","1024"
"100","100","588.5","588.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","7","0","0","0","7","0","7","7","7","7","7","7","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","571","NA","37481","NA","NA","571","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","39787","NA","NA","NA","51112","2305","NA","NA","NA","2294","NA","52171","52275","52847","52169","52275","Flanker Task","8","4708","8","yes","1024"
"100","100","583","583","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","8","0","0","0","8","0","8","8","8","8","8","8","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","539","NA","37481","NA","NA","539","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","39787","NA","NA","NA","52852","2305","NA","NA","NA","2294","NA","53917","54018","54557","53915","54018","Flanker Task","9","5247","9","yes","1024"
"100","100","581.7","581.7","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","9","0","0","0","9","0","9","9","9","9","9","9","Sun Sep 19 13:03:48 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AH-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","570","NA","37481","NA","NA","570","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","39787","NA","NA","NA","54562","2305","NA","NA","NA","2294","NA","55626","55727","56297","55623","55727","Flanker Task","10","5817","10","yes","1024"
