"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructons3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructons3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructons3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructons3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909090909","90.9090909090909","662.7272727272727","662.7272727272727","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","10","10","0","10","0","10","0","0","0","10","10","10","10","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","523","NA","7175","NA","NA","523","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","53325","37145","1794","NA","NA","54377","1797","NA","NA","54478","55001","54376","54478","Flanker Task","10","7290","11","yes","1024"
"91.66666666666667","91.66666666666667","643.75","643.75","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","11","11","0","11","0","11","0","0","0","11","11","11","11","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","435","NA","7175","NA","NA","435","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","55005","37145","1794","NA","NA","56057","1797","NA","NA","56159","56594","56055","56159","Flanker Task","11","7725","12","yes","1024"
"92.3076923076923","92.3076923076923","626","626","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","12","12","0","12","0","12","0","0","0","12","12","12","12","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","413","NA","7175","NA","NA","413","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","56597","37145","1794","NA","NA","57656","1797","NA","NA","57757","58170","57655","57757","Flanker Task","12","8138","13","yes","1024"
"92.85714285714286","92.85714285714286","615.2142857142857","615.2142857142857","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","13","13","0","13","0","13","0","0","0","13","13","13","13","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","475","NA","7175","NA","NA","475","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","58173","37145","1794","NA","NA","59226","1797","NA","NA","59327","59802","59224","59327","Flanker Task","13","8613","14","yes","1024"
"93.33333333333333","93.33333333333333","608.6","608.6","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","14","14","0","14","0","14","0","0","0","14","14","14","14","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","516","NA","7175","NA","NA","516","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","35470","NA","NA","59805","37145","1794","NA","NA","60857","1797","NA","NA","60958","61475","60856","60958","Flanker Task","14","9129","15","yes","1024"
"93.75","93.75","604.125","604.125","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","15","15","0","15","0","15","0","0","0","15","15","15","15","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","537","NA","7175","NA","NA","537","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","61478","37145","1794","NA","NA","62532","1797","NA","NA","62633","63171","62530","62633","Flanker Task","15","9666","16","yes","1024"
"88.23529411764706","88.23529411764706","598.9411764705883","598.9411764705883","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","16","16","0","16","0","16","0","0","0","16","16","16","16","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","516","NA","7175","NA","NA","516","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","63174","37145","1794","NA","NA","64226","1797","NA","NA","64327","64843","64225","64327","Flanker Task","15","10182","17","yes","1024"
"88.88888888888889","88.88888888888889","594.3333333333334","594.3333333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","17","17","0","17","0","17","0","0","0","17","17","17","17","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","516","NA","7175","NA","NA","516","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","65348","64847","1794","NA","NA","66402","1797","NA","NA","66503","67019","66401","66503","Flanker Task","16","10698","18","yes","1024"
"89.47368421052632","89.47368421052632","587.6842105263158","587.6842105263158","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","18","18","0","18","0","18","0","0","0","18","18","18","18","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","468","NA","7175","NA","NA","468","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","67022","64847","1794","NA","NA","68082","1797","NA","NA","68183","68651","68080","68183","Flanker Task","17","11166","19","yes","1024"
"90","90","579.7","579.7","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","19","19","0","19","0","19","0","0","0","19","19","19","19","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","428","NA","7175","NA","NA","428","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","68654","64847","1794","NA","NA","69706","1797","NA","NA","69807","70236","69704","69807","Flanker Task","18","11594","20","yes","1024"
"90.47619047619048","90.47619047619048","575.4761904761905","575.4761904761905","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","20","20","0","20","0","20","0","0","0","20","20","20","20","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","491","NA","7175","NA","NA","491","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","70239","64847","1794","NA","NA","71291","1797","NA","NA","71392","71884","71290","71392","Flanker Task","19","12085","21","yes","1024"
"90.9090909090909","90.9090909090909","574.9090909090909","574.9090909090909","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","21","21","0","21","0","21","0","0","0","21","21","21","21","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","563","NA","7175","NA","NA","563","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","35470","NA","NA","71887","64847","1794","NA","NA","72940","1797","NA","NA","73041","73604","72938","73041","Flanker Task","20","12648","22","yes","1024"
"91.30434782608695","91.30434782608695","572.3478260869565","572.3478260869565","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","22","22","0","22","0","22","0","0","0","22","22","22","22","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","516","NA","7175","NA","NA","516","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","73607","64847","1794","NA","NA","74659","1797","NA","NA","74760","75276","74658","74760","Flanker Task","21","13164","23","yes","1024"
"91.66666666666667","91.66666666666667","568.9583333333334","568.9583333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","23","23","0","23","0","23","0","0","0","23","23","23","23","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","491","NA","7175","NA","NA","491","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","75279","64847","1794","NA","NA","76332","1797","NA","NA","76433","76924","76331","76433","Flanker Task","22","13655","24","yes","1024"
"92","92","571.96","571.96","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","24","24","0","24","0","24","0","0","0","24","24","24","24","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","644","NA","7175","NA","NA","644","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","76927","64847","1794","NA","NA","77979","1797","NA","NA","78080","78725","77977","78080","Flanker Task","23","14299","25","yes","1024"
"92.3076923076923","92.3076923076923","568.8846153846154","568.8846153846154","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","25","25","0","25","0","25","0","0","0","25","25","25","25","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","492","NA","7175","NA","NA","492","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","78728","64847","1794","NA","NA","79780","1797","NA","NA","79881","80373","79778","79881","Flanker Task","24","14791","26","yes","1024"
"92.5925925925926","92.5925925925926","567.4814814814815","567.4814814814815","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","26","26","0","26","0","26","0","0","0","26","26","26","26","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","531","NA","7175","NA","NA","531","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","80376","64847","1794","NA","NA","81429","1797","NA","NA","81530","82061","81427","81530","Flanker Task","25","15322","27","yes","1024"
"92.85714285714286","92.85714285714286","563.8928571428571","563.8928571428571","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","27","27","0","27","0","27","0","0","0","27","27","27","27","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","467","NA","7175","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","82064","64847","1794","NA","NA","83116","1797","NA","NA","83217","83685","83115","83217","Flanker Task","26","15789","28","yes","1024"
"89.65517241379311","89.65517241379311","563.8965517241379","563.8965517241379","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","28","28","0","28","0","28","0","0","0","28","28","28","28","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","564","NA","7175","NA","NA","564","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","83688","64847","1794","NA","NA","84740","1797","NA","NA","84841","85406","84738","84841","Flanker Task","26","16353","29","yes","1024"
