"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructons3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructons3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructons3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructons3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","1500","1500","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","None","NA","","NA","NA","None","1500","NA","7175","NA","NA","1500","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","35470","NA","NA","NA","NA","1794","NA","NA","35538","1797","NA","NA","35639","37139","35537","35639","Flanker Task","0","1500","1","yes","1024"
"50","50","1178","1178","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","1","1","0","1","0","1","0","0","0","1","1","1","1","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","856","NA","7175","NA","NA","856","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","37646","37145","1794","NA","NA","38699","1797","NA","NA","38800","39656","38698","38800","Flanker Task","1","2356","2","yes","1024"
"66.66666666666667","66.66666666666667","965","965","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","2","2","0","2","0","2","0","0","0","2","2","2","2","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","539","NA","7175","NA","NA","539","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","35470","NA","NA","39659","37145","1794","NA","NA","40712","1797","NA","NA","40813","41352","40710","40813","Flanker Task","2","2895","3","yes","1024"
"75","75","892.75","892.75","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","3","3","0","3","0","3","0","0","0","3","3","3","3","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","676","NA","7175","NA","NA","676","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","35470","NA","NA","41356","37145","1794","NA","NA","42407","1797","NA","NA","42508","43185","42406","42508","Flanker Task","3","3571","4","yes","1024"
"80","80","823.6","823.6","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","4","4","0","4","0","4","0","0","0","4","4","4","4","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","547","NA","7175","NA","NA","547","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","43188","37145","1794","NA","NA","44240","1797","NA","NA","44341","44889","44239","44341","Flanker Task","4","4118","5","yes","1024"
"83.33333333333333","83.33333333333333","778.6666666666666","778.6666666666666","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","5","5","0","5","0","5","0","0","0","5","5","5","5","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","554","NA","7175","NA","NA","554","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","35470","NA","NA","44892","37145","1794","NA","NA","45945","1797","NA","NA","46046","46600","45943","46046","Flanker Task","5","4672","6","yes","1024"
"85.71428571428571","85.71428571428571","735.4285714285714","735.4285714285714","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","6","6","0","6","0","6","0","0","0","6","6","6","6","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","","NA","NA","s","476","NA","7175","NA","NA","476","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","35470","NA","NA","46603","37145","1794","NA","NA","47656","1797","NA","NA","47757","48233","47654","47757","Flanker Task","6","5148","7","yes","1024"
"87.5","87.5","714","714","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","7","7","0","7","0","7","0","0","0","7","7","7","7","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","564","NA","7175","NA","NA","564","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","48236","37145","1794","NA","NA","49288","1797","NA","NA","49389","49953","49287","49389","Flanker Task","7","5712","8","yes","1024"
"88.88888888888889","88.88888888888889","695.5555555555555","695.5555555555555","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","8","8","0","8","0","8","0","0","0","8","8","8","8","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","548","NA","7175","NA","NA","548","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","35470","NA","NA","49956","37145","1794","NA","NA","51008","1797","NA","NA","51109","51658","51006","51109","Flanker Task","8","6260","9","yes","1024"
"90","90","676.7","676.7","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","9","9","0","9","0","9","0","0","0","9","9","9","9","Mon Sep 13 09:45:42 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Simon M. Rook/Documents/School/1 Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","","NA","NA","h","507","NA","7175","NA","NA","507","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","35470","NA","NA","51661","37145","1794","NA","NA","52713","1797","NA","NA","52814","53322","52712","52814","Flanker Task","9","6767","10","yes","1024"
