acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboardresponse,correct_response,count_Block1,count_Block2,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_block3,count_errorFeedback,count_experiment,count_faster,count_getting_started,count_keyboardresponse,count_logger,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboardresponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboardresponse,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_block3,time_errorFeedback,time_experiment,time_faster,time_getting_started,time_keyboardresponse,time_logger,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
85.71428571,85.71428571,715.5238095,715.5238095,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,20,20,0,0,0,20,20,0,20,0,20,NA,20,20,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,20,20,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,493,NA,11891,NA,NA,493,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,55181,54094,2328,NA,NA,55179,55284,NA,26286,2324,NA,NA,55284,55778,NA,Lab 2.1 Test Flanker Task,18,15026,21,yes,1024
86.36363636,86.36363636,704.3636364,704.3636364,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,21,21,0,0,0,21,21,0,21,0,21,NA,21,21,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,21,21,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,470,NA,11891,NA,NA,470,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,56888,55794,2328,NA,NA,56885,56993,NA,26286,2324,NA,NA,56994,57464,NA,Lab 2.1 Test Flanker Task,19,15496,22,yes,1024
82.60869565,82.60869565,693.6521739,693.6521739,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,22,22,0,0,0,22,22,0,22,0,22,NA,22,22,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,22,22,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,458,NA,11891,NA,NA,458,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,58628,57534,2328,NA,NA,58625,58732,NA,26286,2324,NA,NA,58732,59191,NA,Lab 2.1 Test Flanker Task,19,15954,23,yes,1024
83.33333333,83.33333333,692.5833333,692.5833333,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,23,23,0,0,0,23,23,0,23,0,23,NA,23,23,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,23,23,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,668,NA,11891,NA,NA,668,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,60825,59743,2328,NA,NA,60823,60927,NA,59238,2324,NA,NA,60928,61596,NA,Lab 2.1 Test Flanker Task,20,16622,24,yes,1024
84,84,695.92,695.92,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,24,24,0,0,0,24,24,0,24,0,24,NA,24,24,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,24,24,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,776,NA,11891,NA,NA,776,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,62734,61650,2328,NA,NA,62732,62838,NA,59238,2324,NA,NA,62838,63614,NA,Lab 2.1 Test Flanker Task,21,17398,25,yes,1024
84.61538462,84.61538462,695.7307692,695.7307692,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,25,25,0,0,0,25,25,0,25,0,25,NA,25,25,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,25,25,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,691,NA,11891,NA,NA,691,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,64738,63661,2328,NA,NA,64736,64843,NA,59238,2324,NA,NA,64843,65535,NA,Lab 2.1 Test Flanker Task,22,18089,26,yes,1024
81.48148148,81.48148148,686.8148148,686.8148148,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,26,26,0,0,0,26,26,0,26,0,26,NA,26,26,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,26,26,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,455,NA,11891,NA,NA,455,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,66686,65586,2328,NA,NA,66684,66791,NA,59238,2324,NA,NA,66791,67246,NA,Lab 2.1 Test Flanker Task,22,18544,27,yes,1024
82.14285714,82.14285714,693.2142857,693.2142857,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,27,27,0,0,0,27,27,0,27,0,27,NA,27,27,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,27,27,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,866,NA,11891,NA,NA,866,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,14220,NA,NA,68878,67775,2328,NA,NA,68876,68982,NA,67273,2324,NA,NA,68983,69849,NA,Lab 2.1 Test Flanker Task,23,19410,28,yes,1024
82.75862069,82.75862069,694.7931034,694.7931034,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,28,28,0,0,0,28,28,0,28,0,28,NA,28,28,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,28,28,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,739,NA,11891,NA,NA,739,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,70989,69897,2328,NA,NA,70987,71093,NA,67273,2324,NA,NA,71094,71833,NA,Lab 2.1 Test Flanker Task,24,20149,29,yes,1024
83.33333333,83.33333333,697.5666667,697.5666667,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,29,29,0,0,0,29,29,0,29,0,29,NA,29,29,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,29,29,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,778,NA,11891,NA,NA,778,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,72987,71888,2328,NA,NA,72984,73088,NA,67273,2324,NA,NA,73088,73867,NA,Lab 2.1 Test Flanker Task,25,20927,30,yes,1024
83.87096774,83.87096774,693.3870968,693.3870968,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,30,30,0,0,0,30,30,0,30,0,30,NA,30,30,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,30,30,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,568,NA,11891,NA,NA,568,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,14220,NA,NA,75028,73920,2328,NA,NA,75026,75129,NA,67273,2324,NA,NA,75129,75698,NA,Lab 2.1 Test Flanker Task,26,21495,31,yes,1024
84.375,84.375,694.25,694.25,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,31,31,0,0,0,31,31,0,31,0,31,NA,31,31,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,31,31,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,721,NA,11891,NA,NA,721,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,76828,75751,2328,NA,NA,76826,76933,NA,67273,2324,NA,NA,76933,77655,NA,Lab 2.1 Test Flanker Task,27,22216,32,yes,1024
84.84848485,84.84848485,692.5454545,692.5454545,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,32,32,0,0,0,32,32,0,32,0,32,NA,32,32,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,32,32,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,638,NA,11891,NA,NA,638,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,78808,77709,2328,NA,NA,78805,78912,NA,67273,2324,NA,NA,78912,79550,NA,Lab 2.1 Test Flanker Task,28,22854,33,yes,1024
85.29411765,85.29411765,694,694,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,33,33,0,0,0,33,33,0,33,0,33,NA,33,33,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,33,33,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,742,NA,11891,NA,NA,742,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,80700,79606,2328,NA,NA,80698,80803,NA,67273,2324,NA,NA,80803,81546,NA,Lab 2.1 Test Flanker Task,29,23596,34,yes,1024
82.85714286,82.85714286,717.0285714,717.0285714,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,34,34,0,0,0,34,34,0,34,0,34,NA,34,34,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,34,34,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,None,NA,s,NA,NA,None,1500,NA,11891,NA,NA,1500,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,82690,81596,2328,NA,NA,82688,82796,NA,67273,2324,NA,NA,82796,84296,NA,Lab 2.1 Test Flanker Task,29,25096,35,yes,1024
83.33333333,83.33333333,715.4444444,715.4444444,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,35,35,0,0,0,35,35,0,35,0,35,NA,35,35,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,35,35,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,660,NA,11891,NA,NA,660,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,85954,84856,2328,NA,NA,85951,86058,NA,84352,2324,NA,NA,86058,86718,NA,Lab 2.1 Test Flanker Task,30,25756,36,yes,1024
83.78378378,83.78378378,713.5945946,713.5945946,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,36,36,0,0,0,36,36,0,36,0,36,NA,36,36,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,36,36,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,647,NA,11891,NA,NA,647,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,14220,NA,NA,87867,86774,2328,NA,NA,87864,87972,NA,84352,2324,NA,NA,87973,88620,NA,Lab 2.1 Test Flanker Task,31,26403,37,yes,1024
84.21052632,84.21052632,709.6315789,709.6315789,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,37,37,0,0,0,37,37,0,37,0,37,NA,37,37,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,37,37,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,563,NA,11891,NA,NA,563,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,14220,NA,NA,89717,88640,2328,NA,NA,89714,89822,NA,84352,2324,NA,NA,89822,90386,NA,Lab 2.1 Test Flanker Task,32,26966,38,yes,1024
84.61538462,84.61538462,708.5128205,708.5128205,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,38,38,0,0,0,38,38,0,38,0,38,NA,38,38,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,38,38,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,666,NA,11891,NA,NA,666,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,91535,90441,2328,NA,NA,91532,91636,NA,84352,2324,NA,NA,91636,92303,NA,Lab 2.1 Test Flanker Task,33,27632,39,yes,1024
85,85,704.825,704.825,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,39,39,0,0,0,39,39,0,39,0,39,NA,39,39,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,39,39,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,561,NA,11891,NA,NA,561,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,93437,92352,2328,NA,NA,93435,93541,NA,84352,2324,NA,NA,93541,94103,NA,Lab 2.1 Test Flanker Task,34,28193,40,yes,1024
85.36585366,85.36585366,703.6097561,703.6097561,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,40,40,0,0,0,40,40,0,40,0,40,NA,40,40,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,40,40,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,655,NA,11891,NA,NA,655,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,95233,94151,2328,NA,NA,95231,95335,NA,84352,2324,NA,NA,95335,95990,NA,Lab 2.1 Test Flanker Task,35,28848,41,yes,1024
85.71428571,85.71428571,703.6190476,703.6190476,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,41,41,0,0,0,41,41,0,41,0,41,NA,41,41,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,41,41,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,704,NA,11891,NA,NA,704,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,97137,96042,2328,NA,NA,97135,97242,NA,84352,2324,NA,NA,97242,97947,NA,Lab 2.1 Test Flanker Task,36,29552,42,yes,1024
86.04651163,86.04651163,703.6744186,703.6744186,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,42,42,0,0,0,42,42,0,42,0,42,NA,42,42,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,42,42,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,706,NA,11891,NA,NA,706,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,14220,NA,NA,99092,97997,2328,NA,NA,99090,99196,NA,84352,2324,NA,NA,99196,99903,NA,Lab 2.1 Test Flanker Task,37,30258,43,yes,1024
86.36363636,86.36363636,708.3181818,708.3181818,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,43,43,0,0,0,43,43,0,43,0,43,NA,43,43,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,43,43,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,908,NA,11891,NA,NA,908,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,101018,99930,2328,NA,NA,101016,101119,NA,84352,2324,NA,NA,101119,102028,NA,Lab 2.1 Test Flanker Task,38,31166,44,yes,1024
86.66666667,86.66666667,705.4444444,705.4444444,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,44,44,0,0,0,44,44,0,44,0,44,NA,44,44,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,44,44,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,579,NA,11891,NA,NA,579,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,14220,NA,NA,103166,102074,2328,NA,NA,103163,103270,NA,84352,2324,NA,NA,103270,103850,NA,Lab 2.1 Test Flanker Task,39,31745,45,yes,1024
86.95652174,86.95652174,699.9347826,699.9347826,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,45,45,0,0,0,45,45,0,45,0,45,NA,45,45,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,45,45,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,452,NA,11891,NA,NA,452,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,14220,NA,NA,104979,103896,2328,NA,NA,104976,105083,NA,84352,2324,NA,NA,105083,105536,NA,Lab 2.1 Test Flanker Task,40,32197,46,yes,1024
87.23404255,87.23404255,694.7446809,694.7446809,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,46,46,0,0,0,46,46,0,46,0,46,NA,46,46,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,46,46,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,s,NA,NA,s,456,NA,11891,NA,NA,456,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,106666,105586,2328,NA,NA,106663,106771,NA,84352,2324,NA,NA,106771,107228,NA,Lab 2.1 Test Flanker Task,41,32653,47,yes,1024
87.5,87.5,697.1875,697.1875,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,47,47,0,0,0,47,47,0,47,0,47,NA,47,47,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,47,47,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,812,NA,11891,NA,NA,812,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,108354,107252,2328,NA,NA,108351,108455,NA,84352,2324,NA,NA,108455,109267,NA,Lab 2.1 Test Flanker Task,42,33465,48,yes,1024
87.75510204,87.75510204,695.6326531,695.6326531,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,48,48,0,0,0,48,48,0,48,0,48,NA,48,48,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,48,48,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,621,NA,11891,NA,NA,621,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,14220,NA,NA,110429,109322,2328,NA,NA,110426,110530,NA,84352,2324,NA,NA,110530,111152,NA,Lab 2.1 Test Flanker Task,43,34086,49,yes,1024
86,86,691.74,691.74,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,49,49,0,0,0,49,49,0,49,0,49,NA,49,49,NA,9/25/2021 19:49,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,49,49,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-3.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,s,NA,NA,h,501,NA,11891,NA,NA,501,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,14220,NA,NA,112268,111174,2328,NA,NA,112266,112370,NA,84352,2324,NA,NA,112371,112872,NA,Lab 2.1 Test Flanker Task,43,34587,50,yes,1024
