"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_InterStimulusInterval","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_InterStimulusInterval","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"95.2380952381","95.2380952381","524.380952381","524.380952381","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","62","0","0","0","62","0","62","0","62","0","0","0","62","62","62","62","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","62","62","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","390","NA","100264","NA","NA","390","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","204888","101671","NA","NA","202896","1404","NA","NA","205916","1406","NA","NA","206016","206407","205914","206016","Flanker Task","60","33036","63","yes","1024"
"95.3125","95.3125","523.90625","523.90625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","63","0","0","0","63","0","63","0","63","0","0","0","63","63","63","63","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","63","63","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","494","NA","100264","NA","NA","494","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","206409","101671","NA","NA","202896","1404","NA","NA","207437","1406","NA","NA","207537","208031","207435","207537","Flanker Task","61","33530","64","yes","1024"
"95.3846153846","95.3846153846","523.692307692","523.692307692","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","64","0","0","0","64","0","64","0","64","0","0","0","64","64","64","64","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","64","64","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","510","NA","100264","NA","NA","510","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","208033","101671","NA","NA","202896","1404","NA","NA","209060","1406","NA","NA","209160","209671","209059","209160","Flanker Task","62","34040","65","yes","1024"
"95.4545454545","95.4545454545","522.060606061","522.060606061","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","65","0","0","0","65","0","65","0","65","0","0","0","65","65","65","65","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","65","65","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","416","NA","100264","NA","NA","416","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","209672","101671","NA","NA","202896","1404","NA","NA","210699","1406","NA","NA","210799","211215","210698","210799","Flanker Task","63","34456","66","yes","1024"
"95.5223880597","95.5223880597","522.223880597","522.223880597","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","66","0","0","0","66","0","66","0","66","0","0","0","66","66","66","66","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","66","66","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","533","NA","100264","NA","NA","533","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","211217","101671","NA","NA","202896","1404","NA","NA","212245","1406","NA","NA","212345","212879","212243","212345","Flanker Task","64","34989","67","yes","1024"
"95.5882352941","95.5882352941","521","521","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","67","0","0","0","67","0","67","0","67","0","0","0","67","67","67","67","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","67","67","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","439","NA","100264","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","212880","101671","NA","NA","202896","1404","NA","NA","213908","1406","NA","NA","214008","214447","213906","214008","Flanker Task","65","35428","68","yes","1024"
"95.652173913","95.652173913","520.376811594","520.376811594","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","68","0","0","0","68","0","68","0","68","0","0","0","68","68","68","68","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","68","68","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","478","NA","100264","NA","NA","478","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","214449","101671","NA","NA","202896","1404","NA","NA","215476","1406","NA","NA","215576","216055","215475","215576","Flanker Task","66","35906","69","yes","1024"
"95.7142857143","95.7142857143","518.871428571","518.871428571","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","69","0","0","0","69","0","69","0","69","0","0","0","69","69","69","69","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","69","69","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","415","NA","100264","NA","NA","415","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","216056","101671","NA","NA","202896","1404","NA","NA","217083","1406","NA","NA","217183","217599","217082","217183","Flanker Task","67","36321","70","yes","1024"
"95.7746478873","95.7746478873","518.183098592","518.183098592","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","70","0","0","0","70","0","70","0","70","0","0","0","70","70","70","70","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","70","70","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","470","NA","100264","NA","NA","470","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","217600","101671","NA","NA","202896","1404","NA","NA","218628","1406","NA","NA","218728","219199","218627","218728","Flanker Task","68","36791","71","yes","1024"
"95.8333333333","95.8333333333","517.763888889","517.763888889","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","71","0","0","0","71","0","71","0","71","0","0","0","71","71","71","71","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","71","71","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","488","NA","100264","NA","NA","488","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","219200","101671","NA","NA","202896","1404","NA","NA","220227","1406","NA","NA","220327","220815","220226","220327","Flanker Task","69","37279","72","yes","1024"
"95.8904109589","95.8904109589","516.465753425","516.465753425","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","72","0","0","0","72","0","72","0","72","0","0","0","72","72","72","72","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","72","72","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","423","NA","100264","NA","NA","423","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","220817","101671","NA","NA","202896","1404","NA","NA","221844","1406","NA","NA","221944","222367","221843","221944","Flanker Task","70","37702","73","yes","1024"
"95.9459459459","95.9459459459","515.202702703","515.202702703","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","73","0","0","0","73","0","73","0","73","0","0","0","73","73","73","73","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","73","73","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","423","NA","100264","NA","NA","423","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","222369","101671","NA","NA","202896","1404","NA","NA","223396","1406","NA","NA","223496","223919","223395","223496","Flanker Task","71","38125","74","yes","1024"
"94.6666666667","94.6666666667","512.773333333","512.773333333","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","74","0","0","0","74","0","74","0","74","0","0","0","74","74","74","74","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","74","74","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","333","NA","100264","NA","NA","333","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","223921","101671","NA","NA","202896","1404","NA","NA","224949","1406","NA","NA","225049","225383","224948","225049","Flanker Task","71","38458","75","yes","1024"
"94.7368421053","94.7368421053","511.644736842","511.644736842","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","75","0","0","0","75","0","75","0","75","0","0","0","75","75","75","75","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","75","75","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","427","NA","100264","NA","NA","427","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","225884","101671","NA","NA","225384","1404","NA","NA","226911","1406","NA","NA","227011","227439","226910","227011","Flanker Task","72","38885","76","yes","1024"
"94.8051948052","94.8051948052","509.961038961","509.961038961","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","76","0","0","0","76","0","76","0","76","0","0","0","76","76","76","76","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","76","76","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","382","NA","100264","NA","NA","382","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","227441","101671","NA","NA","225384","1404","NA","NA","228468","1406","NA","NA","228568","228950","228467","228568","Flanker Task","73","39267","77","yes","1024"
"94.8717948718","94.8717948718","509.987179487","509.987179487","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","77","0","0","0","77","0","77","0","77","0","0","0","77","77","77","77","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","77","77","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","512","NA","100264","NA","NA","512","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","228952","101671","NA","NA","225384","1404","NA","NA","229979","1406","NA","NA","230079","230591","229978","230079","Flanker Task","74","39779","78","yes","1024"
"94.9367088608","94.9367088608","510.189873418","510.189873418","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","78","0","0","0","78","0","78","0","78","0","0","0","78","78","78","78","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","78","78","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","526","NA","100264","NA","NA","526","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","230593","101671","NA","NA","225384","1404","NA","NA","231620","1406","NA","NA","231720","232247","231619","231720","Flanker Task","75","40305","79","yes","1024"
"95","95","508.9625","508.9625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","79","0","0","0","79","0","79","0","79","0","0","0","79","79","79","79","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","79","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","412","NA","100264","NA","NA","412","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","232249","101671","NA","NA","225384","1404","NA","NA","233278","1406","NA","NA","233378","233790","233276","233378","Flanker Task","76","40717","80","yes","1024"
"95.0617283951","95.0617283951","509.592592593","509.592592593","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","80","0","0","0","80","0","80","0","80","0","0","0","80","80","80","80","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","0","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","NA","h","560","NA","100264","13577","NA","560","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","233792","101671","248375","NA","225384","1404","NA","NA","248402","1406","234798","NA","248502","249063","248401","248502","Flanker Task","77","41277","81","yes","1024"
"95.1219512195","95.1219512195","508.634146341","508.634146341","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","81","0","0","0","81","0","81","0","81","0","0","0","81","81","81","81","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","1","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","NA","h","431","NA","100264","13577","NA","431","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","249064","101671","248375","NA","225384","1404","NA","NA","250091","1406","234798","NA","250191","250622","250090","250191","Flanker Task","78","41708","82","yes","1024"
"95.1807228916","95.1807228916","508.144578313","508.144578313","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","82","0","0","0","82","0","82","0","82","0","0","0","82","82","82","82","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","2","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","NA","s","468","NA","100264","13577","NA","468","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","250625","101671","248375","NA","225384","1404","NA","NA","251654","1406","234798","NA","251754","252223","251652","251754","Flanker Task","79","42176","83","yes","1024"
"95.2380952381","95.2380952381","507.988095238","507.988095238","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","83","0","0","0","83","0","83","0","83","0","0","0","83","83","83","83","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","3","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","NA","s","495","NA","100264","13577","NA","495","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","252224","101671","248375","NA","225384","1404","NA","NA","253251","1406","234798","NA","253351","253846","253250","253351","Flanker Task","80","42671","84","yes","1024"
"95.2941176471","95.2941176471","506.705882353","506.705882353","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","84","0","0","0","84","0","84","0","84","0","0","0","84","84","84","84","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","4","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","h","NA","h","399","NA","100264","13577","NA","399","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","253848","101671","248375","NA","225384","1404","NA","NA","254875","1406","234798","NA","254975","255374","254874","254975","Flanker Task","81","43070","85","yes","1024"
"95.3488372093","95.3488372093","505.558139535","505.558139535","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","85","0","0","0","85","0","85","0","85","0","0","0","85","85","85","85","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","5","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","NA","s","408","NA","100264","13577","NA","408","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","255376","101671","248375","NA","225384","1404","NA","NA","256403","1406","234798","NA","256503","256911","256402","256503","Flanker Task","82","43478","86","yes","1024"
"95.4022988506","95.4022988506","504.597701149","504.597701149","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","86","0","0","0","86","0","86","0","86","0","0","0","86","86","86","86","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","6","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","NA","s","422","NA","100264","13577","NA","422","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","256913","101671","248375","NA","225384","1404","NA","NA","257940","1406","234798","NA","258040","258463","257939","258040","Flanker Task","83","43900","87","yes","1024"
"95.4545454545","95.4545454545","503.477272727","503.477272727","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","87","0","0","0","87","0","87","0","87","0","0","0","87","87","87","87","09/26/21 13:03:20","600","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","7","79","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","h","NA","s","406","NA","100264","13577","NA","406","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","258464","101671","248375","NA","225384","1404","NA","NA","259492","1406","234798","NA","259592","259999","259490","259592","Flanker Task","84","44306","88","yes","1024"
