"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_InterStimulusInterval","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_InterStimulusInterval","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1233","1233","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","1233","NA","100264","NA","NA","1233","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","101671","NA","NA","NA","1404","NA","NA","101705","1406","NA","NA","101805","103038","101704","101805","Flanker Task","1","1233","1","yes","1024"
"50","50","1366.5","1366.5","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","1","0","0","0","1","0","1","0","1","0","0","0","1","1","1","1","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","None","NA","s","NA","NA","None","1500","NA","100264","NA","NA","1500","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","103041","101671","NA","NA","NA","1404","NA","NA","104069","1406","NA","NA","104170","105670","104068","104170","Flanker Task","1","2733","2","yes","1024"
"66.6666666667","66.6666666667","1160.66666667","1160.66666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","2","0","0","0","2","0","2","0","2","0","0","0","2","2","2","2","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","749","NA","100264","NA","NA","749","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","106171","101671","NA","NA","105671","1404","NA","NA","107198","1406","NA","NA","107298","108047","107197","107298","Flanker Task","2","3482","3","yes","1024"
"75","75","1028","1028","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","3","0","0","0","3","0","3","0","3","0","0","0","3","3","3","3","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","630","NA","100264","NA","NA","630","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","108049","101671","NA","NA","105671","1404","NA","NA","109076","1406","NA","NA","109176","109806","109075","109176","Flanker Task","3","4112","4","yes","1024"
"80","80","959.8","959.8","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","4","0","0","0","4","0","4","0","4","0","0","0","4","4","4","4","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","687","NA","100264","NA","NA","687","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","109808","101671","NA","NA","105671","1404","NA","NA","110835","1406","NA","NA","110935","111623","110834","110935","Flanker Task","4","4799","5","yes","1024"
"83.3333333333","83.3333333333","921","921","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","5","0","0","0","5","0","5","0","5","0","0","0","5","5","5","5","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","727","NA","100264","NA","NA","727","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","111624","101671","NA","NA","105671","1404","NA","NA","112651","1406","NA","NA","112751","113478","112650","112751","Flanker Task","5","5526","6","yes","1024"
"85.7142857143","85.7142857143","894.428571429","894.428571429","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","6","0","0","0","6","0","6","0","6","0","0","0","6","6","6","6","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","735","NA","100264","NA","NA","735","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","113480","101671","NA","NA","105671","1404","NA","NA","114507","1406","NA","NA","114607","115342","114506","114607","Flanker Task","6","6261","7","yes","1024"
"87.5","87.5","880.375","880.375","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","7","0","0","0","7","0","7","0","7","0","0","0","7","7","7","7","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","782","NA","100264","NA","NA","782","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","115344","101671","NA","NA","105671","1404","NA","NA","116380","1406","NA","NA","116480","117263","116379","116480","Flanker Task","7","7043","8","yes","1024"
"88.8888888889","88.8888888889","846.555555556","846.555555556","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","8","0","0","0","8","0","8","0","8","0","0","0","8","8","8","8","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","576","NA","100264","NA","NA","576","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","117264","101671","NA","NA","105671","1404","NA","NA","118291","1406","NA","NA","118391","118967","118290","118391","Flanker Task","8","7619","9","yes","1024"
"90","90","820.9","820.9","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","9","0","0","0","9","0","9","0","9","0","0","0","9","9","9","9","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","590","NA","100264","NA","NA","590","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","118969","101671","NA","NA","105671","1404","NA","NA","119996","1406","NA","NA","120096","120686","119995","120096","Flanker Task","9","8209","10","yes","1024"
"90.9090909091","90.9090909091","788.636363636","788.636363636","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","10","0","0","0","10","0","10","0","10","0","0","0","10","10","10","10","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","466","NA","100264","NA","NA","466","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","120688","101671","NA","NA","105671","1404","NA","NA","121720","1406","NA","NA","121820","122286","121719","121820","Flanker Task","10","8675","11","yes","1024"
"91.6666666667","91.6666666667","766.166666667","766.166666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","11","0","0","0","11","0","11","0","11","0","0","0","11","11","11","11","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","519","NA","100264","NA","NA","519","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","122288","101671","NA","NA","105671","1404","NA","NA","123316","1406","NA","NA","123416","123935","123315","123416","Flanker Task","11","9194","12","yes","1024"
"92.3076923077","92.3076923077","752.615384615","752.615384615","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","12","0","0","0","12","0","12","0","12","0","0","0","12","12","12","12","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","590","NA","100264","NA","NA","590","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","123937","101671","NA","NA","105671","1404","NA","NA","124964","1406","NA","NA","125064","125654","124964","125064","Flanker Task","12","9784","13","yes","1024"
"92.8571428571","92.8571428571","736.571428571","736.571428571","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","13","0","0","0","13","0","13","0","13","0","0","0","13","13","13","13","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","528","NA","100264","NA","NA","528","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","125656","101671","NA","NA","105671","1404","NA","NA","126683","1406","NA","NA","126783","127311","126682","126783","Flanker Task","13","10312","14","yes","1024"
"93.3333333333","93.3333333333","724.666666667","724.666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","14","0","0","0","14","0","14","0","14","0","0","0","14","14","14","14","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","558","NA","100264","NA","NA","558","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","127313","101671","NA","NA","105671","1404","NA","NA","128340","1406","NA","NA","128440","128999","128339","128440","Flanker Task","14","10870","15","yes","1024"
"93.75","93.75","706.75","706.75","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","15","0","0","0","15","0","15","0","15","0","0","0","15","15","15","15","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","438","NA","100264","NA","NA","438","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","129000","101671","NA","NA","105671","1404","NA","NA","130028","1406","NA","NA","130128","130567","130027","130128","Flanker Task","15","11308","16","yes","1024"
"94.1176470588","94.1176470588","697.882352941","697.882352941","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","16","0","0","0","16","0","16","0","16","0","0","0","16","16","16","16","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","556","NA","100264","NA","NA","556","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","130568","101671","NA","NA","105671","1404","NA","NA","131598","1406","NA","NA","131698","132255","131596","131698","Flanker Task","16","11864","17","yes","1024"
"94.4444444444","94.4444444444","683.5","683.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","17","0","0","0","17","0","17","0","17","0","0","0","17","17","17","17","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","439","NA","100264","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","132256","101671","NA","NA","105671","1404","NA","NA","133283","1406","NA","NA","133383","133822","133282","133383","Flanker Task","17","12303","18","yes","1024"
"94.7368421053","94.7368421053","678.368421053","678.368421053","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","18","0","0","0","18","0","18","0","18","0","0","0","18","18","18","18","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","586","NA","100264","NA","NA","586","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","133824","101671","NA","NA","105671","1404","NA","NA","134855","1406","NA","NA","134956","135543","134854","134956","Flanker Task","18","12889","19","yes","1024"
"95","95","672.75","672.75","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","19","0","0","0","19","0","19","0","19","0","0","0","19","19","19","19","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","566","NA","100264","NA","NA","566","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","135544","101671","NA","NA","105671","1404","NA","NA","136573","1406","NA","NA","136673","137239","136572","136673","Flanker Task","19","13455","20","yes","1024"
"95.2380952381","95.2380952381","661.523809524","661.523809524","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","20","0","0","0","20","0","20","0","20","0","0","0","20","20","20","20","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","437","NA","100264","NA","NA","437","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","137241","101671","NA","NA","105671","1404","NA","NA","138269","1406","NA","NA","138369","138807","138268","138369","Flanker Task","20","13892","21","yes","1024"
"95.4545454545","95.4545454545","657.545454545","657.545454545","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","21","0","0","0","21","0","21","0","21","0","0","0","21","21","21","21","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","574","NA","100264","NA","NA","574","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","138808","101671","NA","NA","105671","1404","NA","NA","139835","1406","NA","NA","139936","140511","139834","139936","Flanker Task","21","14466","22","yes","1024"
"95.652173913","95.652173913","646.695652174","646.695652174","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","22","0","0","0","22","0","22","0","22","0","0","0","22","22","22","22","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","408","NA","100264","NA","NA","408","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","140512","101671","NA","NA","105671","1404","NA","NA","141539","1406","NA","NA","141639","142047","141538","141639","Flanker Task","22","14874","23","yes","1024"
"95.8333333333","95.8333333333","636.291666667","636.291666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","23","0","0","0","23","0","23","0","23","0","0","0","23","23","23","23","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","397","NA","100264","NA","NA","397","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","142049","101671","NA","NA","105671","1404","NA","NA","143077","1406","NA","NA","143177","143575","143075","143177","Flanker Task","23","15271","24","yes","1024"
"96","96","632.28","632.28","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","24","0","0","0","24","0","24","0","24","0","0","0","24","24","24","24","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","536","NA","100264","NA","NA","536","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","143576","101671","NA","NA","105671","1404","NA","NA","144603","1406","NA","NA","144703","145239","144602","144703","Flanker Task","24","15807","25","yes","1024"
"96.1538461538","96.1538461538","628.153846154","628.153846154","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","25","0","0","0","25","0","25","0","25","0","0","0","25","25","25","25","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","525","NA","100264","NA","NA","525","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","145240","101671","NA","NA","105671","1404","NA","NA","146269","1406","NA","NA","146369","146895","146268","146369","Flanker Task","25","16332","26","yes","1024"
"96.2962962963","96.2962962963","619.703703704","619.703703704","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","26","0","0","0","26","0","26","0","26","0","0","0","26","26","26","26","09/26/21 13:03:20","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\suici\Desktop\Tarleton\Fall 2021 - Graduate Studies\PSYC 5316-010 Advanced Quantitative Methods & Experiment Design\Lab 2 - the flanker task (an experiment on attention)","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/suici/Desktop/Tarleton/Fall 2021 - Graduate Studies/PSYC 5316-010 Advanced Quantitative Methods & Experiment Design/Lab 2 - the flanker task (an experiment on attention)/SM-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","400","NA","100264","NA","NA","400","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","146896","101671","NA","NA","105671","1404","NA","NA","147923","1406","NA","NA","148023","148423","147922","148023","Flanker Task","26","16732","27","yes","1024"
