"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"93.75","93.75","550.0625","550.0625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","15","0","0","0","15","0","15","15","15","15","15","15","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","685","NA","347878","NA","NA","685","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","376960","2977","NA","NA","360612","2971","NA","378070","378174","378860","378065","378174","Flanker Task","15","8801","16","yes","1024"
"94.1176470588","94.1176470588","547.529411765","547.529411765","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","16","0","0","0","16","0","16","16","16","16","16","16","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","507","NA","347878","NA","NA","507","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","378870","2977","NA","NA","360612","2971","NA","379986","380095","380603","379983","380094","Flanker Task","16","9308","17","yes","1024"
"94.4444444444","94.4444444444","544.666666667","544.666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","17","0","0","0","17","0","17","17","17","17","17","17","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","496","NA","347878","NA","NA","496","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","380613","2977","NA","NA","360612","2971","NA","381731","381839","382336","381726","381838","Flanker Task","17","9804","18","yes","1024"
"94.7368421053","94.7368421053","542.105263158","542.105263158","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","18","0","0","0","18","0","18","18","18","18","18","18","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","496","NA","347878","NA","NA","496","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","350856","NA","NA","NA","382345","2977","NA","NA","360612","2971","NA","383451","383554","384051","383447","383554","Flanker Task","18","10300","19","yes","1024"
"95","95","536.95","536.95","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","19","0","0","0","19","0","19","19","19","19","19","19","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","439","NA","347878","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","384058","2977","NA","NA","360612","2971","NA","385173","385281","385721","385169","385281","Flanker Task","19","10739","20","yes","1024"
"95.2380952381","95.2380952381","539.952380952","539.952380952","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","20","0","0","0","20","0","20","20","20","20","20","20","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","600","NA","347878","NA","NA","600","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","385731","2977","NA","NA","360612","2971","NA","386853","386961","387562","386849","386961","Flanker Task","20","11339","21","yes","1024"
"95.4545454545","95.4545454545","542.954545455","542.954545455","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","21","0","0","0","21","0","21","21","21","21","21","21","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","606","NA","347878","NA","NA","606","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","387571","2977","NA","NA","360612","2971","NA","388684","388793","389400","388680","388792","Flanker Task","21","11945","22","yes","1024"
"95.652173913","95.652173913","541.913043478","541.913043478","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","22","0","0","0","22","0","22","22","22","22","22","22","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","519","NA","347878","NA","NA","519","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","389411","2977","NA","NA","360612","2971","NA","390517","390626","391146","390513","390625","Flanker Task","22","12464","23","yes","1024"
"95.8333333333","95.8333333333","538.791666667","538.791666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","23","0","0","0","23","0","23","23","23","23","23","23","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","467","NA","347878","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","391153","2977","NA","NA","360612","2971","NA","392257","392361","392829","392253","392361","Flanker Task","23","12931","24","yes","1024"
"96","96","538.12","538.12","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","24","0","0","0","24","0","24","24","24","24","24","24","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","522","NA","347878","NA","NA","522","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","392836","2977","NA","NA","360612","2971","NA","393943","394051","394574","393939","394051","Flanker Task","24","13453","25","yes","1024"
"96.1538461538","96.1538461538","536.346153846","536.346153846","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","25","0","0","0","25","0","25","25","25","25","25","25","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","492","NA","347878","NA","NA","492","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","394581","2977","NA","NA","360612","2971","NA","395701","395808","396301","395696","395808","Flanker Task","25","13945","26","yes","1024"
"96.2962962963","96.2962962963","535.407407407","535.407407407","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","26","0","0","0","26","0","26","26","26","26","26","26","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","511","NA","347878","NA","NA","511","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","396308","2977","NA","NA","360612","2971","NA","397422","397531","398043","397417","397530","Flanker Task","26","14456","27","yes","1024"
"96.4285714286","96.4285714286","532.035714286","532.035714286","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","27","0","0","0","27","0","27","27","27","27","27","27","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","441","NA","347878","NA","NA","441","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","398052","2977","NA","NA","360612","2971","NA","399176","399284","399727","399171","399284","Flanker Task","27","14897","28","yes","1024"
"96.5517241379","96.5517241379","526.172413793","526.172413793","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","28","0","0","0","28","0","28","28","28","28","28","28","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","362","NA","347878","NA","NA","362","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","350856","NA","NA","NA","399734","2977","NA","NA","360612","2971","NA","400858","400968","401331","400854","400967","Flanker Task","28","15259","29","yes","1024"
"96.6666666667","96.6666666667","519.266666667","519.266666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","29","0","0","0","29","0","29","29","29","29","29","29","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","319","NA","347878","NA","NA","319","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","401340","2977","NA","NA","360612","2971","NA","402445","402553","402873","402441","402553","Flanker Task","29","15578","30","yes","1024"
"96.7741935484","96.7741935484","515.064516129","515.064516129","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","30","0","0","0","30","0","30","30","30","30","30","30","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","30","30","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","389","NA","347878","NA","NA","389","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","402879","2977","NA","NA","360612","2971","NA","403988","404097","404487","403984","404097","Flanker Task","30","15967","31","yes","1024"
