"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1014","1014","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","1014","NA","347878","NA","NA","1014","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","NA","2977","NA","NA","NA","2971","NA","350974","351083","352098","350970","351082","Flanker Task","1","1014","1","yes","1024"
"100","100","768.5","768.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","523","NA","347878","NA","NA","523","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","352113","2977","NA","NA","NA","2971","NA","353224","353327","353850","353219","353327","Flanker Task","2","1537","2","yes","1024"
"100","100","683.333333333","683.333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","2","0","0","0","2","0","2","2","2","2","2","2","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","513","NA","347878","NA","NA","513","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","353860","2977","NA","NA","NA","2971","NA","354971","355079","355593","354967","355079","Flanker Task","3","2050","3","yes","1024"
"100","100","626","626","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","3","0","0","0","3","0","3","3","3","3","3","3","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","454","NA","347878","NA","NA","454","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","355603","2977","NA","NA","NA","2971","NA","356708","356815","357270","356704","356815","Flanker Task","4","2504","4","yes","1024"
"100","100","584.2","584.2","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","4","0","0","0","4","0","4","4","4","4","4","4","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","417","NA","347878","NA","NA","417","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","357279","2977","NA","NA","NA","2971","NA","358406","358514","358932","358402","358514","Flanker Task","5","2921","5","yes","1024"
"83.3333333333","83.3333333333","558.166666667","558.166666667","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","0","5","0","0","0","5","0","5","5","5","5","5","5","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","428","NA","347878","NA","NA","428","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","350856","NA","NA","NA","358938","2977","NA","NA","NA","2971","NA","360069","360177","360605","360065","360177","Flanker Task","5","3349","6","yes","1024"
"85.7142857143","85.7142857143","555.857142857","555.857142857","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","6","0","0","0","6","0","6","6","6","6","6","6","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","542","NA","347878","NA","NA","542","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","361115","2977","NA","NA","360612","2971","NA","362226","362334","362876","362221","362334","Flanker Task","6","3891","7","yes","1024"
"87.5","87.5","550.25","550.25","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","7","0","0","0","7","0","7","7","7","7","7","7","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","511","NA","347878","NA","NA","511","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","362885","2977","NA","NA","360612","2971","NA","363992","364100","364611","363988","364100","Flanker Task","7","4402","8","yes","1024"
"88.8888888889","88.8888888889","541.222222222","541.222222222","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","8","0","0","0","8","0","8","8","8","8","8","8","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","469","NA","347878","NA","NA","469","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","364621","2977","NA","NA","360612","2971","NA","365727","365836","366306","365723","365836","Flanker Task","8","4871","9","yes","1024"
"90","90","532.9","532.9","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","9","0","0","0","9","0","9","9","9","9","9","9","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","458","NA","347878","NA","NA","458","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","366313","2977","NA","NA","360612","2971","NA","367435","367543","368002","367431","367542","Flanker Task","9","5329","10","yes","1024"
"90.9090909091","90.9090909091","536.272727273","536.272727273","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","10","0","0","0","10","0","10","10","10","10","10","10","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","570","NA","347878","NA","NA","570","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","368012","2977","NA","NA","360612","2971","NA","369127","369235","369806","369122","369235","Flanker Task","10","5899","11","yes","1024"
"91.6666666667","91.6666666667","540","540","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","11","0","0","0","11","0","11","11","11","11","11","11","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","581","NA","347878","NA","NA","581","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","350856","NA","NA","NA","369813","2977","NA","NA","360612","2971","NA","370917","371026","371608","370913","371025","Flanker Task","11","6480","12","yes","1024"
"92.3076923077","92.3076923077","542.846153846","542.846153846","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","12","0","0","0","12","0","12","12","12","12","12","12","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","577","NA","347878","NA","NA","577","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","371614","2977","NA","NA","360612","2971","NA","372728","372836","373414","372724","372836","Flanker Task","12","7057","13","yes","1024"
"92.8571428571","92.8571428571","546.571428571","546.571428571","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","13","0","0","0","13","0","13","13","13","13","13","13","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","595","NA","347878","NA","NA","595","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","350856","NA","NA","NA","373424","2977","NA","NA","360612","2971","NA","374552","374660","375255","374548","374660","Flanker Task","13","7652","14","yes","1024"
"93.3333333333","93.3333333333","541.066666667","541.066666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","14","0","0","0","14","0","14","14","14","14","14","14","09/23/21 14:56:38","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","464","NA","347878","NA","NA","464","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","350856","NA","NA","NA","375264","2977","NA","NA","360612","2971","NA","376381","376489","376953","376377","376489","Flanker Task","14","8116","15","yes","1024"
