"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_Sequence","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_Sequence","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909090909","90.9090909090909","413.6363636363636","413.6363636363636","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","10","10","0","0","0","10","0","10","0","10","0","0","0","10","10","10","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","282","NA","99243","NA","NA","282","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","116986","118061","101317","NA","NA","111724","2066","NA","NA","118063","2072","NA","NA","118165","118447","118165","Flanker Task","10","4550","11","yes","1024"
"91.66666666666667","91.66666666666667","408.5","408.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","11","11","0","0","0","11","0","11","0","11","0","0","0","11","11","11","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","352","NA","99243","NA","NA","352","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","118451","119527","101317","NA","NA","111724","2066","NA","NA","119529","2072","NA","NA","119631","119984","119631","Flanker Task","11","4902","12","yes","1024"
"92.3076923076923","92.3076923076923","401.3076923076923","401.3076923076923","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","12","12","0","0","0","12","0","12","0","12","0","0","0","12","12","12","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","315","NA","99243","NA","NA","315","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","119988","121066","101317","NA","NA","111724","2066","NA","NA","121069","2072","NA","NA","121171","121487","121171","Flanker Task","12","5217","13","yes","1024"
"92.85714285714286","92.85714285714286","398.2142857142857","398.2142857142857","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","13","13","0","0","0","13","0","13","0","13","0","0","0","13","13","13","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","358","NA","99243","NA","NA","358","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","121491","122567","101317","NA","NA","111724","2066","NA","NA","122569","2072","NA","NA","122671","123030","122671","Flanker Task","13","5575","14","yes","1024"
"93.33333333333333","93.33333333333333","396.6666666666667","396.6666666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","14","14","0","0","0","14","0","14","0","14","0","0","0","14","14","14","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","375","NA","99243","NA","NA","375","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","123035","124112","101317","NA","NA","111724","2066","NA","NA","124114","2072","NA","NA","124216","124592","124216","Flanker Task","14","5950","15","yes","1024"
"93.75","93.75","394.6875","394.6875","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","15","15","0","0","0","15","0","15","0","15","0","0","0","15","15","15","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","365","NA","99243","NA","NA","365","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","124596","125670","101317","NA","NA","111724","2066","NA","NA","125672","2072","NA","NA","125774","126139","125774","Flanker Task","15","6315","16","yes","1024"
"94.11764705882354","94.11764705882354","395.1764705882353","395.1764705882353","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","16","16","0","0","0","16","0","16","0","16","0","0","0","16","16","16","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","403","NA","99243","NA","NA","403","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","126144","127219","101317","NA","NA","111724","2066","NA","NA","127221","2072","NA","NA","127323","127727","127323","Flanker Task","16","6718","17","yes","1024"
"94.44444444444444","94.44444444444444","394","394","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","17","17","0","0","0","17","0","17","0","17","0","0","0","17","17","17","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","374","NA","99243","NA","NA","374","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","127731","128807","101317","NA","NA","111724","2066","NA","NA","128810","2072","NA","NA","128912","129287","128911","Flanker Task","17","7092","18","yes","1024"
"94.73684210526316","94.73684210526316","395.7894736842105","395.7894736842105","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","18","18","0","0","0","18","0","18","0","18","0","0","0","18","18","18","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","428","NA","99243","NA","NA","428","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","129291","130365","101317","NA","NA","111724","2066","NA","NA","130367","2072","NA","NA","130469","130898","130469","Flanker Task","18","7520","19","yes","1024"
"95","95","398.85","398.85","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","19","19","0","0","0","19","0","19","0","19","0","0","0","19","19","19","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","457","NA","99243","NA","NA","457","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","130902","131976","101317","NA","NA","111724","2066","NA","NA","131979","2072","NA","NA","132081","132539","132081","Flanker Task","19","7977","20","yes","1024"
"95.23809523809524","95.23809523809524","397.04761904761904","397.04761904761904","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","20","20","0","0","0","20","0","20","0","20","0","0","0","20","20","20","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","361","NA","99243","NA","NA","361","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","132543","133622","101317","NA","NA","111724","2066","NA","NA","133624","2072","NA","NA","133726","134088","133726","Flanker Task","20","8338","21","yes","1024"
"95.45454545454545","95.45454545454545","394.77272727272725","394.77272727272725","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","21","21","0","0","0","21","0","21","0","21","0","0","0","21","21","21","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","347","NA","99243","NA","NA","347","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","134092","135166","101317","NA","NA","111724","2066","NA","NA","135168","2072","NA","NA","135271","135619","135271","Flanker Task","21","8685","22","yes","1024"
"95.65217391304348","95.65217391304348","392","392","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","22","22","0","0","0","22","0","22","0","22","0","0","0","22","22","22","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","331","NA","99243","NA","NA","331","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","135623","136701","101317","NA","NA","111724","2066","NA","NA","136703","2072","NA","NA","136805","137137","136805","Flanker Task","22","9016","23","yes","1024"
"95.83333333333333","95.83333333333333","390.4583333333333","390.4583333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","23","23","0","0","0","23","0","23","0","23","0","0","0","23","23","23","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","355","NA","99243","NA","NA","355","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","137141","138215","101317","NA","NA","111724","2066","NA","NA","138217","2072","NA","NA","138319","138675","138319","Flanker Task","23","9371","24","yes","1024"
"96","96","391.28","391.28","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","24","24","0","0","0","24","0","24","0","24","0","0","0","24","24","24","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","411","NA","99243","NA","NA","411","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","138679","139755","101317","NA","NA","111724","2066","NA","NA","139758","2072","NA","NA","139860","140272","139860","Flanker Task","24","9782","25","yes","1024"
"96.15384615384616","96.15384615384616","394.0769230769231","394.0769230769231","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","25","25","0","0","0","25","0","25","0","25","0","0","0","25","25","25","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","464","NA","99243","NA","NA","464","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","140276","141350","101317","NA","NA","111724","2066","NA","NA","141353","2072","NA","NA","141455","141919","141455","Flanker Task","25","10246","26","yes","1024"
"96.29629629629629","96.29629629629629","397.1111111111111","397.1111111111111","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","26","26","0","0","0","26","0","26","0","26","0","0","0","26","26","26","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","476","NA","99243","NA","NA","476","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","141923","142999","101317","NA","NA","111724","2066","NA","NA","143001","2072","NA","NA","143103","143580","143103","Flanker Task","26","10722","27","yes","1024"
"96.42857142857143","96.42857142857143","399.14285714285717","399.14285714285717","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","27","27","0","0","0","27","0","27","0","27","0","0","0","27","27","27","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","454","NA","99243","NA","NA","454","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","143584","144659","101317","NA","NA","111724","2066","NA","NA","144661","2072","NA","NA","144763","145218","144763","Flanker Task","27","11176","28","yes","1024"
"96.55172413793103","96.55172413793103","395.9655172413793","395.9655172413793","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","28","28","0","0","0","28","0","28","0","28","0","0","0","28","28","28","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","307","NA","99243","NA","NA","307","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","145222","146298","101317","NA","NA","111724","2066","NA","NA","146300","2072","NA","NA","146402","146710","146402","Flanker Task","28","11483","29","yes","1024"
"96.66666666666667","96.66666666666667","395.3666666666667","395.3666666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","29","29","0","0","0","29","0","29","0","29","0","0","0","29","29","29","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","378","NA","99243","NA","NA","378","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","146714","147788","101317","NA","NA","111724","2066","NA","NA","147790","2072","NA","NA","147892","148271","147892","Flanker Task","29","11861","30","yes","1024"
"96.7741935483871","96.7741935483871","393.4516129032258","393.4516129032258","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","30","30","0","0","0","30","0","30","0","30","0","0","0","30","30","30","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","30","30","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","336","NA","99243","NA","NA","336","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","148275","149352","101317","NA","NA","111724","2066","NA","NA","149355","2072","NA","NA","149457","149794","149457","Flanker Task","30","12197","31","yes","1024"
"96.875","96.875","393.375","393.375","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","31","31","0","0","0","31","0","31","0","31","0","0","0","31","31","31","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","31","31","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","391","NA","99243","NA","NA","391","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","149798","150875","101317","NA","NA","111724","2066","NA","NA","150877","2072","NA","NA","150979","151371","150979","Flanker Task","31","12588","32","yes","1024"
"96.96969696969697","96.96969696969697","389.93939393939394","389.93939393939394","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","32","32","0","0","0","32","0","32","0","32","0","0","0","32","32","32","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","32","32","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","h","NA","NA","s","280","NA","99243","NA","NA","280","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","151375","152452","101317","NA","NA","111724","2066","NA","NA","152454","2072","NA","NA","152556","152837","152556","Flanker Task","32","12868","33","yes","1024"
"97.05882352941177","97.05882352941177","386.88235294117646","386.88235294117646","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","33","33","0","0","0","33","0","33","0","33","0","0","0","33","33","33","Sun Sep 26 16:54:32 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","33","33","C:/Users/User/Desktop/School/Research Methods/LW-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","h","NA","NA","h","286","NA","99243","NA","NA","286","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","152842","153918","101317","NA","NA","111724","2066","NA","NA","153921","2072","NA","NA","154023","154310","154023","Flanker Task","33","13154","34","yes","1024"
