"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_errorFeedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_errorFeedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","492","492","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","492","NA","2588","NA","NA","492","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","5661","NA","NA","NA","NA","3071","NA","NA","NA","3062","NA","5773","5881","6374","5769","5880","Flanker Task","1","492","1","yes","1024"
"50","50","454","454","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","416","NA","2588","NA","NA","416","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","5661","NA","NA","NA","6387","3071","NA","NA","NA","3062","NA","7515","7623","8040","7511","7623","Flanker Task","1","908","2","yes","1024"
"66.6666666667","66.6666666667","449","449","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","2","0","0","0","2","0","2","2","2","2","2","2","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","439","NA","2588","NA","NA","439","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","5661","NA","NA","NA","8558","3071","NA","NA","8050","3062","NA","9674","9783","10222","9669","9782","Flanker Task","2","1347","3","yes","1024"
"75","75","466.5","466.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","3","0","0","0","3","0","3","3","3","3","3","3","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","519","NA","2588","NA","NA","519","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","5661","NA","NA","NA","10229","3071","NA","NA","8050","3062","NA","11367","11470","11990","11362","11470","Flanker Task","3","1866","4","yes","1024"
"80","80","462","462","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","4","0","0","0","4","0","4","4","4","4","4","4","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","444","NA","2588","NA","NA","444","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","5661","NA","NA","NA","11997","3071","NA","NA","8050","3062","NA","13123","13231","13675","13118","13231","Flanker Task","4","2310","5","yes","1024"
"83.3333333333","83.3333333333","469","469","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","5","0","0","0","5","0","5","5","5","5","5","5","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","504","NA","2588","NA","NA","504","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","5661","NA","NA","NA","13685","3071","NA","NA","8050","3062","NA","14810","14914","15419","14805","14914","Flanker Task","5","2814","6","yes","1024"
"85.7142857143","85.7142857143","468.714285714","468.714285714","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","6","0","0","0","6","0","6","6","6","6","6","6","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","467","NA","2588","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","5661","NA","NA","NA","15427","3071","NA","NA","8050","3062","NA","16535","16644","17112","16530","16643","Flanker Task","6","3281","7","yes","1024"
"87.5","87.5","478.625","478.625","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","7","0","0","0","7","0","7","7","7","7","7","7","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","548","NA","2588","NA","NA","548","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","5661","NA","NA","NA","17121","3071","NA","NA","8050","3062","NA","18248","18357","18906","18244","18356","Flanker Task","7","3829","8","yes","1024"
"88.8888888889","88.8888888889","482.888888889","482.888888889","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","8","0","0","0","8","0","8","8","8","8","8","8","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","517","NA","2588","NA","NA","517","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","5661","NA","NA","NA","18916","3071","NA","NA","8050","3062","NA","20041","20151","20669","20038","20150","Flanker Task","8","4346","9","yes","1024"
"90","90","480.8","480.8","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","9","0","0","0","9","0","9","9","9","9","9","9","09/23/21 16:37:44","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\bryan\OneDrive\Documents\School\PSYC 5316  (Quant Methods)\Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/bryan/OneDrive/Documents/School/PSYC 5316  (Quant Methods)/Lab 2/BS-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","462","NA","2588","NA","NA","462","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","5661","NA","NA","NA","20677","3071","NA","NA","8050","3062","NA","21783","21886","22349","21779","21886","Flanker Task","9","4808","10","yes","1024"
