"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_Sequence","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_Sequence","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","685","685","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","10","10","0","0","0","10","0","10","0","10","0","0","0","10","10","10","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","725","NA","46032","NA","NA","725","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","65435","66508","47793","NA","NA","NA","1754","NA","NA","66511","1760","NA","NA","66613","67338","66613","Flanker Task","11","7535","11","yes","1024"
"100","100","677.6666666666666","677.6666666666666","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","11","11","0","0","0","11","0","11","0","11","0","0","0","11","11","11","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","597","NA","46032","NA","NA","597","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","67342","68414","47793","NA","NA","NA","1754","NA","NA","68416","1760","NA","NA","68518","69116","68517","Flanker Task","12","8132","12","yes","1024"
"100","100","662","662","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","12","12","0","0","0","12","0","12","0","12","0","0","0","12","12","12","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","474","NA","46032","NA","NA","474","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","69120","70192","47793","NA","NA","NA","1754","NA","NA","70195","1760","NA","NA","70297","70772","70297","Flanker Task","13","8606","13","yes","1024"
"100","100","649.2142857142857","649.2142857142857","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","13","13","0","0","0","13","0","13","0","13","0","0","0","13","13","13","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","483","NA","46032","NA","NA","483","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","70776","71848","47793","NA","NA","NA","1754","NA","NA","71850","1760","NA","NA","71953","72436","71953","Flanker Task","14","9089","14","yes","1024"
"100","100","647.6666666666666","647.6666666666666","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","14","14","0","0","0","14","0","14","0","14","0","0","0","14","14","14","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","626","NA","46032","NA","NA","626","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","72440","73513","47793","NA","NA","NA","1754","NA","NA","73516","1760","NA","NA","73618","74245","73617","Flanker Task","15","9715","15","yes","1024"
"100","100","635.875","635.875","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","15","15","0","0","0","15","0","15","0","15","0","0","0","15","15","15","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","459","NA","46032","NA","NA","459","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","74249","75323","47793","NA","NA","NA","1754","NA","NA","75326","1760","NA","NA","75428","75887","75428","Flanker Task","16","10174","16","yes","1024"
"100","100","631.4117647058823","631.4117647058823","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","16","16","0","0","0","16","0","16","0","16","0","0","0","16","16","16","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","560","NA","46032","NA","NA","560","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","75891","76964","47793","NA","NA","NA","1754","NA","NA","76967","1760","NA","NA","77069","77630","77069","Flanker Task","17","10734","17","yes","1024"
"100","100","620.2222222222222","620.2222222222222","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","17","17","0","0","0","17","0","17","0","17","0","0","0","17","17","17","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","430","NA","46032","NA","NA","430","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","77634","78710","47793","NA","NA","NA","1754","NA","NA","78713","1760","NA","NA","78815","79246","78815","Flanker Task","18","11164","18","yes","1024"
"100","100","609.9473684210526","609.9473684210526","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","18","18","0","0","0","18","0","18","0","18","0","0","0","18","18","18","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","425","NA","46032","NA","NA","425","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","79250","80325","47793","NA","NA","NA","1754","NA","NA","80327","1760","NA","NA","80429","80855","80429","Flanker Task","19","11589","19","yes","1024"
"95","95","597.4","597.4","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","19","19","0","0","0","19","0","19","0","19","0","0","0","19","19","19","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","359","NA","46032","NA","NA","359","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","80860","81932","47793","NA","NA","NA","1754","NA","NA","81935","1760","NA","NA","82037","82397","82037","Flanker Task","19","11948","20","yes","1024"
"95.23809523809524","95.23809523809524","591.5714285714286","591.5714285714286","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","20","20","0","0","0","20","0","20","0","20","0","0","0","20","20","20","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","475","NA","46032","NA","NA","475","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","82903","83978","47793","NA","NA","82401","1754","NA","NA","83981","1760","NA","NA","84083","84559","84083","Flanker Task","20","12423","21","yes","1024"
"95.45454545454545","95.45454545454545","588.1363636363636","588.1363636363636","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","21","21","0","0","0","21","0","21","0","21","0","0","0","21","21","21","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","516","NA","46032","NA","NA","516","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","84564","85639","47793","NA","NA","82401","1754","NA","NA","85641","1760","NA","NA","85743","86260","85743","Flanker Task","21","12939","22","yes","1024"
"95.65217391304348","95.65217391304348","590.1739130434783","590.1739130434783","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","22","22","0","0","0","22","0","22","0","22","0","0","0","22","22","22","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","635","NA","46032","NA","NA","635","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","86264","87350","47793","NA","NA","82401","1754","NA","NA","87353","1760","NA","NA","87455","88090","87455","Flanker Task","22","13574","23","yes","1024"
"95.83333333333333","95.83333333333333","587.625","587.625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","23","23","0","0","0","23","0","23","0","23","0","0","0","23","23","23","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","529","NA","46032","NA","NA","529","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","88095","89168","47793","NA","NA","82401","1754","NA","NA","89171","1760","NA","NA","89273","89803","89273","Flanker Task","23","14103","24","yes","1024"
"96","96","582.6","582.6","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","24","24","0","0","0","24","0","24","0","24","0","0","0","24","24","24","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","462","NA","46032","NA","NA","462","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","89807","90880","47793","NA","NA","82401","1754","NA","NA","90882","1760","NA","NA","90984","91447","90984","Flanker Task","24","14565","25","yes","1024"
"96.15384615384616","96.15384615384616","575.8461538461538","575.8461538461538","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","25","25","0","0","0","25","0","25","0","25","0","0","0","25","25","25","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","407","NA","46032","NA","NA","407","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","91451","92524","47793","NA","NA","82401","1754","NA","NA","92527","1760","NA","NA","92629","93037","92629","Flanker Task","25","14972","26","yes","1024"
"96.29629629629629","96.29629629629629","567.8518518518518","567.8518518518518","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","26","26","0","0","0","26","0","26","0","26","0","0","0","26","26","26","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","360","NA","46032","NA","NA","360","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","93041","94115","47793","NA","NA","82401","1754","NA","NA","94118","1760","NA","NA","94220","94581","94220","Flanker Task","26","15332","27","yes","1024"
"96.42857142857143","96.42857142857143","565","565","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","27","27","0","0","0","27","0","27","0","27","0","0","0","27","27","27","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","488","NA","46032","NA","NA","488","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","94585","95659","47793","NA","NA","82401","1754","NA","NA","95662","1760","NA","NA","95764","96253","95764","Flanker Task","27","15820","28","yes","1024"
"96.55172413793103","96.55172413793103","562.6551724137931","562.6551724137931","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","28","28","0","0","0","28","0","28","0","28","0","0","0","28","28","28","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","497","NA","46032","NA","NA","497","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","96257","97330","47793","NA","NA","82401","1754","NA","NA","97333","1760","NA","NA","97435","97932","97435","Flanker Task","28","16317","29","yes","1024"
"96.66666666666667","96.66666666666667","558.9333333333333","558.9333333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","29","29","0","0","0","29","0","29","0","29","0","0","0","29","29","29","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","451","NA","46032","NA","NA","451","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","97936","99010","47793","NA","NA","82401","1754","NA","NA","99013","1760","NA","NA","99115","99567","99115","Flanker Task","29","16768","30","yes","1024"
"96.7741935483871","96.7741935483871","555.2258064516129","555.2258064516129","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","30","30","0","0","0","30","0","30","0","30","0","0","0","30","30","30","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","30","30","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","444","NA","46032","NA","NA","444","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","99571","100644","47793","NA","NA","82401","1754","NA","NA","100646","1760","NA","NA","100748","101193","100748","Flanker Task","30","17212","31","yes","1024"
"96.875","96.875","553.25","553.25","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","31","31","0","0","0","31","0","31","0","31","0","0","0","31","31","31","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","31","31","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","492","NA","46032","NA","NA","492","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","101198","102272","47793","NA","NA","82401","1754","NA","NA","102275","1760","NA","NA","102377","102870","102377","Flanker Task","31","17704","32","yes","1024"
"96.96969696969697","96.96969696969697","552.6666666666666","552.6666666666666","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","32","32","0","0","0","32","0","32","0","32","0","0","0","32","32","32","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","32","32","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","534","NA","46032","NA","NA","534","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","102874","103948","47793","NA","NA","82401","1754","NA","NA","103951","1760","NA","NA","104053","104588","104053","Flanker Task","32","18238","33","yes","1024"
"97.05882352941177","97.05882352941177","550.1470588235294","550.1470588235294","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","33","33","0","0","0","33","0","33","0","33","0","0","0","33","33","33","Sat Sep 25 17:53:42 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/User/Desktop/School/Research Methods","no","mono","no","18","no","white","no","yes","768","legacy","33","33","C:/Users/User/Desktop/School/Research Methods/LW-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","467","NA","46032","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","104592","105664","47793","NA","NA","82401","1754","NA","NA","105666","1760","NA","NA","105768","106236","105767","Flanker Task","33","18705","34","yes","1024"
