"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Closing","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_error_feedback","count_experiment","count_faster","count_fixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Closing","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_time","response_time_Closing","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Closing","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_error_feedback","time_experiment","time_faster","time_fixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","481","481","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","481","NA","47885","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","50482","NA","NA","NA","NA","2596","NA","NA","NA","2588","NA","50571","50672","51153","50569","50672","Flanker Task","0","481","1","yes","1024"
"50","50","448.5","448.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","416","NA","47885","NA","NA","416","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","50482","NA","NA","NA","51662","2596","NA","NA","51161","2588","NA","52719","52822","53239","52717","52822","Flanker Task","1","897","2","yes","1024"
"66.66666666666667","66.66666666666667","435.6666666666667","435.6666666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","2","0","0","0","2","0","2","2","2","2","2","2","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","410","NA","47885","NA","NA","410","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","50482","NA","NA","NA","53245","2596","NA","NA","51161","2588","NA","54302","54403","54813","54300","54403","Flanker Task","2","1307","3","yes","1024"
"75","75","421.5","421.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","3","0","0","0","3","0","3","3","3","3","3","3","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","379","NA","47885","NA","NA","379","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","50482","NA","NA","NA","54818","2596","NA","NA","51161","2588","NA","55875","55979","56358","55874","55979","Flanker Task","3","1686","4","yes","1024"
"80","80","428","428","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","4","0","0","0","4","0","4","4","4","4","4","4","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","454","NA","47885","NA","NA","454","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","50482","NA","NA","NA","56363","2596","NA","NA","51161","2588","NA","57420","57524","57979","57418","57524","Flanker Task","4","2140","5","yes","1024"
"83.33333333333333","83.33333333333333","448","448","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","5","0","0","0","5","0","5","5","5","5","5","5","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","548","NA","47885","NA","NA","548","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","50482","NA","NA","NA","57982","2596","NA","NA","51161","2588","NA","59039","59140","59689","59037","59140","Flanker Task","5","2688","6","yes","1024"
"71.42857142857143","71.42857142857143","444.14285714285717","444.14285714285717","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","0","0","0","0","6","0","0","0","6","0","6","6","6","6","6","6","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","421","NA","47885","NA","NA","421","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","50482","NA","NA","NA","59695","2596","NA","NA","51161","2588","NA","60753","60857","61278","60751","60857","Flanker Task","5","3109","7","yes","1024"
"75","75","453.875","453.875","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","7","0","0","0","7","0","7","7","7","7","7","7","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","522","NA","47885","NA","NA","522","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","50482","NA","NA","NA","61787","2596","NA","NA","61286","2588","NA","62846","62950","63473","62844","62950","Flanker Task","6","3631","8","yes","1024"
"77.77777777777777","77.77777777777777","453.3333333333333","453.3333333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","8","0","0","0","8","0","8","8","8","8","8","8","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","449","NA","47885","NA","NA","449","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","50482","NA","NA","NA","63476","2596","NA","NA","61286","2588","NA","64534","64639","65089","64532","64639","Flanker Task","7","4080","9","yes","1024"
"80","80","447.4","447.4","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","9","0","0","0","9","0","9","9","9","9","9","9","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","s","NA","s","NA","NA","s","394","NA","47885","NA","NA","394","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","50482","NA","NA","NA","65095","2596","NA","NA","61286","2588","NA","66153","66254","66649","66151","66254","Flanker Task","8","4474","10","yes","1024"
"81.81818181818181","81.81818181818181","451.8181818181818","451.8181818181818","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","10","0","0","0","10","0","10","10","10","10","10","10","Tue Sep 21 08:32:56 2021","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/warne/OneDrive/Documents/Tarleton - MS Applied Psychology/Adv Quantitative Methods and Experimental Design/Labs/AV-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.9","0","h","NA","s","NA","NA","h","496","NA","47885","NA","NA","496","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","50482","NA","NA","NA","66655","2596","NA","NA","61286","2588","NA","67713","67818","68314","67711","67817","Flanker Task","9","4970","11","yes","1024"
