"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instuction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_getting_started","count_incorrectFeedback","count_instruction2","count_instuction1","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_prode","count_thankYou","count_welcome","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction2","response_instuction1","response_keyboard_response","response_thankYou","response_time","response_time_instruction2","response_time_instuction1","response_time_keyboard_response","response_time_thankYou","response_time_welcome","response_welcome","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_getting_started","time_incorrectFeedback","time_instruction2","time_instuction1","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_prode","time_thankYou","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","951.4545454545455","951.4545454545455","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","NA","10","0","0","10","10","10","0","10","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","NA","right","left","NA","791","NA","44867","791","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","114621","111288","112377","3621","NA","112389","NA","NA","NA","3636","116636","117428","113404","48529","116636","NA","NA","Sternberg Task","11","10466","11","yes","1024"
"100","100","923.75","923.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","11","0","0","11","NA","11","0","0","11","11","11","0","11","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","NA","right","right","NA","619","NA","44867","619","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","3","120780","117452","118537","3621","NA","118550","NA","NA","NA","3636","122794","123414","119563","48529","122793","NA","NA","Sternberg Task","12","11085","12","yes","1024"
"100","100","919","919","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","12","0","0","12","NA","12","0","0","12","12","12","0","12","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","862","32001","44867","862","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","158830","123441","156585","3621","156499","156598","NA","NA","124497","3636","160843","161706","157613","48529","160843","NA","NA","Sternberg Task","13","11947","13","yes","1024"
"100","100","896.3571428571429","896.3571428571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","NA","13","0","0","13","13","13","0","13","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","602","32001","44867","602","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","165070","161731","162825","3621","156499","162837","NA","NA","124497","3636","167086","167689","163852","48529","167086","NA","NA","Sternberg Task","14","12549","14","yes","1024"
"100","100","891.2666666666667","891.2666666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","NA","14","0","0","14","14","14","0","14","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","820","32001","44867","820","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","171044","167715","168800","3621","156499","168813","NA","NA","124497","3636","173059","173881","169828","48529","173058","NA","NA","Sternberg Task","15","13369","15","yes","1024"
"100","100","874.75","874.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","0","0","15","NA","15","0","0","15","15","15","0","15","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","627","32001","44867","627","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","177234","173907","174991","3621","156499","175003","NA","NA","124497","3636","179248","179877","176016","48529","179248","NA","NA","Sternberg Task","16","13996","16","yes","1024"
"100","100","875.2352941176471","875.2352941176471","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","16","0","0","16","NA","16","0","0","16","16","16","0","16","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","883","32001","44867","883","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","183232","179901","180986","3621","156499","181000","NA","NA","124497","3636","185246","186131","182014","48529","185245","NA","NA","Sternberg Task","17","14879","17","yes","1024"
"100","100","873.4444444444445","873.4444444444445","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","17","0","0","17","NA","17","0","0","17","17","17","0","17","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","843","32001","44867","843","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","189501","186162","187253","3621","156499","187268","NA","NA","124497","3636","191515","192359","188283","48529","191515","NA","NA","Sternberg Task","18","15722","18","yes","1024"
"100","100","858.3684210526316","858.3684210526316","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","18","0","0","18","NA","18","0","0","18","18","18","0","18","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","587","32001","44867","587","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","195712","192382","193467","3621","156499","193480","NA","NA","124497","3636","197726","198314","194495","48529","197725","NA","NA","Sternberg Task","19","16309","19","yes","1024"
"100","100","859.05","859.05","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","0","0","19","NA","19","0","0","19","19","19","0","19","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","872","32001","44867","872","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","201672","198339","199428","3621","156499","199440","NA","NA","124497","3636","203687","204560","200456","48529","203687","NA","NA","Sternberg Task","20","17181","20","yes","1024"
"100","100","853.9047619047619","853.9047619047619","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","20","20","0","0","20","NA","20","0","0","20","20","20","0","20","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","751","32001","44867","751","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","207916","204586","205671","3621","156499","205684","NA","NA","124497","3636","209930","210682","206699","48529","209929","NA","NA","Sternberg Task","21","17932","21","yes","1024"
"100","100","851.0909090909091","851.0909090909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","NA","21","0","0","21","21","21","0","21","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","792","32001","44867","792","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","214034","210702","211789","3621","156499","211801","NA","NA","124497","3636","216049","216842","212817","48529","216049","NA","NA","Sternberg Task","22","18724","22","yes","1024"
"100","100","848.6521739130435","848.6521739130435","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","22","0","0","22","NA","22","0","0","22","22","22","0","22","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","795","32001","44867","795","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","220199","216868","217953","3621","156499","217966","NA","NA","124497","3636","222213","223009","218982","48529","222213","NA","NA","Sternberg Task","23","19519","23","yes","1024"
"100","100","854.5416666666666","854.5416666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","NA","23","0","0","23","23","23","0","23","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","990","32001","44867","990","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","226368","223036","224123","3621","156499","224136","NA","NA","124497","3636","228382","229373","225151","48529","228382","NA","NA","Sternberg Task","24","20509","24","yes","1024"
"100","100","845.8","845.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","0","0","24","NA","24","0","0","24","24","24","0","24","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","636","32001","44867","636","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","232733","229400","230485","3621","156499","230499","NA","NA","124497","3636","234747","235384","231514","48529","234747","NA","NA","Sternberg Task","25","21145","25","yes","1024"
"100","100","864.1538461538462","864.1538461538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","25","0","0","25","NA","25","0","0","25","25","25","0","25","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1323","32001","44867","1323","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","238726","235398","236485","3621","156499","236498","NA","NA","124497","3636","240740","242064","237513","48529","240740","NA","NA","Sternberg Task","26","22468","26","yes","1024"
"100","100","874.7407407407408","874.7407407407408","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","0","0","26","NA","26","0","0","26","26","26","0","26","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","1150","32001","44867","1150","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","245414","242080","243167","3621","156499","243180","NA","NA","124497","3636","247428","248580","244197","48529","247427","NA","NA","Sternberg Task","27","23618","27","yes","1024"
"100","100","874","874","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","27","27","0","0","27","NA","27","0","0","27","27","27","0","27","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","854","32001","44867","854","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","251942","248606","249696","3621","156499","249709","NA","NA","124497","3636","253958","254814","250725","48529","253958","NA","NA","Sternberg Task","28","24472","28","yes","1024"
"100","100","868.8275862068965","868.8275862068965","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","0","0","28","NA","28","0","0","28","28","28","0","28","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","2 8 9 4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","724","32001","44867","724","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","258172","254841","255926","3621","156499","255939","NA","NA","124497","3636","260186","260911","256954","48529","260186","NA","NA","Sternberg Task","29","25196","29","yes","1024"
"100","100","867.4666666666667","867.4666666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","0","0","29","NA","29","0","0","29","29","29","0","29","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","828","32001","44867","828","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","264268","260938","262022","3621","156499","262035","NA","NA","124497","3636","266282","267111","263051","48529","266282","NA","NA","Sternberg Task","30","26024","30","yes","1024"
"100","100","863.0967741935484","863.0967741935484","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","NA","30","0","0","30","30","30","0","30","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","732","32001","44867","732","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","270465","267134","268224","3621","156499","268236","NA","NA","124497","3636","272479","273212","269252","48529","272479","NA","NA","Sternberg Task","31","26756","31","yes","1024"
"100","100","865.1875","865.1875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","NA","31","0","0","31","31","31","0","31","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","930","32001","44867","930","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","276570","273235","274325","3621","156499","274337","NA","NA","124497","3636","278584","279515","275353","48529","278584","NA","NA","Sternberg Task","32","27686","32","yes","1024"
"100","100","859.1515151515151","859.1515151515151","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","32","0","0","32","NA","32","0","0","32","32","32","0","32","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","666","32001","44867","666","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","282871","279542","280626","3621","156499","280639","NA","NA","124497","3636","284885","285552","281654","48529","284885","NA","NA","Sternberg Task","33","28352","33","yes","1024"
"100","100","858.4117647058823","858.4117647058823","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","0","0","33","NA","33","0","0","33","33","33","0","33","0","NA","Sun Oct 25 13:46:23 2020","The main experiment item","yes","SternbergTask.osexp","/Users/Arianna/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","/Users/Arianna/Downloads/AG-subject-3.csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","834","32001","44867","834","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","288897","285567","286651","3621","156499","286664","NA","NA","124497","3636","290911","291747","287679","48529","290911","NA","NA","Sternberg Task","34","29186","34","yes","1024"
