"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_prob","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_prob","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"76.1904761905","76.1904761905","992.095238095","992.095238095","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","0","0","20","20","0","0","20","20","20","20","0","20","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","706","7984","18285","706","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","9","155690","156762","4190","108016","156765","143635","4197","89730","158971","160972","161679","157766","12182","160972","NA","Sternberg Task","16","20834","21","yes","1024"
"77.2727272727","77.2727272727","986.727272727","986.727272727","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","21","0","0","21","21","0","0","21","21","21","21","0","21","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","874","7984","18285","874","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","161693","162746","4190","108016","162748","143635","4197","89730","164950","166951","167825","163749","12182","166951","NA","Sternberg Task","17","21708","22","yes","1024"
"78.2608695652","78.2608695652","972.565217391","972.565217391","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","0","0","22","22","0","0","22","22","22","22","0","22","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","661","7984","18285","661","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","167829","168904","4190","108016","168905","143635","4197","89730","171109","173110","173771","169906","12182","173110","NA","Sternberg Task","18","22369","23","yes","1024"
"79.1666666667","79.1666666667","955.833333333","955.833333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","0","23","23","0","0","23","23","23","23","0","23","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","571","7984","18285","571","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","173783","174836","4190","108016","174837","143635","4197","89730","177041","179045","179617","175839","12182","179044","NA","Sternberg Task","19","22940","24","yes","1024"
"76","76","978.52","978.52","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","24","24","0","0","24","24","0","0","24","24","24","24","0","24","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","right","right","NA","1523","7984","18285","1523","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","9","179630","180684","4190","108016","180686","143635","4197","89730","182892","184893","186418","181688","12182","184893","NA","Sternberg Task","19","24463","25","yes","1024"
"76.9230769231","76.9230769231","968.461538462","968.461538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","0","0","25","25","0","0","25","25","25","25","0","25","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","717","7984","18285","717","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","179630","187486","4190","108016","187488","186432","4197","89730","189693","191694","192411","188489","12182","191694","NA","Sternberg Task","20","25180","26","yes","1024"
"77.7777777778","77.7777777778","963.851851852","963.851851852","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","0","0","26","26","0","0","26","26","26","26","0","26","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","844","7984","18285","844","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","192426","193497","4190","108016","193498","186432","4197","89730","195703","197704","198548","194499","12182","197704","NA","Sternberg Task","21","26024","27","yes","1024"
"78.5714285714","78.5714285714","961.714285714","961.714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","0","0","27","27","0","0","27","27","27","27","0","27","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","904","7984","18285","904","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","198563","199617","4190","108016","199619","186432","4197","89730","201821","203822","204727","200620","12182","203822","NA","Sternberg Task","22","26928","28","yes","1024"
"79.3103448276","79.3103448276","949.655172414","949.655172414","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","0","0","28","28","0","0","28","28","28","28","0","28","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 2 3","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","612","7984","18285","612","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","3","204739","205794","4190","108016","205796","186432","4197","89730","208003","210004","210617","206800","12182","210004","NA","Sternberg Task","23","27540","29","yes","1024"
"76.6666666667","76.6666666667","956.133333333","956.133333333","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","29","29","0","0","29","29","0","0","29","29","29","29","0","29","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","right","right","NA","1144","7984","18285","1144","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","210629","211684","4190","108016","211686","186432","4197","89730","213889","215890","217035","212687","12182","215890","NA","Sternberg Task","23","28684","30","yes","1024"
"77.4193548387","77.4193548387","954.419354839","954.419354839","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","0","0","30","30","0","0","30","30","30","30","0","30","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","903","7984","18285","903","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","210629","218101","4190","108016","218103","217047","4197","89730","220308","222309","223213","219104","12182","222309","NA","Sternberg Task","24","29587","31","yes","1024"
"78.125","78.125","945.875","945.875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","0","0","31","31","0","0","31","31","31","31","0","31","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","681","7984","18285","681","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","223224","224296","4190","108016","224299","217047","4197","89730","226504","228505","229187","225300","12182","228505","NA","Sternberg Task","25","30268","32","yes","1024"
"75.7575757576","75.7575757576","942.454545455","942.454545455","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","32","32","0","0","32","32","0","0","32","32","32","32","0","32","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","right","right","NA","833","7984","18285","833","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","229191","230245","4190","108016","230247","217047","4197","89730","232457","234461","235294","231252","12182","234461","NA","Sternberg Task","25","31101","33","yes","1024"
"76.4705882353","76.4705882353","941.058823529","941.058823529","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","0","0","33","33","0","0","33","33","33","33","0","33","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","895","7984","18285","895","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","229191","236366","4190","108016","236369","235306","4197","89730","238574","240579","241474","237370","12182","240579","NA","Sternberg Task","26","31996","34","yes","1024"
"77.1428571429","77.1428571429","930.742857143","930.742857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","0","0","34","34","0","0","34","34","34","34","0","34","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","580","7984","18285","580","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","241486","242539","4190","108016","242541","235306","4197","89730","244746","246751","247332","243542","12182","246751","NA","Sternberg Task","27","32576","35","yes","1024"
"75","75","937.083333333","937.083333333","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","35","35","0","0","35","35","0","0","35","35","35","35","0","35","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","right","right","NA","1159","7984","18285","1159","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","247345","248399","4190","108016","248402","235306","4197","89730","250608","252609","253769","249403","12182","252609","NA","Sternberg Task","27","33735","36","yes","1024"
"75.6756756757","75.6756756757","937.486486486","937.486486486","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","0","0","36","36","0","0","36","36","36","36","0","36","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","952","7984","18285","952","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","247345","254834","4190","108016","254836","253781","4197","89730","257039","259044","259997","255838","12182","259043","NA","Sternberg Task","28","34687","37","yes","1024"
"76.3157894737","76.3157894737","934.526315789","934.526315789","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","0","0","37","37","0","0","37","37","37","37","0","37","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","825","7984","18285","825","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","260000","261069","4190","108016","261071","253781","4197","89730","263276","265277","266103","262072","12182","265277","NA","Sternberg Task","29","35512","38","yes","1024"
"76.9230769231","76.9230769231","925.615384615","925.615384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","0","0","38","38","0","0","38","38","38","38","0","38","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","587","7984","18285","587","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","266116","267176","4190","108016","267178","253781","4197","89730","269383","271384","271972","268179","12182","271384","NA","Sternberg Task","30","36099","39","yes","1024"
"77.5","77.5","921.55","921.55","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","39","39","0","0","39","39","0","0","39","39","39","39","0","39","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","763","7984","18285","763","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","271985","273040","4190","108016","273041","253781","4197","89730","275243","277244","278008","274042","12182","277244","NA","Sternberg Task","31","36862","40","yes","1024"
"78.0487804878","78.0487804878","918.048780488","918.048780488","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","40","0","0","40","40","0","0","40","40","40","40","0","40","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","778","7984","18285","778","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","278019","279074","4190","108016","279075","253781","4197","89730","281281","283282","284061","280077","12182","283282","NA","Sternberg Task","32","37640","41","yes","1024"
"78.5714285714","78.5714285714","913.880952381","913.880952381","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","0","0","41","41","0","0","41","41","41","41","0","41","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","743","7984","18285","743","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","284073","285129","4190","108016","285130","253781","4197","89730","287334","289335","290079","286131","12182","289335","NA","Sternberg Task","33","38383","42","yes","1024"
"79.0697674419","79.0697674419","911.372093023","911.372093023","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","42","0","0","42","42","0","0","42","42","42","42","0","42","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","806","7984","18285","806","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","290093","291148","4190","108016","291149","253781","4197","89730","293355","295356","296163","292151","12182","295356","NA","Sternberg Task","34","39189","43","yes","1024"
"79.5454545455","79.5454545455","907.931818182","907.931818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","43","0","0","43","43","0","0","43","43","43","43","0","43","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","760","7984","18285","760","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","7","296175","297229","4190","108016","297231","253781","4197","89730","299435","301440","302201","298232","12182","301440","NA","Sternberg Task","35","39949","44","yes","1024"
"80","80","911.933333333","911.933333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","0","0","44","44","0","0","44","44","44","44","0","44","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1088","7984","18285","1088","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","302213","303267","4190","108016","303269","253781","4197","89730","305474","307475","308564","304271","12182","307475","NA","Sternberg Task","36","41037","45","yes","1024"
"80.4347826087","80.4347826087","907.717391304","907.717391304","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","45","45","0","0","45","45","0","0","45","45","45","45","0","45","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","718","7984","18285","718","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","308578","309632","4190","108016","309634","253781","4197","89730","311839","313840","314559","310635","12182","313840","NA","Sternberg Task","37","41755","46","yes","1024"
"80.8510638298","80.8510638298","905.489361702","905.489361702","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","46","46","0","0","46","46","0","0","46","46","46","46","0","46","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","803","7984","18285","803","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","314571","315626","4190","108016","315628","253781","4197","89730","317834","319836","320640","316629","12182","319836","NA","Sternberg Task","38","42558","47","yes","1024"
"81.25","81.25","910.958333333","910.958333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","47","0","0","47","47","0","0","47","47","47","47","0","47","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1168","7984","18285","1168","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","320653","321707","4190","108016","321708","253781","4197","89730","323912","325913","327082","322709","12182","325913","NA","Sternberg Task","39","43726","48","yes","1024"
"81.6326530612","81.6326530612","907.306122449","907.306122449","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","48","0","0","48","48","0","0","48","48","48","48","0","48","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","732","7984","18285","732","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","5","327095","328148","4190","108016","328149","253781","4197","89730","330355","332356","333089","329151","12182","332356","NA","Sternberg Task","40","44458","49","yes","1024"
"82","82","907.02","907.02","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","0","0","49","49","0","0","49","49","49","49","0","49","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","893","7984","18285","893","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","333101","334155","4190","108016","334156","253781","4197","89730","336361","338362","339255","335158","12182","338362","NA","Sternberg Task","41","45351","50","yes","1024"
"82.3529411765","82.3529411765","913","913","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","50","50","0","0","50","50","0","0","50","50","50","50","0","50","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1212","7984","18285","1212","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","339268","340322","4190","108016","340324","253781","4197","89730","342530","344531","345744","341325","12182","344531","NA","Sternberg Task","42","46563","51","yes","1024"
"82.6923076923","82.6923076923","908.538461538","908.538461538","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","0","0","51","51","0","0","51","51","51","51","0","51","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","2 8 5 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","681","7984","18285","681","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","345759","346813","4190","108016","346815","253781","4197","89730","349017","351018","351701","347816","12182","351018","NA","Sternberg Task","43","47244","52","yes","1024"
