"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_prob","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_prob","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"83.0188679245","83.0188679245","907.490566038","907.490566038","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","52","0","0","52","52","0","0","52","52","52","52","0","52","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","853","7984","18285","853","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","351704","352757","4190","108016","352759","253781","4197","89730","354964","356966","357820","353760","12182","356966","NA","Sternberg Task","44","48097","53","yes","1024"
"81.4814814815","81.4814814815","905.796296296","905.796296296","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","53","53","0","0","53","53","0","0","53","53","53","53","0","53","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","right","right","NA","816","7984","18285","816","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","357832","358886","4190","108016","358887","253781","4197","89730","361091","363092","363909","359888","12182","363092","NA","Sternberg Task","44","48913","54","yes","1024"
"81.8181818182","81.8181818182","912.145454545","912.145454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","54","54","0","0","54","54","0","0","54","54","54","54","0","54","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","1255","7984","18285","1255","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","357832","364977","4190","108016","364979","363923","4197","89730","367180","369181","370437","365980","12182","369181","NA","Sternberg Task","45","50168","55","yes","1024"
"82.1428571429","82.1428571429","909.75","909.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","0","0","55","55","0","0","55","55","55","55","0","55","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","778","7984","18285","778","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","370449","371508","4190","108016","371509","363923","4197","89730","373716","375720","376499","372511","12182","375720","NA","Sternberg Task","46","50946","56","yes","1024"
"82.4561403509","82.4561403509","906.140350877","906.140350877","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","0","0","56","56","0","0","56","56","56","56","0","56","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","704","7984","18285","704","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","376513","377566","4190","108016","377569","363923","4197","89730","379775","381779","382483","378570","12182","381779","NA","Sternberg Task","47","51650","57","yes","1024"
"82.7586206897","82.7586206897","903.862068966","903.862068966","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","57","0","0","57","57","0","0","57","57","57","57","0","57","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","774","7984","18285","774","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","382496","383551","4190","108016","383552","363923","4197","89730","385756","387757","388532","384554","12182","387757","NA","Sternberg Task","48","52424","58","yes","1024"
"83.0508474576","83.0508474576","902.06779661","902.06779661","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","58","0","0","58","58","0","0","58","58","58","58","0","58","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 9 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","798","7984","18285","798","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","388544","389597","4190","108016","389599","363923","4197","89730","391803","393804","394603","390601","12182","393804","NA","Sternberg Task","49","53222","59","yes","1024"
"83.3333333333","83.3333333333","900.166666667","900.166666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","59","59","0","0","59","59","0","0","59","59","59","59","0","59","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","788","7984","18285","788","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","394615","395670","4190","108016","395671","363923","4197","89730","397876","399877","400666","396672","12182","399877","NA","Sternberg Task","50","54010","60","yes","1024"
"83.606557377","83.606557377","900.704918033","900.704918033","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","60","0","0","60","60","0","0","60","60","60","60","0","60","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","933","7984","18285","933","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","400678","401732","4190","108016","401734","363923","4197","89730","403940","405941","406875","402735","12182","405941","NA","Sternberg Task","51","54943","61","yes","1024"
"82.2580645161","82.2580645161","911.14516129","911.14516129","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","61","61","0","0","61","61","0","0","61","61","61","61","0","61","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","right","right","NA","1548","7984","18285","1548","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","406889","407944","4190","108016","407945","363923","4197","89730","410148","412149","413698","408947","12182","412149","NA","Sternberg Task","51","56491","62","yes","1024"
"82.5396825397","82.5396825397","906.587301587","906.587301587","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","62","0","0","62","62","0","0","62","62","62","62","0","62","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","2 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","624","7984","18285","624","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","2","406889","414755","4190","108016","414756","413701","4197","89730","416960","418961","419586","415757","12182","418961","NA","Sternberg Task","52","57115","63","yes","1024"
"82.8125","82.8125","904.75","904.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","0","0","63","63","0","0","63","63","63","63","0","63","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","789","7984","18285","789","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","419598","420655","4190","108016","420656","413701","4197","89730","422860","424864","425654","421657","12182","424864","NA","Sternberg Task","53","57904","64","yes","1024"
"83.0769230769","83.0769230769","902.107692308","902.107692308","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","64","64","0","0","64","64","0","0","64","64","64","64","0","64","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","733","7984","18285","733","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","1","425666","426722","4190","108016","426723","413701","4197","89730","428928","430929","431663","427724","12182","430929","NA","Sternberg Task","54","58637","65","yes","1024"
"83.3333333333","83.3333333333","898.924242424","898.924242424","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","65","0","0","65","65","0","0","65","65","65","65","0","65","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","692","7984","18285","692","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","431676","432730","4190","108016","432731","413701","4197","89730","434933","436934","437627","433732","12182","436934","NA","Sternberg Task","55","59329","66","yes","1024"
"83.5820895522","83.5820895522","895.074626866","895.074626866","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","66","66","0","0","66","66","0","0","66","66","66","66","0","66","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","641","7984","18285","641","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","437641","438695","4190","108016","438697","413701","4197","89730","440900","442901","443543","439698","12182","442901","NA","Sternberg Task","56","59970","67","yes","1024"
"83.8235294118","83.8235294118","892.132352941","892.132352941","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","67","67","0","0","67","67","0","0","67","67","67","67","0","67","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","695","7984","18285","695","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","443555","444609","4190","108016","444610","413701","4197","89730","446817","448822","449518","445612","12182","448821","NA","Sternberg Task","57","60665","68","yes","1024"
"84.0579710145","84.0579710145","889.695652174","889.695652174","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","68","68","0","0","68","68","0","0","68","68","68","68","0","68","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","724","7984","18285","724","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","449531","450585","4190","108016","450587","413701","4197","89730","452793","454794","455519","451588","12182","454794","NA","Sternberg Task","58","61389","69","yes","1024"
"84.2857142857","84.2857142857","886.871428571","886.871428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","69","0","0","69","69","0","0","69","69","69","69","0","69","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","692","7984","18285","692","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","455533","456586","4190","108016","456588","413701","4197","89730","458796","460797","461490","457592","12182","460797","NA","Sternberg Task","59","62081","70","yes","1024"
"84.5070422535","84.5070422535","883.690140845","883.690140845","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","70","70","0","0","70","70","0","0","70","70","70","70","0","70","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","661","7984","18285","661","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","461502","462556","4190","108016","462557","413701","4197","89730","464762","466763","467425","463559","12182","466763","NA","Sternberg Task","60","62742","71","yes","1024"
"84.7222222222","84.7222222222","883.805555556","883.805555556","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","71","71","0","0","71","71","0","0","71","71","71","71","0","71","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","892","7984","18285","892","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","467428","468482","4190","108016","468484","413701","4197","89730","470690","472691","473584","469486","12182","472691","NA","Sternberg Task","61","63634","72","yes","1024"
"83.5616438356","83.5616438356","882.712328767","882.712328767","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","72","72","0","0","72","72","0","0","72","72","72","72","0","72","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","right","right","NA","804","7984","18285","804","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","473597","474651","4190","108016","474653","413701","4197","89730","476859","478861","479666","475654","12182","478861","NA","Sternberg Task","61","64438","73","yes","1024"
"83.7837837838","83.7837837838","882.527027027","882.527027027","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","73","73","0","0","73","73","0","0","73","73","73","73","0","73","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","869","7984","18285","869","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","473597","480734","4190","108016","480736","479679","4197","89730","482940","484941","485811","481737","12182","484941","NA","Sternberg Task","62","65307","74","yes","1024"
"84","84","881.106666667","881.106666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","74","74","0","0","74","74","0","0","74","74","74","74","0","74","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","62","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","776","7984","18285","776","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","485824","486879","4190","108016","486881","479679","4197","89730","489084","491085","491862","487882","12182","491085","NA","Sternberg Task","63","66083","75","yes","1024"
"84.2105263158","84.2105263158","882.078947368","882.078947368","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","75","75","0","0","75","75","0","0","75","75","75","75","0","75","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","63","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","955","7984","18285","955","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","491873","492928","4190","108016","492930","479679","4197","89730","495135","497136","498092","493931","12182","497136","NA","Sternberg Task","64","67038","76","yes","1024"
"84.4155844156","84.4155844156","878.532467532","878.532467532","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","76","76","0","0","76","76","0","0","76","76","76","76","0","76","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","64","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","609","7984","18285","609","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","498105","499167","4190","108016","499168","479679","4197","89730","501373","503374","503983","500169","12182","503374","NA","Sternberg Task","65","67647","77","yes","1024"
"84.6153846154","84.6153846154","876.974358974","876.974358974","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","77","77","0","0","77","77","0","0","77","77","77","77","0","77","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","5 3 2 6 9 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","757","7984","18285","757","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","503995","505051","4190","108016","505052","479679","4197","89730","507255","509256","510014","506053","12182","509256","NA","Sternberg Task","66","68404","78","yes","1024"
"84.8101265823","84.8101265823","874.392405063","874.392405063","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","78","78","0","0","78","78","0","0","78","78","78","78","0","78","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","673","7984","18285","673","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","510028","511082","4190","108016","511084","479679","4197","89730","513288","515289","515963","512085","12182","515289","NA","Sternberg Task","67","69077","79","yes","1024"
"85","85","872.325","872.325","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","79","79","0","0","79","79","0","0","79","79","79","79","0","79","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","709","7984","18285","709","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","515977","517052","4190","108016","517053","479679","4197","89730","519259","521260","521969","518054","12182","521260","NA","Sternberg Task","68","69786","80","yes","1024"
"85.1851851852","85.1851851852","870.283950617","870.283950617","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","80","80","0","0","80","80","0","0","80","80","80","80","0","80","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","3 9 6 2","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","707","7984","18285","707","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","521982","523041","4190","108016","523042","479679","4197","89730","525245","527250","527957","524044","12182","527249","NA","Sternberg Task","69","70493","81","yes","1024"
"85.3658536585","85.3658536585","869.304878049","869.304878049","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","81","81","0","0","81","81","0","0","81","81","81","81","0","81","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","790","7984","18285","790","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","6","527970","529032","4190","108016","529034","479679","4197","89730","531238","533239","534030","530037","12182","533239","NA","Sternberg Task","70","71283","82","yes","1024"
"85.5421686747","85.5421686747","871.337349398","871.337349398","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","82","82","0","0","82","82","0","0","82","82","82","82","0","82","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1038","7984","18285","1038","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","534042","535096","4190","108016","535099","479679","4197","89730","537302","539303","540342","536100","12182","539303","NA","Sternberg Task","71","72321","83","yes","1024"
"85.7142857143","85.7142857143","869.142857143","869.142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","83","83","0","0","83","83","0","0","83","83","83","83","0","83","0","10/22/20 21:58:44","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-4.csv","legacy","7 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","687","7984","18285","687","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","8","540354","541412","4190","108016","541413","479679","4197","89730","543621","545626","546314","542417","12182","545624","NA","Sternberg Task","72","73008","84","yes","1024"
