"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","2000","2000","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","NA","None","NA","2000","73421","NA","2000","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","83517","NA","81301","5228","NA","81307","NA","5239","NA","85522","87522","82312","78662","85521","NA","SternbergTask","0","2000","1","yes","1024"
"50","50","1671.5","1671.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","NA","left","NA","1343","73421","NA","1343","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","91215","NA","89001","5228","NA","89007","87747","5239","NA","93221","94566","90011","78662","93220","NA","SternbergTask","1","3343","2","yes","1024"
"33.3333333333","33.3333333333","1459.33333333","1459.33333333","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","NA","left","NA","1035","73421","NA","1035","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","98049","94595","95834","5228","NA","95840","87747","5239","NA","100058","101094","96844","78662","100056","NA","SternbergTask","1","4378","3","yes","1024"
"25","25","1476.5","1476.5","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","NA","left","NA","1528","73421","NA","1528","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","104663","94595","102443","5228","NA","102449","101201","5239","NA","106672","108201","103453","78662","106670","NA","SternbergTask","1","5906","4","yes","1024"
"40","40","1445.8","1445.8","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","1323","73421","NA","1323","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","111713","94595","109498","5228","NA","109503","108259","5239","NA","113718","115042","110508","78662","113717","NA","SternbergTask","2","7229","5","yes","1024"
"33.3333333333","33.3333333333","1428.33333333","1428.33333333","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","NA","right","NA","1341","73421","NA","1341","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","118527","115074","116307","5228","NA","116313","108259","5239","NA","120533","121875","117322","78662","120532","NA","SternbergTask","2","8570","6","yes","1024"
"28.5714285714","28.5714285714","1368","1368","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","NA","right","NA","1006","73421","NA","1006","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","125362","115074","123146","5228","NA","123152","121919","5239","NA","127367","128374","124156","78662","127366","NA","SternbergTask","2","9576","7","yes","1024"
"37.5","37.5","1366","1366","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1352","73421","NA","1352","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","132348","115074","130134","5228","NA","130140","128896","5239","NA","134354","135708","131144","78662","134353","NA","SternbergTask","3","10928","8","yes","1024"
"33.3333333333","33.3333333333","1286.11111111","1286.11111111","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","NA","right","NA","647","73421","NA","647","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","139189","135742","136975","5228","NA","136981","128896","5239","NA","141194","141843","137985","78662","141193","NA","SternbergTask","3","11575","9","yes","1024"
"30","30","1357.6","1357.6","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","10/25/20 15:32:00","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/hw-subject-2.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","NA","None","NA","2001","73421","NA","2001","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","145341","135742","143127","5228","NA","143132","141889","5239","NA","147347","149349","144136","78662","147347","NA","SternbergTask","3","13576","10","yes","1024"
