"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_prob","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_prob","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"93.75","93.75","1246.328125","1246.328125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","0","0","63","63","0","0","63","63","63","63","0","63","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1919","511305","5323","1919","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","931351","932408","4569","600691","932409","924495","4577","595367","934615","936616","938536","933410","515883","936616","NA","Sternberg Task","60","79765","64","yes","1024"
"93.8461538462","93.8461538462","1249.41538462","1249.41538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","64","64","0","0","64","64","0","0","64","64","64","64","0","64","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1447","511305","5323","1447","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","938552","939610","4569","600691","939611","924495","4577","595367","941817","943818","945266","940615","515883","943818","NA","Sternberg Task","61","81212","65","yes","1024"
"93.9393939394","93.9393939394","1253.72727273","1253.72727273","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","65","65","0","0","65","65","0","0","65","65","65","65","0","65","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1534","511305","5323","1534","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","945278","946341","4569","600691","946342","924495","4577","595367","948548","950553","952088","947343","515883","950552","NA","Sternberg Task","62","82746","66","yes","1024"
"94.0298507463","94.0298507463","1252.07462687","1252.07462687","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","66","0","0","66","66","0","0","66","66","66","66","0","66","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1143","511305","5323","1143","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","952102","953157","4569","600691","953159","924495","4577","595367","955365","957366","958510","954161","515883","957366","NA","Sternberg Task","63","83889","67","yes","1024"
"94.1176470588","94.1176470588","1262.11764706","1262.11764706","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","67","67","0","0","67","67","0","0","67","67","67","67","0","67","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1935","511305","5323","1935","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","958514","959572","4569","600691","959574","924495","4577","595367","961781","963782","965718","960577","515883","963782","NA","Sternberg Task","64","85824","68","yes","1024"
"94.2028985507","94.2028985507","1266.02898551","1266.02898551","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","68","68","0","0","68","68","0","0","68","68","68","68","0","68","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1532","511305","5323","1532","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","9","965730","966786","4569","600691","966787","924495","4577","595367","968995","970996","972529","967791","515883","970996","NA","Sternberg Task","65","87356","69","yes","1024"
"94.2857142857","94.2857142857","1267.44285714","1267.44285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","69","0","0","69","69","0","0","69","69","69","69","0","69","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","1365","511305","5323","1365","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","972540","973597","4569","600691","973598","924495","4577","595367","975806","977807","979173","974602","515883","977807","NA","Sternberg Task","66","88721","70","yes","1024"
"94.3661971831","94.3661971831","1263.16901408","1263.16901408","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","70","70","0","0","70","70","0","0","70","70","70","70","0","70","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","964","511305","5323","964","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","979186","980246","4569","600691","980247","924495","4577","595367","982452","984453","985418","981248","515883","984453","NA","Sternberg Task","67","89685","71","yes","1024"
"94.4444444444","94.4444444444","1259.43055556","1259.43055556","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","71","71","0","0","71","71","0","0","71","71","71","71","0","71","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","994","511305","5323","994","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","985430","986488","4569","600691","986490","924495","4577","595367","988696","990697","991692","987491","515883","990697","NA","Sternberg Task","68","90679","72","yes","1024"
"94.5205479452","94.5205479452","1264.65753425","1264.65753425","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","72","72","0","0","72","72","0","0","72","72","72","72","0","72","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1641","511305","5323","1641","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","991705","992764","4569","600691","992765","924495","4577","595367","994967","996968","998610","993766","515883","996968","NA","Sternberg Task","69","92320","73","yes","1024"
"94.5945945946","94.5945945946","1261.40540541","1261.40540541","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","73","73","0","0","73","73","0","0","73","73","73","73","0","73","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1024","511305","5323","1024","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","998621","999687","4569","600691","999688","924495","4577","595367","1001892","1003893","1004918","1000689","515883","1003893","NA","Sternberg Task","70","93344","74","yes","1024"
"94.6666666667","94.6666666667","1259.10666667","1259.10666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","74","74","0","0","74","74","0","0","74","74","74","74","0","74","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","62","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","1089","511305","5323","1089","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","1004931","1005987","4569","600691","1005988","924495","4577","595367","1008196","1010197","1011287","1006992","515883","1010197","NA","Sternberg Task","71","94433","75","yes","1024"
"94.7368421053","94.7368421053","1258.36842105","1258.36842105","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","75","75","0","0","75","75","0","0","75","75","75","75","0","75","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","63","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1203","511305","5323","1203","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","7","1011291","1012348","4569","600691","1012349","924495","4577","595367","1014554","1016555","1017759","1013350","515883","1016555","NA","Sternberg Task","72","95636","76","yes","1024"
"94.8051948052","94.8051948052","1259.96103896","1259.96103896","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","76","76","0","0","76","76","0","0","76","76","76","76","0","76","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","64","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1381","511305","5323","1381","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","1017773","1018847","4569","600691","1018849","924495","4577","595367","1021051","1023052","1024434","1019850","515883","1023052","NA","Sternberg Task","73","97017","77","yes","1024"
"94.8717948718","94.8717948718","1258.76923077","1258.76923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","77","77","0","0","77","77","0","0","77","77","77","77","0","77","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","1167","511305","5323","1167","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","1024447","1025504","4569","600691","1025505","924495","4577","595367","1027711","1029712","1030880","1026507","515883","1029712","NA","Sternberg Task","74","98184","78","yes","1024"
"94.9367088608","94.9367088608","1254.37974684","1254.37974684","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","78","78","0","0","78","78","0","0","78","78","78","78","0","78","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","912","511305","5323","912","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","1030891","1031948","4569","600691","1031949","924495","4577","595367","1034153","1036154","1037067","1032950","515883","1036154","NA","Sternberg Task","75","99096","79","yes","1024"
"95","95","1257.0375","1257.0375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","79","79","0","0","79","79","0","0","79","79","79","79","0","79","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","1467","511305","5323","1467","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","1037079","1038135","4569","600691","1038137","924495","4577","595367","1040341","1042342","1043810","1039138","515883","1042342","NA","Sternberg Task","76","100563","80","yes","1024"
"95.0617283951","95.0617283951","1256.49382716","1256.49382716","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","80","80","0","0","80","80","0","0","80","80","80","80","0","80","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1213","511305","5323","1213","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","1043822","1044878","4569","600691","1044879","924495","4577","595367","1047087","1049087","1050301","1045883","515883","1049087","NA","Sternberg Task","77","101776","81","yes","1024"
"95.1219512195","95.1219512195","1258.58536585","1258.58536585","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","81","81","0","0","81","81","0","0","81","81","81","81","0","81","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","1428","511305","5323","1428","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","1050313","1051370","4569","600691","1051371","924495","4577","595367","1053576","1055578","1057007","1052372","515883","1055578","NA","Sternberg Task","78","103204","82","yes","1024"
"95.1807228916","95.1807228916","1258.46987952","1258.46987952","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","82","82","0","0","82","82","0","0","82","82","82","82","0","82","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","1249","511305","5323","1249","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","1057019","1058093","4569","600691","1058094","924495","4577","595367","1060299","1062300","1063550","1059095","515883","1062300","NA","Sternberg Task","79","104453","83","yes","1024"
"95.2380952381","95.2380952381","1262.53571429","1262.53571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","83","83","0","0","83","83","0","0","83","83","83","83","0","83","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","1600","511305","5323","1600","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","1063563","1064620","4569","600691","1064621","924495","4577","595367","1066824","1068825","1070426","1065622","515883","1068825","NA","Sternberg Task","80","106053","84","yes","1024"
"95.2941176471","95.2941176471","1265.01176471","1265.01176471","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","84","84","0","0","84","84","0","0","84","84","84","84","0","84","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","72","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1473","511305","5323","1473","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","1070439","1071500","4569","600691","1071501","924495","4577","595367","1073710","1075714","1077189","1072505","515883","1075714","NA","Sternberg Task","81","107526","85","yes","1024"
"95.3488372093","95.3488372093","1262.3255814","1262.3255814","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","85","85","0","0","85","85","0","0","85","85","85","85","0","85","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","73","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","1034","511305","5323","1034","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","1077201","1078258","4569","600691","1078260","924495","4577","595367","1080463","1082464","1083499","1079261","515883","1082464","NA","Sternberg Task","82","108560","86","yes","1024"
"95.4022988506","95.4022988506","1266.11494253","1266.11494253","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","86","86","0","0","86","86","0","0","86","86","86","86","0","86","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","74","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1592","511305","5323","1592","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","1083512","1084574","4569","600691","1084575","924495","4577","595367","1086780","1088781","1090374","1085576","515883","1088781","NA","Sternberg Task","83","110152","87","yes","1024"
"95.4545454545","95.4545454545","1264.5","1264.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","87","87","0","0","87","87","0","0","87","87","87","87","0","87","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","75","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1124","511305","5323","1124","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","1090387","1091444","4569","600691","1091445","924495","4577","595367","1093648","1095653","1096778","1092446","515883","1095652","NA","Sternberg Task","84","111276","88","yes","1024"
"95.5056179775","95.5056179775","1267.37078652","1267.37078652","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","88","88","0","0","88","88","0","0","88","88","88","88","0","88","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","76","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1520","511305","5323","1520","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","1096781","1097839","4569","600691","1097841","924495","4577","595367","1100046","1102048","1103569","1098842","515883","1102048","NA","Sternberg Task","85","112796","89","yes","1024"
"95.5555555556","95.5555555556","1267.96666667","1267.96666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","89","89","0","0","89","89","0","0","89","89","89","89","0","89","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","77","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","1321","511305","5323","1321","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","1103583","1104640","4569","600691","1104643","924495","4577","595367","1106851","1108852","1110174","1105646","515883","1108852","NA","Sternberg Task","86","114117","90","yes","1024"
"95.6043956044","95.6043956044","1263.12087912","1263.12087912","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","90","90","0","0","90","90","0","0","90","90","90","90","0","90","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","78","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","827","511305","5323","827","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","4","1110188","1111244","4569","600691","1111246","924495","4577","595367","1113451","1115452","1116281","1112247","515883","1115452","NA","Sternberg Task","87","114944","91","yes","1024"
"95.652173913","95.652173913","1260.19565217","1260.19565217","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","91","91","0","0","91","91","0","0","91","91","91","91","0","91","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","79","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","994","511305","5323","994","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","1116292","1117353","4569","600691","1117354","924495","4577","595367","1119558","1121562","1122557","1118355","515883","1121562","NA","Sternberg Task","88","115938","92","yes","1024"
"95.6989247312","95.6989247312","1261.75268817","1261.75268817","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","92","92","0","0","92","92","0","0","92","92","92","92","0","92","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","80","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","1405","511305","5323","1405","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","1122568","1123625","4569","600691","1123627","924495","4577","595367","1125831","1127833","1129238","1124628","515883","1127833","NA","Sternberg Task","89","117343","93","yes","1024"
"95.7446808511","95.7446808511","1263.04255319","1263.04255319","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","93","93","0","0","93","93","0","0","93","93","93","93","0","93","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","81","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1383","511305","5323","1383","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","1129250","1130308","4569","600691","1130309","924495","4577","595367","1132514","1134515","1135899","1131310","515883","1134515","NA","Sternberg Task","90","118726","94","yes","1024"
