"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_Fixation","count_IncorrectFeedback","count_Instructions2","count_MemSet","count_ThankYou","count_correctfeedback","count_expLoop","count_expSequence","count_experiment","count_instruction1","count_isi","count_keyboard_response","count_logger","count_practiceLoop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions2","response_ThankYou","response_instruction1","response_keyboard_response","response_time","response_time_Instructions2","response_time_ThankYou","response_time_instruction1","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_IncorrectFeedback","time_Instructions2","time_MemSet","time_ThankYou","time_correctfeedback","time_expLoop","time_expSequence","time_experiment","time_instruction1","time_isi","time_keyboard_response","time_logger","time_practiceLoop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909090909","90.9090909090909","893.4545454545455","893.4545454545455","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","0","10","0","10","0","10","0","0","10","10","10","0","10","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","NA","NA","down","right","590","NA","NA","5605","590","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","71215","51989","NA","72221","NA","70064","NA","71213","2178","2182","73426","75431","76021","7788","75431","Sternberg task","10","9828","11","yes","1024"
"91.66666666666667","91.66666666666667","850.75","850.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","0","11","0","11","0","11","0","0","11","11","11","0","11","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","left","NA","NA","down","left","381","NA","NA","5605","381","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","77173","51989","NA","78178","NA","76030","NA","77171","2178","2182","79382","81387","81768","7788","81387","Sternberg task","11","10209","12","yes","1024"
"92.3076923076923","92.3076923076923","834.8461538461538","834.8461538461538","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","0","12","0","12","0","12","0","0","12","12","12","0","12","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","NA","down","left","644","2152","NA","5605","644","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","85088","51989","82838","86093","NA","81777","84990","85086","2178","2182","87298","89304","89949","7788","89303","Sternberg task","12","10853","13","yes","1024"
"92.85714285714286","92.85714285714286","846.9285714285714","846.9285714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","0","13","0","13","0","13","0","0","13","13","13","0","13","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","1004","2152","NA","5605","1004","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","91102","51989","82838","92107","NA","89960","84990","91100","2178","2182","93313","95318","96322","7788","95318","Sternberg task","13","11857","14","yes","1024"
"93.33333333333333","93.33333333333333","845.8666666666667","845.8666666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","0","14","0","14","0","14","0","0","14","14","14","0","14","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","831","2152","NA","5605","831","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","97475","51989","82838","98480","NA","96331","84990","97472","2178","2182","99685","101690","102522","7788","101690","Sternberg task","14","12688","15","yes","1024"
"93.75","93.75","837.875","837.875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","0","15","0","15","0","15","0","0","15","15","15","0","15","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","6 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","718","2152","NA","5605","718","2","legacy","2","1024","2","48000","-16","experiment","2","even","9","103669","51989","82838","104674","NA","102531","84990","103667","2178","2182","105879","107884","108603","7788","107884","Sternberg task","15","13406","16","yes","1024"
"94.11764705882354","94.11764705882354","852.9411764705883","852.9411764705883","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","0","16","0","16","0","16","0","0","16","16","16","0","16","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.3","2","y","0","left","down","NA","down","left","1094","2152","NA","5605","1094","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","109769","51989","82838","110774","NA","108612","84990","109767","2178","2182","111979","113981","115076","7788","113981","Sternberg task","16","14500","17","yes","1024"
"88.88888888888889","88.88888888888889","849.2777777777778","849.2777777777778","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","17","17","0","17","0","17","0","17","0","0","17","17","17","0","17","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.3","4","y","0","right","down","NA","down","right","787","2152","NA","5605","787","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","116220","51989","82838","117223","NA","115081","84990","116218","2178","2182","118425","120431","121218","7788","120430","Sternberg task","16","15287","18","yes","1024"
"89.47368421052632","89.47368421052632","850","850","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","0","18","0","18","0","18","0","0","18","18","18","0","18","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","863","2152","NA","5605","863","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","122379","121229","82838","123385","NA","115081","84990","122377","2178","2182","124590","126595","127459","7788","126595","Sternberg task","17","16150","19","yes","1024"
"85","85","851.75","851.75","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","19","19","0","19","0","19","0","19","0","0","19","19","19","0","19","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","right","down","NA","down","right","885","2152","NA","5605","885","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","128614","121229","82838","129619","NA","127471","84990","128612","2178","2182","130824","132829","133715","7788","132829","Sternberg task","17","17035","20","yes","1024"
"80.95238095238095","80.95238095238095","871.3333333333334","871.3333333333334","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","20","20","0","20","0","20","0","20","0","0","20","20","20","0","20","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.3","2","y","0","right","down","NA","down","right","1263","2152","NA","5605","1263","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","134867","133726","82838","135872","NA","127471","84990","134865","2178","2182","137077","139082","140345","7788","139082","Sternberg task","17","18298","21","yes","1024"
"81.81818181818181","81.81818181818181","875.4545454545455","875.4545454545455","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","0","21","0","21","0","21","0","0","21","21","21","0","21","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","962","2152","NA","5605","962","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","141496","140354","82838","142501","NA","127471","84990","141494","2178","2182","143706","145711","146673","7788","145711","Sternberg task","18","19260","22","yes","1024"
"82.6086956521739","82.6086956521739","890","890","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","0","22","0","22","0","22","0","0","22","22","22","0","22","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","down","NA","down","left","1210","2152","NA","5605","1210","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","147832","140354","82838","148837","NA","146682","84990","147829","2178","2182","150041","152046","153256","7788","152046","Sternberg task","19","20470","23","yes","1024"
"83.33333333333333","83.33333333333333","892.0833333333334","892.0833333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","23","0","23","0","23","0","0","23","23","23","0","23","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","down","NA","down","left","940","2152","NA","5605","940","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","154436","140354","82838","155441","NA","153266","84990","154434","2178","2182","156646","158651","159592","7788","158651","Sternberg task","20","21410","24","yes","1024"
"84","84","897.92","897.92","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","0","24","0","24","0","24","0","0","24","24","24","0","24","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","down","NA","down","left","1038","2152","NA","5605","1038","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","160745","140354","82838","161750","NA","159601","84990","160743","2178","2182","162955","164960","165999","7788","164960","Sternberg task","21","22448","25","yes","1024"
"84.61538461538461","84.61538461538461","887.3461538461538","887.3461538461538","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","0","25","0","25","0","25","0","0","25","25","25","0","25","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","down","NA","down","left","623","2152","NA","5605","623","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","167145","140354","82838","168150","NA","166007","84990","167143","2178","2182","169356","171361","171984","7788","171361","Sternberg task","22","23071","26","yes","1024"
"81.48148148148148","81.48148148148148","900.8888888888889","900.8888888888889","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","26","26","0","26","0","26","0","26","0","0","26","26","26","0","26","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.3","3","y","0","right","down","NA","down","right","1253","2152","NA","5605","1253","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","173137","140354","82838","174142","NA","171993","84990","173134","2178","2182","175347","177352","178606","7788","177352","Sternberg task","22","24324","27","yes","1024"
"82.14285714285714","82.14285714285714","891.6428571428571","891.6428571428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","0","27","0","27","0","27","0","0","27","27","27","0","27","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","642","2152","NA","5605","642","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","179751","178617","82838","180757","NA","171993","84990","179749","2178","2182","181962","183965","184607","7788","183965","Sternberg task","23","24966","28","yes","1024"
"82.75862068965517","82.75862068965517","886.551724137931","886.551724137931","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","0","28","0","28","0","28","0","0","28","28","28","0","28","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","down","NA","down","left","744","2152","NA","5605","744","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","185760","178617","82838","186766","NA","184616","84990","185758","2178","2182","187971","189978","190722","7788","189978","Sternberg task","24","25710","29","yes","1024"
"83.33333333333333","83.33333333333333","878.9333333333333","878.9333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","0","29","0","29","0","29","0","0","29","29","29","0","29","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","658","2152","NA","5605","658","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","191881","178617","82838","192886","NA","190732","84990","191879","2178","2182","194090","196095","196753","7788","196095","Sternberg task","25","26368","30","yes","1024"
"83.87096774193549","83.87096774193549","872.3225806451613","872.3225806451613","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","0","30","0","30","0","30","0","0","30","30","30","0","30","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","down","right","674","2152","NA","5605","674","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","197897","178617","82838","198902","NA","196762","84990","197895","2178","2182","200107","202112","202786","7788","202112","Sternberg task","26","27042","31","yes","1024"
"81.25","81.25","865.625","865.625","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","31","31","0","31","0","31","0","31","0","0","31","31","31","0","31","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","left","down","NA","down","left","658","2152","NA","5605","658","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","203900","178617","82838","204905","NA","202795","84990","203898","2178","2182","206110","208115","208774","7788","208115","Sternberg task","26","27700","32","yes","1024"
"81.81818181818181","81.81818181818181","855.8484848484849","855.8484848484849","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","0","32","0","32","0","32","0","0","32","32","32","0","32","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","down","NA","down","left","543","2152","NA","5605","543","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","209921","208782","82838","210926","NA","202795","84990","209919","2178","2182","212131","214136","214680","7788","214136","Sternberg task","27","28243","33","yes","1024"
"82.3529411764706","82.3529411764706","853.7941176470588","853.7941176470588","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","0","33","0","33","0","33","0","0","33","33","33","0","33","Tue Oct 20 12:42:08 2020","The main experiment item","yes","Sternbergtask.osexp","C:\Users\chris\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/chris/OneDrive/Desktop/CM-subject-2.csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.3","6","y","0","left","down","NA","down","left","786","2152","NA","5605","786","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","215832","208782","82838","216837","NA","214689","84990","215830","2178","2182","218042","220047","220834","7788","220047","Sternberg task","28","29029","34","yes","1024"
