"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_new_keyboard_response","correct_response","count_ISI","count_MemorySet","count_PracticeLoop","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instructions1","count_instructions2","count_logger","count_new_keyboard_response","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instructions1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instructions1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_MemorySet","time_PracticeLoop","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instructions1","time_instructions2","time_logger","time_new_keyboard_response","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","2000","2000","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","None","right","NA","None","NA","2000","46242","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","52135","50920","49498","NA","49896","3199","NA","49908","NA","3234","NA","56147","54147","54147","NA","Sternberg Task","0","2000","1","yes","1024"
"0","0","1330.5","1330.5","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","1","1","0","1","1","0","0","1","1","0","0","1","1","1","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","NA","left","NA","661","46242","NA","661","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","59545","58331","49498","NA","57307","3199","NA","57319","56201","3234","NA","62219","61557","61557","NA","Sternberg Task","0","2661","2","yes","1024"
"0","0","1553.6666666666667","1553.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","2","2","0","2","2","0","0","2","2","0","0","2","2","2","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","NA","None","NA","2000","46242","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","65567","64356","49498","NA","63332","3199","NA","63345","62240","3234","NA","69578","67578","67578","NA","Sternberg Task","0","4661","3","yes","1024"
"25","25","1443.5","1443.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","0","3","3","0","0","3","3","0","0","3","3","3","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","NA","left","NA","1113","46242","NA","1113","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","72906","71694","49498","NA","70671","3199","NA","70682","69598","3234","NA","76044","74918","74918","NA","Sternberg Task","1","5774","4","yes","1024"
"20","20","1290.4","1290.4","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","4","4","0","4","4","0","0","4","4","0","0","4","4","4","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","NA","right","NA","678","46242","NA","678","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","79369","78155","49498","76057","77131","3199","NA","77142","69598","3234","NA","82059","81380","81380","NA","Sternberg Task","1","6452","5","yes","1024"
"33.333333333333336","33.333333333333336","1215.1666666666667","1215.1666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","0","5","5","0","0","5","5","0","0","5","5","5","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","839","46242","NA","839","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","85394","84181","49498","76057","83156","3199","NA","83168","82081","3234","NA","88246","87406","87406","NA","Sternberg Task","2","7291","6","yes","1024"
"42.857142857142854","42.857142857142854","1142.4285714285713","1142.4285714285713","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","0","6","6","0","0","6","6","0","0","6","6","6","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","NA","left","NA","706","46242","NA","706","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","91580","90365","49498","88268","89342","3199","NA","89353","82081","3234","NA","94299","93592","93592","NA","Sternberg Task","3","7997","7","yes","1024"
"50","50","1073.625","1073.625","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","0","7","7","0","0","7","7","0","0","7","7","7","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","592","46242","NA","592","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","97631","96418","49498","94319","95395","3199","NA","95406","82081","3234","NA","100240","99647","99646","NA","Sternberg Task","4","8589","8","yes","1024"
"55.55555555555556","55.55555555555556","1006.1111111111111","1006.1111111111111","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","0","8","8","0","0","8","8","0","0","8","8","8","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","466","46242","NA","466","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","103580","102364","49498","100262","101337","3199","NA","101352","82081","3234","NA","106058","105591","105591","NA","Sternberg Task","5","9055","9","yes","1024"
"60","60","947.8","947.8","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","9","0","9","9","0","0","9","9","0","0","9","9","9","0","Sun Oct 25 18:40:38 2020","The main experiment item","yes","HoughSternbergTask.osexp","/Users/tionnahough/Desktop/Fall 2020","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/tionnahough/Desktop/th-subject-2.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","423","46242","NA","423","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","109393","108180","49498","106083","107156","3199","NA","107167","82081","3234","NA","111829","111405","111405","NA","Sternberg Task","6","9478","10","yes","1024"
