"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_Instructions2","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions2","response_instruction1","response_keyboard_response","response_thankYou","response_time","response_time_Instructions2","response_time_instruction1","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instructions2","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"59.4594594595","59.4594594595","435.405405405","435.405405405","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","36","0","36","36","0","0","36","36","0","36","36","36","0","36","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","right","right","NA","320","4749","2303","320","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","227161","78497","211973","224944","3332","83248","224950","223743","3343","229167","229489","225955","5648","229166","NA","Sternberg task","22","16110","37","yes","1024"
"57.8947368421","57.8947368421","434.631578947","434.631578947","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","37","0","37","37","0","0","37","37","0","37","37","37","0","37","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","406","4749","2303","406","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","232939","78497","211973","230724","3332","83248","230728","229527","3343","234945","235353","231733","5648","234945","NA","Sternberg task","22","16516","38","yes","1024"
"58.9743589744","58.9743589744","431.615384615","431.615384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","0","38","38","0","0","38","38","0","38","38","38","0","38","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","317","4749","2303","317","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","238795","78497","211973","236580","3332","83248","236584","235380","3343","240802","241121","237589","5648","240801","NA","Sternberg task","23","16833","39","yes","1024"
"60","60","431.225","431.225","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","0","39","39","0","0","39","39","0","39","39","39","0","39","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","416","4749","2303","416","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","244560","78497","241147","242345","3332","83248","242349","235380","3343","246567","246985","243354","5648","246567","NA","Sternberg task","24","17249","40","yes","1024"
"60.9756097561","60.9756097561","430.390243902","430.390243902","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","0","40","40","0","0","40","40","0","40","40","40","0","40","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","397","4749","2303","397","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","250419","78497","247007","248204","3332","83248","248208","235380","3343","252425","252825","249213","5648","252425","NA","Sternberg task","25","17646","41","yes","1024"
"59.5238095238","59.5238095238","429.738095238","429.738095238","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","41","0","41","41","0","0","41","41","0","41","41","41","0","41","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","right","right","NA","403","4749","2303","403","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","256263","78497","252852","254049","3332","83248","254053","235380","3343","258267","258673","255057","5648","258267","NA","Sternberg task","25","18049","42","yes","1024"
"60.4651162791","60.4651162791","430.209302326","430.209302326","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","0","42","42","0","0","42","42","0","42","42","42","0","42","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","450","4749","2303","450","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","9","262112","78497","252852","259897","3332","83248","259902","258694","3343","264117","264569","260907","5648","264117","NA","Sternberg task","26","18499","43","yes","1024"
"61.3636363636","61.3636363636","429.681818182","429.681818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","0","43","43","0","0","43","43","0","43","43","43","0","43","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","407","4749","2303","407","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","268011","78497","264598","265795","3332","83248","265799","258694","3343","270016","270425","266804","5648","270016","NA","Sternberg task","27","18906","44","yes","1024"
"60","60","431.222222222","431.222222222","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","44","0","44","44","0","0","44","44","0","44","44","44","0","44","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","499","4749","2303","499","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","273864","78497","270450","271648","3332","83248","271652","258694","3343","275868","276369","272658","5648","275868","NA","Sternberg task","27","19405","45","yes","1024"
"60.8695652174","60.8695652174","434.326086957","434.326086957","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","0","45","45","0","0","45","45","0","45","45","45","0","45","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","574","4749","2303","574","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","279814","78497","270450","277598","3332","83248","277602","276401","3343","281817","282393","278607","5648","281817","NA","Sternberg task","28","19979","46","yes","1024"
"61.7021276596","61.7021276596","439.723404255","439.723404255","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","0","46","46","0","0","46","46","0","46","46","46","0","46","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","688","4749","2303","688","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","285832","78497","282419","283617","3332","83248","283621","276401","3343","287839","288529","284626","5648","287838","NA","Sternberg task","29","20667","47","yes","1024"
"62.5","62.5","439.979166667","439.979166667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","0","47","47","0","0","47","47","0","47","47","47","0","47","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","452","4749","2303","452","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","291966","78497","288555","289753","3332","83248","289757","276401","3343","293970","294425","290760","5648","293970","NA","Sternberg task","30","21119","48","yes","1024"
"63.2653061224","63.2653061224","441.204081633","441.204081633","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","0","48","48","0","0","48","48","0","48","48","48","0","48","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","500","4749","2303","500","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","4","297861","78497","294446","295647","3332","83248","295651","276401","3343","299867","300370","296656","5648","299867","NA","Sternberg task","31","21619","49","yes","1024"
"64","64","443.6","443.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","0","49","49","0","0","49","49","0","49","49","49","0","49","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","561","4749","2303","561","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","303808","78497","300400","301596","3332","83248","301600","276401","3343","305813","306377","302605","5648","305812","NA","Sternberg task","32","22180","50","yes","1024"
"64.7058823529","64.7058823529","446.274509804","446.274509804","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","50","0","50","50","0","0","50","50","0","50","50","50","0","50","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","580","4749","2303","580","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","309815","78497","306402","307600","3332","83248","307604","276401","3343","311819","312401","308609","5648","311818","NA","Sternberg task","33","22760","51","yes","1024"
"65.3846153846","65.3846153846","451.615384615","451.615384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","0","51","51","0","0","51","51","0","51","51","51","0","51","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","724","4749","2303","724","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","315839","78497","312428","313627","3332","83248","313631","276401","3343","317843","318569","314636","5648","317843","NA","Sternberg task","34","23484","52","yes","1024"
"64.1509433962","64.1509433962","480.830188679","480.830188679","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","52","0","52","52","0","0","52","52","0","52","52","52","0","52","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","right","None","NA","2000","4749","2303","2000","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","2","322014","78497","318597","319797","3332","83248","319801","276401","3343","324018","326020","320808","5648","324018","NA","Sternberg task","34","25484","53","yes","1024"
"64.8148148148","64.8148148148","481.814814815","481.814814815","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","0","53","53","0","0","53","53","0","53","53","53","0","53","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","534","4749","2303","534","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","329469","78497","318597","327256","3332","83248","327260","326056","3343","331473","332010","328265","5648","331473","NA","Sternberg task","35","26018","54","yes","1024"
"63.6363636364","63.6363636364","509.418181818","509.418181818","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","54","0","54","54","0","0","54","54","0","54","54","54","0","54","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.3","5","y","0","None","right","right","None","NA","2000","4749","2303","2000","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","335473","78497","332045","333259","3332","83248","333263","326056","3343","337476","339478","334266","5648","337476","NA","Sternberg task","35","28018","55","yes","1024"
"64.2857142857","64.2857142857","509.75","509.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","0","55","55","0","0","55","55","0","55","55","55","0","55","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","528","4749","2303","528","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","342914","78497","332045","340700","3332","83248","340704","339502","3343","344919","345449","341708","5648","344918","NA","Sternberg task","36","28546","56","yes","1024"
"64.9122807018","64.9122807018","509.228070175","509.228070175","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","56","0","56","56","0","0","56","56","0","56","56","56","0","56","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","480","4749","2303","480","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","348882","78497","345470","346669","3332","83248","346673","339502","3343","350887","351370","347678","5648","350887","NA","Sternberg task","37","29026","57","yes","1024"
"63.7931034483","63.7931034483","506.724137931","506.724137931","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","57","0","57","57","0","0","57","57","0","57","57","57","0","57","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","364","4749","2303","364","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","354805","78497","351389","352589","3332","83248","352593","339502","3343","356811","357178","353598","5648","356810","NA","Sternberg task","37","29390","58","yes","1024"
"64.406779661","64.406779661","506.898305085","506.898305085","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","0","58","58","0","0","58","58","0","58","58","58","0","58","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","517","4749","2303","517","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","360614","78497","351389","358399","3332","83248","358403","357199","3343","362618","363138","359407","5648","362617","NA","Sternberg task","38","29907","59","yes","1024"
"63.3333333333","63.3333333333","506.4","506.4","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","59","0","59","59","0","0","59","59","0","59","59","59","0","59","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.3","6","y","0","right","right","right","right","NA","477","4749","2303","477","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","366573","78497","363159","364358","3332","83248","364362","357199","3343","368578","369058","365368","5648","368578","NA","Sternberg task","38","30384","60","yes","1024"
"62.2950819672","62.2950819672","505.524590164","505.524590164","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","60","0","60","60","0","0","60","60","0","60","60","60","0","60","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","453","4749","2303","453","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","372501","78497","363159","370286","3332","83248","370290","369088","3343","374506","374962","371295","5648","374506","NA","Sternberg task","38","30837","61","yes","1024"
"62.9032258065","62.9032258065","502.612903226","502.612903226","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","61","0","61","61","0","0","61","61","0","61","61","61","0","61","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","325","4749","2303","325","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","9","378404","78497","363159","376187","3332","83248","376192","374990","3343","380410","380738","377197","5648","380409","NA","Sternberg task","39","31162","62","yes","1024"
"63.4920634921","63.4920634921","499.920634921","499.920634921","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","0","62","62","0","0","62","62","0","62","62","62","0","62","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","333","4749","2303","333","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","384180","78497","380767","381965","3332","83248","381969","374990","3343","386186","386522","382974","5648","386186","NA","Sternberg task","40","31495","63","yes","1024"
"64.0625","64.0625","498.125","498.125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","0","63","63","0","0","63","63","0","63","63","63","0","63","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","385","4749","2303","385","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","5","389960","78497","386541","387746","3332","83248","387750","374990","3343","391966","392354","388755","5648","391966","NA","Sternberg task","41","31880","64","yes","1024"
"63.0769230769","63.0769230769","496.430769231","496.430769231","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","64","0","64","64","0","0","64","64","0","64","64","64","0","64","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","388","4749","2303","388","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","395789","78497","392377","393574","3332","83248","393578","374990","3343","397795","398186","394582","5648","397794","NA","Sternberg task","41","32268","65","yes","1024"
"63.6363636364","63.6363636364","495.818181818","495.818181818","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","0","65","65","0","0","65","65","0","65","65","65","0","65","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","456","4749","2303","456","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","401626","78497","392377","399411","3332","83248","399415","398214","3343","403631","404090","400420","5648","403631","NA","Sternberg task","42","32724","66","yes","1024"
"64.1791044776","64.1791044776","496.552238806","496.552238806","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","0","66","66","0","0","66","66","0","66","66","66","0","66","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","545","4749","2303","545","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","407527","78497","404115","405311","3332","83248","405315","398214","3343","409534","410082","406321","5648","409533","NA","Sternberg task","43","33269","67","yes","1024"
"64.7058823529","64.7058823529","500.264705882","500.264705882","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","0","67","67","0","0","67","67","0","67","67","67","0","67","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","749","4749","2303","749","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","413523","78497","410108","411307","3332","83248","411312","398214","3343","415530","416282","412317","5648","415529","NA","Sternberg task","44","34018","68","yes","1024"
"65.2173913043","65.2173913043","499.014492754","499.014492754","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","68","0","68","68","0","0","68","68","0","68","68","68","0","68","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","414","4749","2303","414","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","5","419724","78497","416311","417509","3332","83248","417513","398214","3343","421729","422146","418518","5648","421729","NA","Sternberg task","45","34432","69","yes","1024"
"64.2857142857","64.2857142857","499.728571429","499.728571429","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","69","0","69","69","0","0","69","69","0","69","69","69","0","69","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","right","left","NA","549","4749","2303","549","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","425583","78497","422170","423368","3332","83248","423372","398214","3343","427586","428138","424377","5648","427586","NA","Sternberg task","45","34981","70","yes","1024"
"63.3802816901","63.3802816901","499.098591549","499.098591549","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","70","0","70","70","0","0","70","70","0","70","70","70","0","70","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","0","right","right","right","right","NA","455","4749","2303","455","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","431577","78497","422170","429363","3332","83248","429367","428165","3343","433584","434042","430372","5648","433583","NA","Sternberg task","45","35436","71","yes","1024"
"63.8888888889","63.8888888889","498.763888889","498.763888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","71","0","71","71","0","0","71","71","0","71","71","71","0","71","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","475","4749","2303","475","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","437477","78497","422170","435261","3332","83248","435266","434064","3343","439484","439963","436271","5648","439483","NA","Sternberg task","46","35911","72","yes","1024"
"64.3835616438","64.3835616438","498.534246575","498.534246575","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","72","0","72","72","0","0","72","72","0","72","72","72","0","72","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","482","4749","2303","482","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","443406","78497","439993","441191","3332","83248","441195","434064","3343","445413","445898","442200","5648","445412","NA","Sternberg task","47","36393","73","yes","1024"
"64.8648648649","64.8648648649","499.094594595","499.094594595","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","73","0","73","73","0","0","73","73","0","73","73","73","0","73","0","10/24/20 21:23:14","The main experiment item","yes","Sternbergtask.osexp","C:\Users\solom\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/solom/Desktop/MW-subject-3(s).csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","540","4749","2303","540","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","449342","78497","445927","447128","3332","83248","447132","434064","3343","451347","451891","448137","5648","451347","NA","Sternberg task","48","36933","74","yes","1024"
