subject,condition,distance,error,RT,side
20,congruent,3,0,703,right
20,incongruent,3,0,874,right
20,congruent,4,0,687,right
20,congruent,3,0,641,right
20,congruent,1,0,1078,right
20,congruent,2,0,828,right
20,incongruent,3,0,812,right
20,incongruent,3,0,984,right
20,incongruent,1,0,860,right
20,congruent,1,0,734,right
20,incongruent,4,0,797,right
20,congruent,2,0,906,right
20,incongruent,2,0,1375,right
20,incongruent,4,0,843,right
20,incongruent,4,0,1063,right
20,incongruent,1,0,1125,right
20,congruent,2,0,969,right
20,congruent,1,0,781,right
20,incongruent,2,0,922,right
20,incongruent,4,0,1110,right
20,incongruent,2,0,1063,right
20,incongruent,1,0,859,right
20,congruent,2,0,1125,right
20,incongruent,4,0,828,right
20,incongruent,2,0,703,right
20,congruent,1,0,875,right
20,incongruent,3,0,844,right
20,incongruent,3,0,891,right
20,congruent,2,0,906,right
20,incongruent,1,0,1187,right
20,incongruent,1,0,1218,right
20,congruent,1,0,1313,right
20,congruent,4,0,1094,right
20,incongruent,2,0,1094,right
20,congruent,4,0,1265,right
20,congruent,4,0,922,right
20,congruent,3,0,1094,right
20,congruent,3,0,953,right
20,congruent,1,0,750,right
20,congruent,2,0,797,right
20,incongruent,4,0,984,right
20,congruent,3,0,1171,right
20,incongruent,3,0,984,right
21,incongruent,4,0,1907,right
21,incongruent,3,0,1328,right
21,congruent,2,0,1141,right
21,incongruent,1,0,1547,right
21,congruent,3,0,1344,right
21,congruent,2,0,3015,right
21,incongruent,2,0,1454,right
21,congruent,1,0,1390,right
21,incongruent,2,0,1297,right
21,congruent,4,0,1438,right
21,congruent,4,0,1437,right
21,congruent,1,0,1532,right
21,congruent,4,0,1343,right
21,incongruent,4,0,1296,right
21,congruent,1,0,1781,right
21,incongruent,3,0,1562,right
21,congruent,3,0,1563,right
21,congruent,3,0,1359,right
21,incongruent,1,0,1578,right
21,incongruent,4,0,1328,right
21,incongruent,1,0,1391,right
21,congruent,2,0,1422,right
21,incongruent,2,0,1156,right
21,incongruent,3,0,1344,right
21,congruent,1,0,1297,right
21,incongruent,3,0,1344,right
21,congruent,3,0,1312,right
21,incongruent,2,0,1313,right
21,congruent,3,0,1313,right
21,congruent,4,0,1297,right
21,incongruent,2,0,1328,right
21,incongruent,4,0,1500,right
21,incongruent,3,0,1281,right
21,incongruent,1,0,1156,right
21,congruent,2,0,1313,right
21,congruent,4,0,1485,right
21,incongruent,1,0,1328,right
21,congruent,2,0,1688,right
21,incongruent,2,0,1328,right
21,congruent,3,0,1469,right
21,incongruent,4,0,1281,right
21,incongruent,4,0,1547,right
21,incongruent,3,0,1141,right
21,congruent,1,0,1375,right
21,congruent,1,0,1156,right
21,congruent,4,0,1594,right
21,congruent,2,0,1156,right
21,incongruent,1,0,1203,right
21,congruent,2,0,1328,right
21,incongruent,1,0,1094,right
21,incongruent,3,0,1625,right
21,incongruent,3,0,1125,right
21,congruent,3,0,1453,right
21,congruent,4,0,1406,right
21,congruent,2,0,1328,right
21,incongruent,4,0,1000,right
21,congruent,1,0,1359,right
21,congruent,3,0,1375,right
21,congruent,1,0,1516,right
21,incongruent,4,0,2266,right
21,incongruent,2,0,1203,right
21,congruent,3,0,1563,right
21,congruent,4,0,1375,right
21,incongruent,4,0,985,right
21,incongruent,2,0,1953,right
21,congruent,4,0,1453,right
21,incongruent,3,0,1469,right
21,incongruent,1,0,1625,right
21,incongruent,1,0,1203,right
21,congruent,1,0,1125,right
21,incongruent,2,0,1860,right
21,congruent,2,0,1375,right
21,incongruent,1,0,1266,right
21,incongruent,4,0,1203,right
21,congruent,3,0,1110,right
21,congruent,3,0,1250,right
21,incongruent,2,0,1266,right
21,incongruent,3,0,1407,right
21,congruent,1,0,1281,right
21,incongruent,3,0,1719,right
21,incongruent,2,0,1203,right
21,congruent,2,0,1266,right
21,incongruent,4,0,1641,right
21,congruent,4,0,1484,right
21,incongruent,4,0,1218,right
21,congruent,1,0,1250,right
21,congruent,3,0,1062,right
21,incongruent,1,0,1063,right
21,congruent,1,0,1141,right
21,incongruent,1,0,984,right
21,incongruent,3,0,1485,right
21,congruent,2,0,1203,right
21,congruent,4,0,3141,right
21,congruent,4,0,1266,right
21,incongruent,2,0,1063,right
21,congruent,2,0,1094,right
21,congruent,1,0,1235,right
21,congruent,4,0,1281,right
21,congruent,3,0,1125,right
21,incongruent,4,0,1641,right
21,congruent,1,0,1110,right
21,congruent,3,0,1265,right
21,congruent,2,0,1046,right
21,incongruent,1,0,1235,right
21,incongruent,4,0,1391,right
21,congruent,3,0,1250,right
21,incongruent,3,0,1016,right
21,incongruent,3,0,1281,right
21,congruent,4,0,1125,right
21,incongruent,2,0,1312,right
21,incongruent,2,0,1093,right
21,congruent,1,0,1281,right
21,congruent,4,0,875,right
21,congruent,2,0,1125,right
21,incongruent,3,0,1032,right
21,congruent,2,0,984,right
21,incongruent,4,0,1672,right
21,incongruent,1,0,953,right
21,incongruent,2,0,1125,right
21,incongruent,1,0,1172,right
21,incongruent,2,0,985,right
21,incongruent,2,0,1844,right
21,congruent,4,0,1109,right
21,congruent,2,0,985,right
21,congruent,2,0,1188,right
21,incongruent,3,0,1500,right
21,incongruent,4,0,1063,right
21,incongruent,4,0,1015,right
21,congruent,4,0,1079,right
21,incongruent,3,0,1047,right
21,incongruent,2,0,1094,right
21,congruent,1,0,1219,right
21,incongruent,1,0,1235,right
21,incongruent,1,0,2875,right
21,congruent,4,0,1219,right
21,congruent,1,0,1063,right
21,congruent,3,0,938,right
21,congruent,1,0,1063,right
21,incongruent,4,0,1250,right
21,congruent,3,0,2422,right
21,congruent,2,0,1156,right
21,incongruent,3,0,1297,right
21,congruent,3,0,1328,right
21,incongruent,1,0,1187,right
21,incongruent,2,0,1203,right
21,congruent,2,0,1094,right
21,congruent,2,0,1141,right
21,congruent,3,0,1046,right
21,congruent,4,0,1016,right
21,incongruent,3,0,1031,right
21,incongruent,1,0,1078,right
21,congruent,2,0,1094,right
21,incongruent,3,0,1453,right
21,incongruent,2,0,1031,right
21,incongruent,1,0,1235,right
21,congruent,3,0,1453,right
21,congruent,4,0,1250,right
21,incongruent,4,0,1437,right
21,congruent,3,0,1516,right
21,incongruent,2,0,1125,right
21,incongruent,3,0,1266,right
21,incongruent,4,0,1234,right
21,congruent,1,0,969,right
21,congruent,1,0,1328,right
21,incongruent,4,0,1438,right
21,congruent,4,0,1281,right
21,congruent,1,0,1281,right
21,incongruent,1,0,1188,right
21,incongruent,1,0,1234,right
21,incongruent,3,0,1093,right
21,incongruent,3,0,1313,right
21,congruent,1,0,1453,right
21,congruent,1,0,1359,right
21,incongruent,4,0,1281,right
21,incongruent,2,0,1547,right
21,congruent,4,0,1265,right
21,congruent,2,0,1250,right
21,congruent,4,0,1235,right
21,congruent,4,0,1046,right
21,incongruent,4,0,1610,right
21,congruent,3,0,1219,right
21,incongruent,4,0,2313,right
21,incongruent,3,0,1500,right
21,incongruent,1,0,1453,right
21,incongruent,2,0,1281,right
21,incongruent,1,0,1281,right
21,congruent,3,0,1250,right
21,congruent,3,0,1047,right
21,congruent,2,0,1172,right
21,congruent,1,0,1172,right
21,congruent,2,0,1015,right
21,incongruent,2,0,1312,right
22,congruent,3,0,2812,right
22,congruent,3,0,1907,right
22,incongruent,2,0,1687,right
22,congruent,3,0,1407,right
22,incongruent,1,0,1516,right
22,incongruent,3,0,1141,right
22,incongruent,4,0,1204,right
22,congruent,4,0,1625,right
22,congruent,1,0,1391,right
22,incongruent,2,0,1609,right
22,incongruent,2,0,1282,right
22,congruent,2,0,1172,right
22,congruent,1,0,1172,right
22,congruent,2,0,1344,right
22,congruent,2,0,1203,right
22,incongruent,3,0,1360,right
22,congruent,1,0,1172,right
22,incongruent,1,0,1141,right
22,incongruent,1,0,1265,right
22,incongruent,4,0,1266,right
22,congruent,4,0,1281,right
22,incongruent,3,0,1187,right
22,congruent,4,0,1125,right
22,incongruent,4,0,1141,right
22,incongruent,4,0,1172,right
22,incongruent,3,0,1204,right
22,congruent,1,0,1438,right
22,incongruent,1,0,1016,right
22,congruent,4,0,1219,right
22,congruent,1,0,1218,right
22,incongruent,2,0,1375,right
22,congruent,4,0,1547,right
22,congruent,2,0,1281,right
22,congruent,1,0,1609,right
22,incongruent,3,0,1235,right
22,congruent,3,0,1125,right
22,incongruent,2,0,1282,right
22,incongruent,1,0,1078,right
22,incongruent,4,0,1172,right
22,congruent,2,0,1172,right
22,congruent,4,0,1110,right
22,congruent,2,0,1703,right
22,congruent,3,0,1719,right
22,congruent,3,0,1171,right
22,incongruent,2,0,1359,right
22,incongruent,1,0,1484,right
22,incongruent,3,0,1313,right
22,incongruent,4,0,1125,right
22,incongruent,2,0,1656,right
22,incongruent,4,0,1016,right
22,incongruent,2,0,1250,right
22,incongruent,3,0,1234,right
22,congruent,1,0,1172,right
22,congruent,1,0,1422,right
22,congruent,3,0,1203,right
22,congruent,2,0,1297,right
22,congruent,4,0,1157,right
22,incongruent,3,0,1219,right
22,incongruent,2,0,1281,right
22,congruent,3,0,1157,right
22,incongruent,3,0,1468,right
22,incongruent,1,0,1328,right
22,congruent,3,0,1093,right
22,congruent,2,0,1265,right
22,incongruent,1,0,1265,right
22,incongruent,1,0,1297,right
22,incongruent,4,0,1344,right
22,incongruent,4,0,938,right
22,congruent,2,0,1094,right
22,congruent,4,0,1156,right
22,congruent,4,0,1437,right
22,congruent,1,0,1266,right
22,incongruent,2,1,1906,right
22,congruent,4,0,1188,right
22,incongruent,3,0,1062,right
22,congruent,4,0,1250,right
22,incongruent,3,0,1110,right
22,congruent,2,0,1281,right
22,incongruent,4,0,1266,right
22,congruent,2,0,1062,right
22,incongruent,3,0,1532,right
22,congruent,3,0,1203,right
22,congruent,1,0,1281,right
22,incongruent,1,0,1031,right
22,congruent,3,0,1438,right
22,incongruent,4,0,1547,right
22,congruent,1,0,1454,right
22,congruent,3,0,1109,right
22,incongruent,1,0,1078,right
22,congruent,2,0,1000,right
22,congruent,4,0,1157,right
22,incongruent,2,0,1187,right
22,incongruent,2,0,1360,right
22,congruent,1,0,1218,right
22,incongruent,4,0,1235,right
22,incongruent,1,0,1047,right
22,congruent,2,0,1218,right
22,congruent,4,0,1156,right
22,congruent,3,0,1235,right
22,incongruent,1,0,1328,right
22,incongruent,4,0,1359,right
22,congruent,3,0,1437,right
22,incongruent,3,0,1375,right
22,incongruent,2,0,1187,right
22,incongruent,3,0,1016,right
22,congruent,3,0,985,right
22,incongruent,1,0,1625,right
22,congruent,1,0,1438,right
22,incongruent,1,0,1125,right
22,congruent,4,0,1125,right
22,incongruent,4,0,1203,right
22,incongruent,4,0,1360,right
22,incongruent,2,0,1313,right
22,congruent,2,0,1375,right
22,incongruent,2,0,1390,right
22,congruent,1,0,1125,right
22,congruent,4,0,1047,right
22,congruent,2,0,1234,right
22,incongruent,3,0,1312,right
22,congruent,4,0,1234,right
22,congruent,3,0,1188,right
22,congruent,3,0,1203,right
22,incongruent,2,0,1219,right
22,incongruent,1,0,1110,right
22,incongruent,2,0,1187,right
22,congruent,1,0,1125,right
22,congruent,4,0,1265,right
22,incongruent,4,0,1547,right
22,incongruent,1,0,1156,right
22,congruent,3,0,1047,right
22,congruent,2,0,1047,right
22,congruent,2,0,1047,right
22,incongruent,2,0,1094,right
22,incongruent,4,0,1156,right
22,congruent,2,0,1031,right
22,congruent,1,0,1219,right
22,incongruent,4,0,1093,right
22,incongruent,3,0,1109,right
22,congruent,4,0,1140,right
22,incongruent,3,0,1360,right
22,incongruent,1,0,1125,right
22,incongruent,3,0,1141,right
22,congruent,1,0,1031,right
22,incongruent,1,0,1047,right
22,incongruent,4,0,1125,right
22,incongruent,4,0,1219,right
22,incongruent,3,0,1094,right
22,congruent,2,0,1172,right
22,incongruent,2,0,1157,right
22,congruent,4,0,1375,right
22,congruent,2,0,1312,right
22,congruent,4,0,1203,right
22,incongruent,3,0,1563,right
22,incongruent,1,0,1062,right
22,congruent,4,0,1375,right
22,incongruent,2,0,1328,right
22,congruent,3,0,1110,right
22,incongruent,1,0,1360,right
22,incongruent,2,0,1093,right
22,congruent,1,0,1140,right
22,congruent,3,0,1125,right
22,congruent,1,0,906,right
22,congruent,3,0,1094,right
22,congruent,2,0,1125,right
22,incongruent,4,0,1000,right
22,incongruent,3,0,1140,right
22,congruent,1,0,1141,right
22,incongruent,3,0,1031,right
22,congruent,1,0,985,right
22,incongruent,2,0,1359,right
22,incongruent,3,0,1172,right
22,congruent,2,0,984,right
22,congruent,1,0,1516,right
22,congruent,3,0,1406,right
22,congruent,3,0,1016,right
22,congruent,2,0,1157,right
22,incongruent,2,0,1266,right
22,congruent,4,0,1140,right
22,incongruent,1,0,1172,right
22,incongruent,4,0,1172,right
22,congruent,1,0,1204,right
22,incongruent,3,0,875,right
22,incongruent,2,0,1078,right
22,incongruent,1,0,1171,right
22,incongruent,4,0,1047,right
22,incongruent,1,0,1016,right
22,congruent,4,0,937,right
22,congruent,2,0,1250,right
22,congruent,3,0,1609,right
22,incongruent,4,0,1047,right
22,congruent,4,0,1000,right
23,congruent,2,0,1594,right
23,congruent,2,0,1046,right
23,incongruent,4,0,1203,right
23,congruent,4,0,1562,right
23,incongruent,2,0,1015,right
23,incongruent,3,0,1109,right
23,congruent,3,0,1172,right
23,congruent,1,0,1156,right
23,incongruent,3,0,1125,right
23,incongruent,3,0,1094,right
23,congruent,1,0,969,right
23,incongruent,4,0,1140,right
23,congruent,4,0,1844,right
23,congruent,4,0,1016,right
23,incongruent,4,0,859,right
23,congruent,2,0,1062,right
23,congruent,3,0,875,right
23,incongruent,1,0,1109,right
23,congruent,3,0,1031,right
23,incongruent,2,0,1265,right
23,incongruent,1,0,953,right
23,congruent,1,0,1078,right
23,incongruent,1,0,1032,right
23,incongruent,2,0,891,right
23,congruent,2,0,1094,right
23,congruent,4,0,1125,right
23,congruent,2,0,1141,right
23,incongruent,3,0,1078,right
23,incongruent,2,0,1187,right
23,congruent,1,0,1015,right
23,congruent,3,0,1188,right
23,incongruent,1,0,938,right
23,incongruent,4,0,1078,right
23,incongruent,1,0,1734,right
23,incongruent,3,0,1110,right
23,congruent,1,0,1000,right
23,incongruent,3,0,1203,right
23,congruent,3,0,1031,right
23,incongruent,1,0,1094,right
23,congruent,4,0,1140,right
23,incongruent,2,0,1016,right
23,incongruent,4,0,1125,right
23,congruent,3,0,984,right
23,incongruent,2,0,969,right
23,congruent,2,0,1078,right
23,congruent,4,0,1171,right
23,congruent,1,0,1109,right
23,incongruent,4,0,1094,right
23,incongruent,1,0,1156,right
23,incongruent,1,0,1296,right
23,incongruent,3,0,1063,right
23,incongruent,2,0,1094,right
23,congruent,2,0,921,right
23,incongruent,4,0,1063,right
23,incongruent,2,0,1203,right
23,incongruent,4,0,1063,right
23,congruent,1,0,1110,right
23,congruent,3,0,1078,right
23,incongruent,4,0,1234,right
23,congruent,3,0,1078,right
23,congruent,1,0,1063,right
23,congruent,2,0,1312,right
23,congruent,1,0,953,right
23,congruent,3,0,1141,right
23,incongruent,3,0,1047,right
23,incongruent,3,0,1266,right
23,congruent,4,0,1360,right
23,congruent,4,0,1438,right
23,incongruent,2,0,1187,right
23,congruent,4,0,953,right
23,congruent,2,0,985,right
23,incongruent,1,0,1390,right
23,congruent,1,0,1094,right
23,incongruent,2,0,1063,right
23,congruent,3,0,1188,right
23,incongruent,2,0,1218,right
23,incongruent,4,0,1172,right
23,congruent,2,0,1063,right
23,incongruent,3,0,937,right
23,incongruent,3,0,953,right
23,congruent,4,0,1047,right
23,incongruent,2,0,1000,right
23,incongruent,1,0,953,right
23,congruent,2,0,1015,right
23,congruent,3,0,1078,right
23,congruent,4,0,1000,right
23,incongruent,3,0,1156,right
23,incongruent,1,0,1125,right
23,congruent,2,0,1313,right
23,incongruent,4,0,1234,right
23,incongruent,4,0,1203,right
23,congruent,1,0,1109,right
23,congruent,3,0,1000,right
23,congruent,1,0,1093,right
23,congruent,4,0,1000,right
23,incongruent,1,0,1063,right
23,incongruent,3,0,1234,right
23,congruent,1,0,953,right
23,congruent,1,0,1015,right
23,incongruent,4,0,1218,right
23,incongruent,3,0,1031,right
23,incongruent,1,0,1172,right
23,incongruent,4,0,1110,right
23,congruent,1,0,1203,right
23,incongruent,1,0,1063,right
23,incongruent,2,0,1172,right
23,incongruent,3,0,1125,right
23,congruent,4,0,1187,right
23,congruent,2,0,1187,right
23,congruent,4,0,969,right
23,congruent,2,0,1140,right
23,incongruent,2,0,1406,right
23,congruent,3,0,1171,right
23,congruent,3,0,1094,right
23,congruent,2,0,984,right
23,incongruent,1,0,1016,right
23,congruent,3,0,1047,right
23,incongruent,2,0,1094,right
23,incongruent,4,0,1000,right
23,congruent,4,0,922,right
23,incongruent,2,0,1031,right
23,congruent,2,0,1141,right
23,congruent,3,0,1125,right
23,congruent,2,0,1015,right
23,incongruent,4,0,1156,right
23,congruent,4,0,1016,right
23,incongruent,1,0,1110,right
23,incongruent,4,0,1000,right
23,congruent,1,0,1078,right
23,congruent,1,0,1000,right
23,incongruent,1,0,938,right
23,incongruent,3,0,1140,right
23,incongruent,4,0,1157,right
23,incongruent,2,0,922,right
23,congruent,4,0,953,right
23,incongruent,3,0,2516,right
23,congruent,1,0,1156,right
23,congruent,4,0,969,right
23,congruent,3,0,1141,right
23,incongruent,1,0,1203,right
23,incongruent,3,0,1157,right
23,congruent,2,0,938,right
23,incongruent,2,0,1172,right
23,congruent,3,0,1109,right
23,congruent,4,0,969,right
23,congruent,1,0,1031,right
23,incongruent,1,0,1297,right
23,congruent,2,0,1078,right
23,incongruent,4,0,1172,right
23,incongruent,4,0,1141,right
23,incongruent,3,0,985,right
23,incongruent,3,0,953,right
23,congruent,1,0,1281,right
23,congruent,4,0,953,right
23,incongruent,3,0,1032,right
23,incongruent,4,0,844,right
23,congruent,1,0,953,right
23,congruent,3,0,1078,right
23,congruent,2,0,1031,right
23,incongruent,2,0,922,right
23,congruent,4,0,891,right
23,incongruent,2,0,1047,right
23,congruent,2,0,1093,right
23,incongruent,2,0,1250,right
23,congruent,3,0,1172,right
23,incongruent,1,0,1250,right
23,congruent,3,0,1031,right
23,incongruent,1,0,922,right
23,congruent,1,0,953,right
23,congruent,3,0,1000,right
23,incongruent,4,0,937,right
23,congruent,4,0,922,right
23,incongruent,3,0,1078,right
23,congruent,4,0,969,right
23,incongruent,1,0,1046,right
23,incongruent,2,0,1219,right
23,congruent,2,0,1094,right
23,congruent,2,0,1250,right
23,congruent,3,0,1062,right
23,incongruent,2,0,1204,right
23,congruent,4,0,1000,right
23,incongruent,4,0,1031,right
23,incongruent,1,0,906,right
23,congruent,3,0,953,right
23,incongruent,4,0,1000,right
23,incongruent,3,0,1234,right
23,incongruent,1,0,1094,right
23,congruent,2,0,1000,right
23,incongruent,2,0,1078,right
23,incongruent,3,0,1094,right
23,congruent,1,0,1093,right
23,congruent,1,0,1156,right
24,congruent,3,0,2016,right
24,incongruent,2,0,2250,right
24,congruent,4,0,2625,right
24,incongruent,3,0,1829,right
24,congruent,1,0,1765,right
24,incongruent,4,0,1922,right
24,incongruent,1,0,1860,right
24,congruent,4,0,1437,right
24,congruent,2,0,1157,right
24,incongruent,4,0,1640,right
24,congruent,2,0,1391,right
24,incongruent,1,0,1500,right
24,congruent,3,0,1437,right
24,incongruent,3,0,1500,right
24,congruent,3,0,2125,right
24,incongruent,3,0,1406,right
24,incongruent,1,0,1141,right
24,congruent,4,0,1703,right
24,incongruent,2,0,1234,right
24,congruent,2,0,1031,right
24,incongruent,2,0,2031,right
24,congruent,1,0,922,right
24,incongruent,4,0,1906,right
24,congruent,1,0,1594,right
24,congruent,4,0,1094,right
24,incongruent,2,0,860,right
24,incongruent,4,0,1015,right
24,congruent,1,0,937,right
24,incongruent,1,0,1344,right
24,incongruent,1,0,984,right
24,congruent,4,0,1515,right
24,incongruent,2,0,1234,right
24,congruent,3,0,1313,right
24,incongruent,3,0,1687,right
24,congruent,2,0,1578,right
24,congruent,4,0,1171,right
24,incongruent,4,0,1125,right
24,congruent,3,0,1031,right
24,incongruent,3,0,1110,right
24,congruent,1,0,969,right
24,incongruent,2,0,1328,right
24,congruent,3,0,1032,right
24,incongruent,3,0,1656,right
24,incongruent,1,0,1188,right
24,congruent,2,0,1063,right
24,congruent,1,0,1328,right
24,incongruent,4,0,1421,right
24,congruent,2,0,1297,right
24,incongruent,3,0,1187,right
24,incongruent,2,0,1375,right
24,congruent,3,0,1219,right
24,congruent,4,0,1360,right
24,congruent,4,0,1172,right
24,incongruent,4,0,1562,right
24,congruent,1,0,922,right
24,incongruent,4,0,1500,right
24,incongruent,2,0,1203,right
24,congruent,2,0,1141,right
24,congruent,3,0,1484,right
24,congruent,4,0,1265,right
24,congruent,2,0,1265,right
24,incongruent,1,0,1328,right
24,congruent,1,0,906,right
24,congruent,2,0,1500,right
24,incongruent,2,0,1109,right
24,incongruent,3,0,1390,right
24,incongruent,1,0,1515,right
24,congruent,1,0,922,right
24,incongruent,4,0,1453,right
24,incongruent,1,0,1000,right
24,congruent,3,0,969,right
24,incongruent,3,0,1391,right
24,incongruent,3,0,1406,right
24,congruent,1,0,1672,right
24,congruent,1,0,2156,right
24,congruent,1,0,1391,right
24,incongruent,3,0,2141,right
24,incongruent,2,0,1453,right
24,congruent,2,0,1672,right
24,congruent,3,0,1093,right
24,incongruent,2,0,1265,right
24,incongruent,1,0,1844,right
24,incongruent,4,0,766,right
24,congruent,4,0,1235,right
24,congruent,4,0,1156,right
24,incongruent,3,0,1235,right
24,incongruent,1,0,1235,right
24,congruent,3,0,1188,right
24,incongruent,4,0,1063,right
24,incongruent,4,0,1469,right
24,congruent,3,0,1375,right
24,congruent,4,0,1360,right
24,congruent,2,0,1328,right
24,congruent,2,0,1172,right
24,incongruent,1,0,1203,right
24,incongruent,2,0,1250,right
24,congruent,3,0,1484,right
24,congruent,2,0,1047,right
24,congruent,2,0,766,right
24,incongruent,4,0,1171,right
24,incongruent,1,0,1610,right
24,congruent,2,0,1594,right
24,incongruent,2,0,1312,right
24,congruent,3,0,1031,right
24,incongruent,3,0,1188,right
24,incongruent,1,0,1141,right
24,congruent,3,0,1125,right
24,congruent,1,0,1062,right
24,incongruent,2,0,1203,right
24,incongruent,3,0,875,right
24,incongruent,1,0,1125,right
24,incongruent,3,0,812,right
24,incongruent,4,0,985,right
24,congruent,1,0,1031,right
24,congruent,1,0,1453,right
24,congruent,4,0,1078,right
24,congruent,4,0,1250,right
24,congruent,4,0,1344,right
24,incongruent,4,0,1453,right
24,incongruent,2,0,1344,right
24,congruent,2,0,1984,right
24,congruent,3,0,907,right
24,incongruent,3,0,1453,right
24,congruent,1,0,1468,right
24,incongruent,3,0,1453,right
24,incongruent,4,0,1000,right
24,congruent,2,0,1343,right
24,congruent,1,0,1188,right
24,incongruent,4,0,1640,right
24,incongruent,4,0,1281,right
24,incongruent,1,0,1422,right
24,congruent,1,0,1234,right
24,congruent,2,0,843,right
24,incongruent,2,0,953,right
24,congruent,3,0,891,right
24,congruent,4,0,1015,right
24,incongruent,1,0,734,right
24,incongruent,2,0,766,right
24,congruent,3,0,844,right
24,incongruent,2,0,969,right
24,congruent,4,0,1140,right
24,congruent,4,0,1000,right
24,incongruent,3,0,954,right
24,incongruent,1,0,1218,right
24,congruent,2,0,1000,right
24,congruent,1,0,1093,right
24,incongruent,1,0,937,right
24,congruent,1,0,1484,right
24,congruent,3,0,1000,right
24,incongruent,1,0,875,right
24,congruent,3,0,906,right
24,incongruent,3,0,875,right
24,congruent,2,0,1094,right
24,congruent,4,0,1078,right
24,incongruent,4,0,1062,right
24,incongruent,2,0,953,right
24,congruent,1,0,735,right
24,incongruent,4,0,1125,right
24,congruent,2,0,968,right
24,incongruent,3,0,1203,right
24,congruent,4,0,906,right
24,congruent,4,0,1266,right
24,incongruent,2,0,1984,right
24,congruent,3,0,1531,right
24,incongruent,4,0,1171,right
24,incongruent,2,0,1078,right
24,incongruent,1,0,1375,right
24,incongruent,3,0,1000,right
24,incongruent,1,0,906,right
24,incongruent,1,0,937,right
24,incongruent,4,0,1266,right
24,congruent,4,0,1437,right
24,incongruent,4,0,719,right
24,incongruent,2,0,1547,right
24,incongruent,4,0,891,right
24,congruent,4,0,1047,right
24,incongruent,3,0,1250,right
24,incongruent,2,0,1141,right
24,congruent,4,0,1344,right
24,incongruent,1,0,906,right
24,congruent,3,0,1125,right
24,congruent,2,0,1094,right
24,congruent,1,0,1078,right
24,incongruent,3,0,1500,right
24,congruent,1,0,1375,right
24,incongruent,3,0,1125,right
24,incongruent,2,0,766,right
24,congruent,2,0,1047,right
24,congruent,3,0,1188,right
24,congruent,1,0,1687,right
24,congruent,2,0,1203,right
24,congruent,3,0,1078,right
25,incongruent,2,0,1844,right
25,incongruent,2,0,2109,right
25,congruent,4,0,1797,right
25,congruent,3,0,1469,right
25,congruent,2,0,1328,right
25,incongruent,1,0,1938,right
25,congruent,2,0,2109,right
25,congruent,1,0,1813,right
25,congruent,4,0,1390,right
25,congruent,3,0,1297,right
25,incongruent,3,0,1719,right
25,incongruent,3,0,1828,right
25,incongruent,3,0,1704,right
25,congruent,1,0,1828,right
25,congruent,4,0,1672,right
25,incongruent,4,0,1844,right
25,incongruent,1,0,1391,right
25,congruent,3,0,1766,right
25,congruent,1,0,1625,right
25,incongruent,4,0,1437,right
25,congruent,2,0,1359,right
25,incongruent,1,0,1875,right
25,incongruent,4,0,1891,right
25,incongruent,2,0,1125,right
25,incongruent,1,0,2016,right
25,congruent,3,0,1454,right
25,congruent,4,0,1671,right
25,incongruent,3,0,1437,right
25,incongruent,4,0,1469,right
25,congruent,1,0,1500,right
25,incongruent,2,0,1516,right
25,incongruent,2,0,1359,right
25,congruent,3,0,1657,right
25,incongruent,1,0,1562,right
25,congruent,2,0,1891,right
25,incongruent,3,0,1500,right
25,congruent,2,0,1312,right
25,congruent,2,0,1375,right
25,incongruent,1,0,1562,right
25,congruent,1,0,1266,right
25,congruent,3,0,1375,right
25,incongruent,4,0,1312,right
25,congruent,4,0,1531,right
25,congruent,4,0,1469,right
25,congruent,1,0,1453,right
25,incongruent,3,0,1422,right
25,incongruent,2,0,1219,right
25,incongruent,4,0,1578,right
25,congruent,4,0,1453,right
25,congruent,4,0,1390,right
25,incongruent,2,0,1594,right
25,congruent,3,0,1547,right
25,incongruent,3,0,1109,right
25,congruent,1,0,1406,right
25,incongruent,2,0,1266,right
25,incongruent,1,0,1219,right
25,incongruent,4,0,1406,right
25,incongruent,2,0,1250,right
25,incongruent,4,0,1469,right
25,congruent,3,0,1140,right
25,incongruent,3,0,1453,right
25,incongruent,3,0,1297,right
25,congruent,4,0,1234,right
25,congruent,2,0,1375,right
25,congruent,1,0,1422,right
25,incongruent,4,0,1390,right
25,congruent,2,0,1485,right
25,congruent,3,0,1469,right
25,congruent,1,0,1500,right
25,incongruent,1,0,1406,right
25,incongruent,1,0,1062,right
25,congruent,2,0,1219,right
25,incongruent,1,0,1140,right
25,incongruent,4,0,1109,right
25,congruent,4,0,1078,right
25,congruent,4,0,1125,right
25,congruent,3,0,1156,right
25,congruent,2,0,1063,right
25,congruent,1,0,1406,right
25,congruent,3,0,937,right
25,incongruent,3,0,1656,right
25,incongruent,3,0,1766,right
25,incongruent,4,0,1093,right
25,congruent,2,0,1265,right
25,incongruent,2,0,922,right
25,incongruent,4,0,1188,right
25,congruent,4,0,1125,right
25,incongruent,1,0,1188,right
25,congruent,3,0,953,right
25,congruent,1,0,1000,right
25,incongruent,2,0,1235,right
25,incongruent,1,0,1031,right
25,congruent,1,0,1203,right
25,incongruent,3,0,1094,right
25,congruent,2,0,1453,right
25,incongruent,2,0,1312,right
25,incongruent,1,0,953,right
25,incongruent,4,0,1047,right
25,incongruent,3,0,1079,right
25,incongruent,1,0,1031,right
